date,MAR stock
2015-08-18,0
2015-08-19,29
2015-08-20,57
2015-08-21,59
2015-08-22,17
2015-08-23,17
2015-08-24,69
2015-08-25,63
2015-08-26,56
2015-08-27,64
2015-08-28,37
2015-08-29,25
2015-08-30,17
2015-08-31,62
2015-09-01,21
2015-09-02,49
2015-09-03,14
2015-09-04,36
2015-09-05,17
2015-09-06,0
2015-09-07,0
2015-09-08,28
2015-09-09,54
2015-09-10,35
2015-09-11,29
2015-09-12,16
2015-09-13,0
2015-09-14,47
2015-09-15,14
2015-09-16,34
2015-09-17,14
2015-09-18,14
2015-09-19,0
2015-09-20,16
2015-09-21,20
2015-09-22,47
2015-09-23,34
2015-09-24,14
2015-09-25,22
2015-09-26,16
2015-09-27,0
2015-09-28,67
2015-09-29,13
2015-09-30,34
2015-10-01,14
2015-10-02,43
2015-10-03,16
2015-10-04,0
2015-10-05,27
2015-10-06,20
2015-10-07,34
2015-10-08,27
2015-10-09,35
2015-10-10,24
2015-10-11,48
2015-10-12,28
2015-10-13,27
2015-10-14,47
2015-10-15,20
2015-10-16,28
2015-10-17,48
2015-10-18,0
2015-10-19,27
2015-10-20,13
2015-10-21,26
2015-10-22,13
2015-10-23,42
2015-10-24,0
2015-10-25,31
2015-10-26,26
2015-10-27,47
2015-10-28,33
2015-10-29,27
2015-10-30,28
2015-10-31,16
2015-11-01,0
2015-11-02,20
2015-11-03,39
2015-11-04,13
2015-11-05,27
2015-11-06,21
2015-11-07,16
2015-11-08,0
2015-11-09,20
2015-11-10,13
2015-11-11,34
2015-11-12,14
2015-11-13,42
2015-11-14,15
2015-11-15,16
2015-11-16,100
2015-11-17,33
2015-11-18,33
2015-11-19,54
2015-11-20,28
2015-11-21,16
2015-11-22,0
2015-11-23,27
2015-11-24,20
2015-11-25,40
2015-11-26,41
2015-11-27,14
2015-11-28,47
2015-11-29,15
2015-11-30,26
2015-12-01,26
2015-12-02,13
2015-12-03,14
2015-12-04,21
2015-12-05,0
2015-12-06,31
2015-12-07,13
2015-12-08,13
2015-12-09,20
2015-12-10,13
2015-12-11,28
2015-12-12,16
2015-12-13,0
2015-12-14,20
2015-12-15,55
2015-12-16,41
2015-12-17,21
2015-12-18,15
2015-12-19,17
2015-12-20,0
2015-12-21,28
2015-12-22,14
2015-12-23,15
2015-12-24,34
2015-12-25,18
2015-12-26,17
2015-12-27,0
2015-12-28,58
2015-12-29,36
2015-12-30,45
2015-12-31,41
2016-01-01,18
2016-01-02,17
2016-01-03,16
2016-01-04,29
2016-01-05,43
2016-01-06,51
2016-01-07,43
2016-01-08,44
2016-01-09,33
2016-01-10,16
2016-01-11,14
2016-01-12,35
2016-01-13,21
2016-01-14,35
2016-01-15,29
2016-01-16,33
2016-01-17,31
2016-01-18,28
2016-01-19,42
2016-01-20,56
2016-01-21,22
2016-01-22,22
2016-01-23,16
2016-01-24,16
2016-01-25,14
2016-01-26,35
2016-01-27,42
2016-01-28,35
2016-01-29,44
2016-01-30,0
2016-01-31,0
2016-02-01,14
2016-02-02,41
2016-02-03,70
2016-02-04,36
2016-02-05,22
2016-02-06,33
2016-02-07,16
2016-02-08,43
2016-02-09,43
2016-02-10,35
2016-02-11,42
2016-02-12,44
2016-02-13,0
2016-02-14,0
2016-02-15,14
2016-02-16,28
2016-02-17,62
2016-02-18,48
2016-02-19,29
2016-02-20,16
2016-02-21,31
2016-02-22,68
2016-02-23,21
2016-02-24,41
2016-02-25,28
2016-02-26,58
2016-02-27,16
2016-02-28,16
2016-02-29,34
2016-03-01,68
2016-03-02,55
2016-03-03,35
2016-03-04,36
2016-03-05,16
2016-03-06,16
2016-03-07,41
2016-03-08,55
2016-03-09,55
2016-03-10,71
2016-03-11,29
2016-03-12,32
2016-03-13,16
2016-03-14,76
2016-03-15,34
2016-03-16,21
2016-03-17,21
2016-03-18,52
2016-03-19,95
2016-03-20,47
2016-03-21,49
2016-03-22,70
2016-03-23,43
2016-03-24,74
2016-03-25,31
2016-03-26,25
2016-03-27,17
2016-03-28,58
2016-03-29,55
2016-03-30,49
2016-03-31,84
2016-04-01,95
2016-04-02,16
2016-04-03,16
2016-04-04,28
2016-04-05,42
2016-04-06,48
2016-04-07,28
2016-04-08,15
2016-04-09,24
2016-04-10,40
2016-04-11,56
2016-04-12,48
2016-04-13,42
2016-04-14,35
2016-04-15,22
2016-04-16,0
2016-04-17,0
2016-04-18,14
2016-04-19,62
2016-04-20,28
2016-04-21,50
2016-04-22,37
2016-04-23,16
2016-04-24,31
2016-04-25,27
2016-04-26,27
2016-04-27,49
2016-04-28,50
2016-04-29,81
2016-04-30,33
2016-05-01,16
2016-05-02,29
2016-05-03,21
2016-05-04,14
