date,MAR stock
2013-11-06,15
2013-11-07,15
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,15
2013-11-13,15
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,15
2013-11-19,0
2013-11-20,0
2013-11-21,15
2013-11-22,31
2013-11-23,0
2013-11-24,0
2013-11-25,29
2013-11-26,30
2013-11-27,30
2013-11-28,16
2013-11-29,16
2013-11-30,18
2013-12-01,0
2013-12-02,0
2013-12-03,29
2013-12-04,0
2013-12-05,15
2013-12-06,0
2013-12-07,0
2013-12-08,17
2013-12-09,15
2013-12-10,44
2013-12-11,29
2013-12-12,15
2013-12-13,0
2013-12-14,0
2013-12-15,17
2013-12-16,45
2013-12-17,46
2013-12-18,15
2013-12-19,31
2013-12-20,33
2013-12-21,19
2013-12-22,0
2013-12-23,17
2013-12-24,0
2013-12-25,0
2013-12-26,17
2013-12-27,33
2013-12-28,0
2013-12-29,0
2013-12-30,16
2013-12-31,18
2014-01-01,19
2014-01-02,31
2014-01-03,31
2014-01-04,0
2014-01-05,52
2014-01-06,15
2014-01-07,58
2014-01-08,0
2014-01-09,14
2014-01-10,15
2014-01-11,0
2014-01-12,33
2014-01-13,14
2014-01-14,0
2014-01-15,29
2014-01-16,14
2014-01-17,45
2014-01-18,0
2014-01-19,17
2014-01-20,14
2014-01-21,0
2014-01-22,14
2014-01-23,14
2014-01-24,30
2014-01-25,0
2014-01-26,0
2014-01-27,42
2014-01-28,14
2014-01-29,0
2014-01-30,43
2014-01-31,0
2014-02-01,0
2014-02-02,16
2014-02-03,14
2014-02-04,28
2014-02-05,28
2014-02-06,19
2014-02-07,16
2014-02-08,0
2014-02-09,0
2014-02-10,14
2014-02-11,28
2014-02-12,14
2014-02-13,43
2014-02-14,0
2014-02-15,17
2014-02-16,33
2014-02-17,14
2014-02-18,0
2014-02-19,43
2014-02-20,29
2014-02-21,29
2014-02-22,17
2014-02-23,17
2014-02-24,28
2014-02-25,28
2014-02-26,42
2014-02-27,28
2014-02-28,0
2014-03-01,33
2014-03-02,66
2014-03-03,28
2014-03-04,44
2014-03-05,43
2014-03-06,29
2014-03-07,74
2014-03-08,17
2014-03-09,33
2014-03-10,0
2014-03-11,28
2014-03-12,56
2014-03-13,43
2014-03-14,15
2014-03-15,33
2014-03-16,0
2014-03-17,0
2014-03-18,0
2014-03-19,42
2014-03-20,57
2014-03-21,74
2014-03-22,17
2014-03-23,0
2014-03-24,55
2014-03-25,55
2014-03-26,42
2014-03-27,85
2014-03-28,15
2014-03-29,50
2014-03-30,17
2014-03-31,42
2014-04-01,14
2014-04-02,14
2014-04-03,14
2014-04-04,44
2014-04-05,17
2014-04-06,16
2014-04-07,14
2014-04-08,42
2014-04-09,14
2014-04-10,43
2014-04-11,15
2014-04-12,34
2014-04-13,17
2014-04-14,100
2014-04-15,0
2014-04-16,29
2014-04-17,30
2014-04-18,0
2014-04-19,0
2014-04-20,18
2014-04-21,0
2014-04-22,14
2014-04-23,14
2014-04-24,0
2014-04-25,0
2014-04-26,0
2014-04-27,16
2014-04-28,14
2014-04-29,42
2014-04-30,72
2014-05-01,0
2014-05-02,46
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,14
2014-05-07,14
2014-05-08,14
2014-05-09,15
2014-05-10,0
2014-05-11,0
2014-05-12,42
2014-05-13,0
2014-05-14,14
2014-05-15,14
2014-05-16,29
2014-05-17,0
2014-05-18,0
2014-05-19,14
2014-05-20,42
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,32
2014-05-30,16
2014-05-31,19
2014-06-01,0
2014-06-02,15
2014-06-03,15
2014-06-04,31
2014-06-05,16
2014-06-06,0
2014-06-07,0
2014-06-08,20
2014-06-09,16
2014-06-10,0
2014-06-11,47
2014-06-12,32
2014-06-13,83
2014-06-14,0
2014-06-15,0
2014-06-16,15
2014-06-17,16
2014-06-18,0
2014-06-19,0
2014-06-20,50
2014-06-21,59
2014-06-22,38
2014-06-23,0
2014-06-24,47
2014-06-25,16
2014-06-26,16
2014-06-27,17
2014-06-28,19
2014-06-29,19
2014-06-30,16
2014-07-01,47
2014-07-02,32
2014-07-03,17
2014-07-04,0
2014-07-05,19
2014-07-06,0
2014-07-07,78
2014-07-08,0
2014-07-09,0
2014-07-10,48
2014-07-11,33
2014-07-12,0
2014-07-13,0
2014-07-14,47
2014-07-15,31
2014-07-16,33
2014-07-17,49
2014-07-18,50
2014-07-19,39
2014-07-20,0
2014-07-21,48
2014-07-22,47
2014-07-23,33
2014-07-24,16
