date,Gilead,isPartial
2016-05-04,54,False
2016-05-05,52,False
2016-05-06,53,False
2016-05-07,36,False
2016-05-08,33,False
2016-05-09,55,False
2016-05-10,49,False
2016-05-11,52,False
2016-05-12,53,False
2016-05-13,53,False
2016-05-14,41,False
2016-05-15,38,False
2016-05-16,46,False
2016-05-17,50,False
2016-05-18,58,False
2016-05-19,71,False
2016-05-20,55,False
2016-05-21,44,False
2016-05-22,36,False
2016-05-23,47,False
2016-05-24,49,False
2016-05-25,53,False
2016-05-26,54,False
2016-05-27,65,False
2016-05-28,38,False
2016-05-29,48,False
2016-05-30,46,False
2016-05-31,58,False
2016-06-01,69,False
2016-06-02,48,False
2016-06-03,44,False
2016-06-04,29,False
2016-06-05,45,False
2016-06-06,54,False
2016-06-07,65,False
2016-06-08,58,False
2016-06-09,46,False
2016-06-10,48,False
2016-06-11,32,False
2016-06-12,33,False
2016-06-13,53,False
2016-06-14,51,False
2016-06-15,56,False
2016-06-16,58,False
2016-06-17,38,False
2016-06-18,31,False
2016-06-19,31,False
2016-06-20,53,False
2016-06-21,50,False
2016-06-22,68,False
2016-06-23,47,False
2016-06-24,51,False
2016-06-25,30,False
2016-06-26,41,False
2016-06-27,59,False
2016-06-28,85,False
2016-06-29,81,False
2016-06-30,71,False
2016-07-01,57,False
2016-07-02,33,False
2016-07-03,45,False
2016-07-04,36,False
2016-07-05,42,False
2016-07-06,56,False
2016-07-07,53,False
2016-07-08,58,False
2016-07-09,39,False
2016-07-10,43,False
2016-07-11,52,False
2016-07-12,68,False
2016-07-13,64,False
2016-07-14,71,False
2016-07-15,48,False
2016-07-16,43,False
2016-07-17,52,False
2016-07-18,48,False
2016-07-19,58,False
2016-07-20,63,False
2016-07-21,49,False
2016-07-22,66,False
2016-07-23,40,False
2016-07-24,33,False
2016-07-25,90,False
2016-07-26,100,False
2016-07-27,57,False
2016-07-28,59,False
2016-07-29,51,False
2016-07-30,37,False
2016-07-31,47,False
2016-08-01,67,False
2016-08-02,49,False
2016-08-03,60,False
2016-08-04,47,False
2016-08-05,47,False
2016-08-06,29,False
2016-08-07,37,False
2016-08-08,50,False
2016-08-09,46,False
2016-08-10,52,False
2016-08-11,51,False
2016-08-12,45,False
2016-08-13,24,False
2016-08-14,32,False
2016-08-15,51,False
2016-08-16,51,False
2016-08-17,47,False
2016-08-18,60,False
2016-08-19,46,False
2016-08-20,35,False
2016-08-21,29,False
2016-08-22,43,False
2016-08-23,60,False
2016-08-24,44,False
2016-08-25,47,False
2016-08-26,58,False
2016-08-27,32,False
2016-08-28,36,False
2016-08-29,65,False
2016-08-30,47,False
2016-08-31,45,False
2016-09-01,52,False
2016-09-02,48,False
2016-09-03,36,False
2016-09-04,28,False
2016-09-05,36,False
2016-09-06,59,False
2016-09-07,63,False
2016-09-08,58,False
2016-09-09,43,False
2016-09-10,29,False
2016-09-11,39,False
2016-09-12,58,False
2016-09-13,58,False
2016-09-14,54,False
2016-09-15,52,False
2016-09-16,71,False
2016-09-17,37,False
2016-09-18,34,False
2016-09-19,48,False
2016-09-20,70,False
2016-09-21,57,False
2016-09-22,51,False
2016-09-23,61,False
2016-09-24,39,False
2016-09-25,33,False
2016-09-26,45,False
2016-09-27,63,False
2016-09-28,55,False
2016-09-29,52,False
2016-09-30,55,False
2016-10-01,24,False
2016-10-02,30,False
2016-10-03,50,False
2016-10-04,48,False
2016-10-05,61,False
2016-10-06,49,False
2016-10-07,52,False
2016-10-08,27,False
2016-10-09,30,False
2016-10-10,45,False
2016-10-11,63,False
2016-10-12,67,False
2016-10-13,44,False
2016-10-14,37,False
2016-10-15,39,False
2016-10-16,30,False
2016-10-17,43,False
2016-10-18,55,False
2016-10-19,58,False
2016-10-20,55,False
2016-10-21,55,False
2016-10-22,42,False
2016-10-23,28,False
2016-10-24,44,False
2016-10-25,46,False
2016-10-26,50,False
2016-10-27,66,False
2016-10-28,51,False
2016-10-29,25,False
2016-10-30,30,False
2016-10-31,53,False
2016-11-01,56,False
2016-11-02,60,False
2016-11-03,56,False
2016-11-04,60,False
2016-11-05,30,False
2016-11-06,23,False
2016-11-07,47,False
2016-11-08,54,False
2016-11-09,63,False
2016-11-10,66,False
2016-11-11,58,False
2016-11-12,46,False
2016-11-13,28,False
2016-11-14,60,False
2016-11-15,48,False
2016-11-16,50,False
2016-11-17,73,False
2016-11-18,47,False
2016-11-19,37,False
2016-11-20,31,False
2016-11-21,48,False
2016-11-22,54,False
2016-11-23,37,False
2016-11-24,25,False
2016-11-25,29,False
2016-11-26,27,False
2016-11-27,34,False
2016-11-28,29,False
2016-11-29,48,False
2016-11-30,53,False
2016-12-01,58,False
2016-12-02,56,False
2016-12-03,27,False
2016-12-04,33,False
2016-12-05,52,False
2016-12-06,54,False
