date,Gilead,isPartial
2012-06-04,41,False
2012-06-05,41,False
2012-06-06,27,False
2012-06-07,38,False
2012-06-08,38,False
2012-06-09,26,False
2012-06-10,35,False
2012-06-11,29,False
2012-06-12,50,False
2012-06-13,30,False
2012-06-14,33,False
2012-06-15,33,False
2012-06-16,18,False
2012-06-17,20,False
2012-06-18,29,False
2012-06-19,48,False
2012-06-20,53,False
2012-06-21,23,False
2012-06-22,33,False
2012-06-23,27,False
2012-06-24,16,False
2012-06-25,46,False
2012-06-26,43,False
2012-06-27,58,False
2012-06-28,36,False
2012-06-29,40,False
2012-06-30,20,False
2012-07-01,30,False
2012-07-02,46,False
2012-07-03,46,False
2012-07-04,42,False
2012-07-05,31,False
2012-07-06,37,False
2012-07-07,29,False
2012-07-08,32,False
2012-07-09,35,False
2012-07-10,37,False
2012-07-11,45,False
2012-07-12,41,False
2012-07-13,39,False
2012-07-14,40,False
2012-07-15,25,False
2012-07-16,85,False
2012-07-17,100,False
2012-07-18,49,False
2012-07-19,47,False
2012-07-20,31,False
2012-07-21,42,False
2012-07-22,29,False
2012-07-23,45,False
2012-07-24,44,False
2012-07-25,22,False
2012-07-26,30,False
2012-07-27,41,False
2012-07-28,16,False
2012-07-29,32,False
2012-07-30,30,False
2012-07-31,45,False
2012-08-01,36,False
2012-08-02,55,False
2012-08-03,54,False
2012-08-04,25,False
2012-08-05,38,False
2012-08-06,40,False
2012-08-07,34,False
2012-08-08,50,False
2012-08-09,47,False
2012-08-10,37,False
2012-08-11,32,False
2012-08-12,31,False
2012-08-13,22,False
2012-08-14,48,False
2012-08-15,42,False
2012-08-16,32,False
2012-08-17,31,False
2012-08-18,24,False
2012-08-19,29,False
2012-08-20,52,False
2012-08-21,38,False
2012-08-22,33,False
2012-08-23,48,False
2012-08-24,45,False
2012-08-25,28,False
2012-08-26,43,False
2012-08-27,52,False
2012-08-28,78,False
2012-08-29,49,False
2012-08-30,36,False
2012-08-31,45,False
2012-09-01,28,False
2012-09-02,20,False
2012-09-03,33,False
2012-09-04,49,False
2012-09-05,57,False
2012-09-06,48,False
2012-09-07,51,False
2012-09-08,22,False
2012-09-09,27,False
2012-09-10,46,False
2012-09-11,48,False
2012-09-12,44,False
2012-09-13,34,False
2012-09-14,48,False
2012-09-15,24,False
2012-09-16,18,False
2012-09-17,40,False
2012-09-18,48,False
2012-09-19,58,False
2012-09-20,36,False
2012-09-21,39,False
2012-09-22,30,False
2012-09-23,29,False
2012-09-24,38,False
2012-09-25,41,False
2012-09-26,31,False
2012-09-27,39,False
2012-09-28,30,False
2012-09-29,26,False
2012-09-30,31,False
2012-10-01,40,False
2012-10-02,35,False
2012-10-03,52,False
2012-10-04,46,False
2012-10-05,47,False
2012-10-06,47,False
2012-10-07,39,False
2012-10-08,29,False
2012-10-09,45,False
2012-10-10,24,False
2012-10-11,33,False
2012-10-12,41,False
2012-10-13,27,False
2012-10-14,29,False
2012-10-15,36,False
2012-10-16,31,False
2012-10-17,48,False
2012-10-18,44,False
2012-10-19,28,False
2012-10-20,25,False
2012-10-21,33,False
2012-10-22,39,False
2012-10-23,44,False
2012-10-24,43,False
2012-10-25,40,False
2012-10-26,49,False
2012-10-27,16,False
2012-10-28,24,False
2012-10-29,47,False
2012-10-30,41,False
2012-10-31,34,False
2012-11-01,35,False
2012-11-02,43,False
2012-11-03,25,False
2012-11-04,27,False
2012-11-05,29,False
2012-11-06,31,False
2012-11-07,52,False
2012-11-08,50,False
2012-11-09,26,False
2012-11-10,37,False
2012-11-11,21,False
2012-11-12,49,False
2012-11-13,38,False
2012-11-14,45,False
2012-11-15,42,False
2012-11-16,33,False
2012-11-17,29,False
2012-11-18,34,False
2012-11-19,42,False
2012-11-20,25,False
2012-11-21,26,False
2012-11-22,20,False
2012-11-23,25,False
2012-11-24,27,False
2012-11-25,31,False
2012-11-26,45,False
2012-11-27,41,False
2012-11-28,34,False
2012-11-29,29,False
2012-11-30,27,False
2012-12-01,15,False
2012-12-02,28,False
2012-12-03,34,False
2012-12-04,33,False
2012-12-05,28,False
2012-12-06,37,False
2012-12-07,36,False
2012-12-08,31,False
2012-12-09,24,False
2012-12-10,21,False
2012-12-11,39,False
2012-12-12,34,False
2012-12-13,35,False
2012-12-14,42,False
2012-12-15,27,False
2012-12-16,22,False
2012-12-17,38,False
2012-12-18,42,False
2012-12-19,29,False
2012-12-20,20,False
2012-12-21,22,False
2012-12-22,22,False
2012-12-23,18,False
2012-12-24,21,False
2012-12-25,27,False
2012-12-26,16,False
2012-12-27,26,False
2012-12-28,25,False
2012-12-29,17,False
2012-12-30,39,False
2012-12-31,22,False
2013-01-01,26,False
2013-01-02,39,False
2013-01-03,52,False
2013-01-04,37,False
2013-01-05,33,False
2013-01-06,32,False
2013-01-07,38,False
2013-01-08,50,False
2013-01-09,29,False
2013-01-10,41,False
2013-01-11,36,False
2013-01-12,28,False
2013-01-13,33,False
2013-01-14,34,False
2013-01-15,34,False
2013-01-16,45,False
2013-01-17,31,False
2013-01-18,40,False
2013-01-19,31,False
2013-01-20,26,False
2013-01-21,26,False
2013-01-22,48,False
2013-01-23,36,False
2013-01-24,45,False
2013-01-25,45,False
2013-01-26,43,False
2013-01-27,27,False
2013-01-28,54,False
2013-01-29,50,False
2013-01-30,45,False
2013-01-31,56,False
2013-02-01,48,False
2013-02-02,30,False
2013-02-03,31,False
2013-02-04,34,False
2013-02-05,54,False
2013-02-06,33,False
2013-02-07,61,False
2013-02-08,36,False
2013-02-09,29,False
2013-02-10,23,False
2013-02-11,44,False
2013-02-12,34,False
2013-02-13,47,False
2013-02-14,27,False
2013-02-15,43,False
2013-02-16,37,False
2013-02-17,27,False
2013-02-18,47,False
2013-02-19,47,False
