date,Gilead,isPartial
2017-01-19,36,False
2017-01-20,41,False
2017-01-21,26,False
2017-01-22,31,False
2017-01-23,48,False
2017-01-24,44,False
2017-01-25,41,False
2017-01-26,47,False
2017-01-27,34,False
2017-01-28,26,False
2017-01-29,21,False
2017-01-30,35,False
2017-01-31,41,False
2017-02-01,37,False
2017-02-02,43,False
2017-02-03,37,False
2017-02-04,26,False
2017-02-05,22,False
2017-02-06,39,False
2017-02-07,57,False
2017-02-08,94,False
2017-02-09,67,False
2017-02-10,52,False
2017-02-11,26,False
2017-02-12,25,False
2017-02-13,39,False
2017-02-14,46,False
2017-02-15,44,False
2017-02-16,41,False
2017-02-17,43,False
2017-02-18,26,False
2017-02-19,25,False
2017-02-20,37,False
2017-02-21,48,False
2017-02-22,38,False
2017-02-23,44,False
2017-02-24,36,False
2017-02-25,23,False
2017-02-26,20,False
2017-02-27,33,False
2017-02-28,46,False
2017-03-01,42,False
2017-03-02,36,False
2017-03-03,29,False
2017-03-04,23,False
2017-03-05,22,False
2017-03-06,43,False
2017-03-07,38,False
2017-03-08,40,False
2017-03-09,37,False
2017-03-10,38,False
2017-03-11,30,False
2017-03-12,24,False
2017-03-13,39,False
2017-03-14,30,False
2017-03-15,37,False
2017-03-16,34,False
2017-03-17,41,False
2017-03-18,28,False
2017-03-19,24,False
2017-03-20,31,False
2017-03-21,35,False
2017-03-22,35,False
2017-03-23,34,False
2017-03-24,32,False
2017-03-25,24,False
2017-03-26,28,False
2017-03-27,41,False
2017-03-28,34,False
2017-03-29,33,False
2017-03-30,32,False
2017-03-31,33,False
2017-04-01,20,False
2017-04-02,27,False
2017-04-03,36,False
2017-04-04,37,False
2017-04-05,36,False
2017-04-06,40,False
2017-04-07,35,False
2017-04-08,21,False
2017-04-09,26,False
2017-04-10,34,False
2017-04-11,45,False
2017-04-12,40,False
2017-04-13,34,False
2017-04-14,31,False
2017-04-15,21,False
2017-04-16,23,False
2017-04-17,32,False
2017-04-18,31,False
2017-04-19,39,False
2017-04-20,40,False
2017-04-21,36,False
2017-04-22,21,False
2017-04-23,30,False
2017-04-24,40,False
2017-04-25,30,False
2017-04-26,45,False
2017-04-27,49,False
2017-04-28,40,False
2017-04-29,25,False
2017-04-30,32,False
2017-05-01,37,False
2017-05-02,49,False
2017-05-03,53,False
2017-05-04,46,False
2017-05-05,44,False
2017-05-06,20,False
2017-05-07,29,False
2017-05-08,41,False
2017-05-09,46,False
2017-05-10,42,False
2017-05-11,45,False
2017-05-12,37,False
2017-05-13,26,False
2017-05-14,27,False
2017-05-15,32,False
2017-05-16,41,False
2017-05-17,51,False
2017-05-18,50,False
2017-05-19,45,False
2017-05-20,33,False
2017-05-21,32,False
2017-05-22,38,False
2017-05-23,31,False
2017-05-24,46,False
2017-05-25,43,False
2017-05-26,42,False
2017-05-27,36,False
2017-05-28,29,False
2017-05-29,42,False
2017-05-30,42,False
2017-05-31,41,False
2017-06-01,44,False
2017-06-02,35,False
2017-06-03,30,False
2017-06-04,32,False
2017-06-05,39,False
2017-06-06,35,False
2017-06-07,35,False
2017-06-08,36,False
2017-06-09,30,False
2017-06-10,32,False
2017-06-11,30,False
2017-06-12,39,False
2017-06-13,42,False
2017-06-14,40,False
2017-06-15,37,False
2017-06-16,37,False
2017-06-17,34,False
2017-06-18,36,False
2017-06-19,45,False
2017-06-20,40,False
2017-06-21,44,False
2017-06-22,53,False
2017-06-23,52,False
2017-06-24,33,False
2017-06-25,31,False
2017-06-26,46,False
2017-06-27,46,False
2017-06-28,44,False
2017-06-29,48,False
2017-06-30,46,False
2017-07-01,25,False
2017-07-02,30,False
