date,Gilead,isPartial
2017-05-29,29,False
2017-05-30,30,False
2017-05-31,44,False
2017-06-01,43,False
2017-06-02,41,False
2017-06-03,35,False
2017-06-04,30,False
2017-06-05,34,False
2017-06-06,34,False
2017-06-07,27,False
2017-06-08,28,False
2017-06-09,29,False
2017-06-10,20,False
2017-06-11,28,False
2017-06-12,49,False
2017-06-13,38,False
2017-06-14,38,False
2017-06-15,45,False
2017-06-16,31,False
2017-06-17,34,False
2017-06-18,29,False
2017-06-19,47,False
2017-06-20,43,False
2017-06-21,48,False
2017-06-22,65,False
2017-06-23,43,False
2017-06-24,20,False
2017-06-25,39,False
2017-06-26,45,False
2017-06-27,44,False
2017-06-28,36,False
2017-06-29,39,False
2017-06-30,39,False
2017-07-01,19,False
2017-07-02,37,False
2017-07-03,42,False
2017-07-04,28,False
2017-07-05,38,False
2017-07-06,51,False
2017-07-07,33,False
2017-07-08,25,False
2017-07-09,35,False
2017-07-10,38,False
2017-07-11,40,False
2017-07-12,41,False
2017-07-13,39,False
2017-07-14,35,False
2017-07-15,25,False
2017-07-16,30,False
2017-07-17,41,False
2017-07-18,36,False
2017-07-19,50,False
2017-07-20,50,False
2017-07-21,40,False
2017-07-22,30,False
2017-07-23,32,False
2017-07-24,42,False
2017-07-25,45,False
2017-07-26,46,False
2017-07-27,46,False
2017-07-28,46,False
2017-07-29,29,False
2017-07-30,36,False
2017-07-31,54,False
2017-08-01,38,False
2017-08-02,37,False
2017-08-03,42,False
2017-08-04,43,False
2017-08-05,25,False
2017-08-06,29,False
2017-08-07,39,False
2017-08-08,40,False
2017-08-09,32,False
2017-08-10,37,False
2017-08-11,28,False
2017-08-12,28,False
2017-08-13,23,False
2017-08-14,39,False
2017-08-15,38,False
2017-08-16,43,False
2017-08-17,36,False
2017-08-18,34,False
2017-08-19,35,False
2017-08-20,22,False
2017-08-21,30,False
2017-08-22,35,False
2017-08-23,33,False
2017-08-24,37,False
2017-08-25,39,False
2017-08-26,27,False
2017-08-27,21,False
2017-08-28,100,False
2017-08-29,79,False
2017-08-30,72,False
2017-08-31,78,False
2017-09-01,58,False
2017-09-02,22,False
2017-09-03,30,False
2017-09-04,28,False
2017-09-05,40,False
2017-09-06,33,False
2017-09-07,40,False
2017-09-08,43,False
2017-09-09,22,False
2017-09-10,25,False
2017-09-11,46,False
2017-09-12,33,False
2017-09-13,38,False
2017-09-14,36,False
2017-09-15,34,False
2017-09-16,24,False
2017-09-17,24,False
2017-09-18,38,False
2017-09-19,35,False
2017-09-20,35,False
2017-09-21,35,False
2017-09-22,37,False
2017-09-23,25,False
2017-09-24,26,False
2017-09-25,39,False
2017-09-26,46,False
2017-09-27,36,False
2017-09-28,47,False
2017-09-29,39,False
2017-09-30,40,False
2017-10-01,27,False
2017-10-02,35,False
2017-10-03,43,False
2017-10-04,35,False
2017-10-05,35,False
2017-10-06,37,False
2017-10-07,22,False
2017-10-08,28,False
2017-10-09,36,False
2017-10-10,34,False
2017-10-11,40,False
2017-10-12,27,False
2017-10-13,45,False
2017-10-14,21,False
2017-10-15,20,False
2017-10-16,38,False
2017-10-17,44,False
2017-10-18,42,False
2017-10-19,70,False
2017-10-20,47,False
2017-10-21,29,False
2017-10-22,25,False
2017-10-23,38,False
2017-10-24,44,False
2017-10-25,48,False
2017-10-26,58,False
2017-10-27,56,False
2017-10-28,19,False
2017-10-29,24,False
2017-10-30,38,False
2017-10-31,41,False
2017-11-01,40,False
2017-11-02,37,False
2017-11-03,41,False
2017-11-04,30,False
2017-11-05,26,False
2017-11-06,40,False
2017-11-07,38,False
2017-11-08,32,False
2017-11-09,28,False
2017-11-10,34,False
2017-11-11,21,False
2017-11-12,27,False
2017-11-13,34,False
2017-11-14,45,False
2017-11-15,39,False
2017-11-16,32,False
2017-11-17,36,False
2017-11-18,23,False
2017-11-19,22,False
2017-11-20,32,False
2017-11-21,24,False
2017-11-22,36,False
2017-11-23,20,False
2017-11-24,31,False
2017-11-25,28,False
2017-11-26,24,False
2017-11-27,27,False
2017-11-28,33,False
2017-11-29,33,False
2017-11-30,36,False
2017-12-01,34,False
2017-12-02,23,False
2017-12-03,23,False
2017-12-04,35,False
2017-12-05,26,False
2017-12-06,29,False
2017-12-07,30,False
2017-12-08,29,False
2017-12-09,24,False
2017-12-10,22,False
2017-12-11,35,False
2017-12-12,43,False
2017-12-13,33,False
2017-12-14,32,False
2017-12-15,29,False
2017-12-16,18,False
2017-12-17,22,False
2017-12-18,43,False
2017-12-19,32,False
2017-12-20,34,False
2017-12-21,21,False
2017-12-22,25,False
2017-12-23,13,False
2017-12-24,19,False
2017-12-25,16,False
2017-12-26,24,False
2017-12-27,24,False
2017-12-28,29,False
2017-12-29,24,False
2017-12-30,21,False
2017-12-31,20,False
2018-01-01,16,False
2018-01-02,34,False
2018-01-03,31,False
2018-01-04,35,False
2018-01-05,30,False
2018-01-06,24,False
2018-01-07,27,False
2018-01-08,35,False
2018-01-09,47,False
2018-01-10,42,False
2018-01-11,40,False
2018-01-12,49,False
2018-01-13,22,False
2018-01-14,31,False
2018-01-15,39,False
2018-01-16,36,False
2018-01-17,40,False
2018-01-18,43,False
2018-01-19,37,False
2018-01-20,20,False
2018-01-21,28,False
2018-01-22,38,False
2018-01-23,38,False
2018-01-24,43,False
2018-01-25,46,False
2018-01-26,51,False
2018-01-27,32,False
2018-01-28,22,False
2018-01-29,58,False
2018-01-30,44,False
2018-01-31,52,False
2018-02-01,44,False
2018-02-02,37,False
2018-02-03,24,False
2018-02-04,33,False
2018-02-05,29,False
2018-02-06,50,False
2018-02-07,49,False
2018-02-08,56,False
2018-02-09,37,False
2018-02-10,26,False
2018-02-11,29,False
2018-02-12,42,False
2018-02-13,34,False
