date,Regeneron,isPartial
2015-04-10,22,False
2015-04-11,12,False
2015-04-12,9,False
2015-04-13,41,False
2015-04-14,41,False
2015-04-15,29,False
2015-04-16,44,False
2015-04-17,46,False
2015-04-18,18,False
2015-04-19,6,False
2015-04-20,46,False
2015-04-21,26,False
2015-04-22,28,False
2015-04-23,32,False
2015-04-24,37,False
2015-04-25,24,False
2015-04-26,24,False
2015-04-27,28,False
2015-04-28,38,False
2015-04-29,33,False
2015-04-30,32,False
2015-05-01,23,False
2015-05-02,16,False
2015-05-03,12,False
2015-05-04,13,False
2015-05-05,21,False
2015-05-06,33,False
2015-05-07,42,False
2015-05-08,27,False
2015-05-09,19,False
2015-05-10,12,False
2015-05-11,28,False
2015-05-12,43,False
2015-05-13,23,False
2015-05-14,37,False
2015-05-15,30,False
2015-05-16,18,False
2015-05-17,21,False
2015-05-18,28,False
2015-05-19,30,False
2015-05-20,46,False
2015-05-21,44,False
2015-05-22,46,False
2015-05-23,6,False
2015-05-24,12,False
2015-05-25,5,False
2015-05-26,35,False
2015-05-27,35,False
2015-05-28,31,False
2015-05-29,11,False
2015-05-30,12,False
2015-05-31,18,False
2015-06-01,35,False
2015-06-02,28,False
2015-06-03,18,False
2015-06-04,32,False
2015-06-05,30,False
2015-06-06,6,False
2015-06-07,19,False
2015-06-08,25,False
2015-06-09,100,False
2015-06-10,98,False
2015-06-11,36,False
2015-06-12,43,False
2015-06-13,12,False
2015-06-14,15,False
2015-06-15,43,False
2015-06-16,31,False
2015-06-17,41,False
2015-06-18,21,False
2015-06-19,16,False
2015-06-20,16,False
2015-06-21,6,False
2015-06-22,46,False
2015-06-23,36,False
2015-06-24,18,False
2015-06-25,37,False
2015-06-26,33,False
2015-06-27,19,False
2015-06-28,31,False
2015-06-29,44,False
2015-06-30,38,False
2015-07-01,18,False
2015-07-02,29,False
2015-07-03,11,False
2015-07-04,16,False
2015-07-05,3,False
2015-07-06,31,False
2015-07-07,26,False
2015-07-08,38,False
2015-07-09,24,False
2015-07-10,35,False
2015-07-11,15,False
2015-07-12,15,False
2015-07-13,18,False
2015-07-14,34,False
2015-07-15,29,False
2015-07-16,24,False
2015-07-17,25,False
2015-07-18,37,False
2015-07-19,7,False
2015-07-20,30,False
2015-07-21,31,False
2015-07-22,26,False
2015-07-23,44,False
2015-07-24,68,False
2015-07-25,50,False
2015-07-26,15,False
2015-07-27,63,False
2015-07-28,74,False
2015-07-29,51,False
2015-07-30,34,False
2015-07-31,41,False
2015-08-01,31,False
2015-08-02,12,False
2015-08-03,28,False
2015-08-04,75,False
2015-08-05,48,False
2015-08-06,50,False
2015-08-07,58,False
2015-08-08,12,False
2015-08-09,15,False
2015-08-10,36,False
2015-08-11,38,False
2015-08-12,52,False
2015-08-13,39,False
2015-08-14,35,False
2015-08-15,15,False
2015-08-16,18,False
2015-08-17,25,False
2015-08-18,44,False
2015-08-19,41,False
2015-08-20,18,False
2015-08-21,24,False
2015-08-22,12,False
2015-08-23,27,False
2015-08-24,50,False
2015-08-25,37,False
2015-08-26,20,False
2015-08-27,23,False
2015-08-28,40,False
2015-08-29,18,False
2015-08-30,15,False
2015-08-31,37,False
2015-09-01,32,False
2015-09-02,40,False
2015-09-03,41,False
2015-09-04,34,False
2015-09-05,6,False
2015-09-06,18,False
2015-09-07,29,False
2015-09-08,47,False
2015-09-09,37,False
2015-09-10,25,False
2015-09-11,23,False
2015-09-12,14,False
2015-09-13,9,False
2015-09-14,20,False
2015-09-15,29,False
2015-09-16,22,False
2015-09-17,34,False
2015-09-18,33,False
2015-09-19,15,False
2015-09-20,11,False
2015-09-21,46,False
2015-09-22,44,False
2015-09-23,54,False
2015-09-24,58,False
2015-09-25,41,False
2015-09-26,24,False
2015-09-27,6,False
2015-09-28,48,False
2015-09-29,38,False
2015-09-30,22,False
2015-10-01,39,False
2015-10-02,20,False
2015-10-03,9,False
2015-10-04,8,False
2015-10-05,27,False
2015-10-06,51,False
2015-10-07,41,False
2015-10-08,24,False
2015-10-09,30,False
2015-10-10,11,False
2015-10-11,20,False
2015-10-12,30,False
2015-10-13,31,False
2015-10-14,36,False
2015-10-15,39,False
2015-10-16,30,False
2015-10-17,14,False
2015-10-18,17,False
2015-10-19,62,False
2015-10-20,42,False
2015-10-21,38,False
2015-10-22,34,False
2015-10-23,55,False
2015-10-24,17,False
2015-10-25,5,False
2015-10-26,36,False
2015-10-27,38,False
2015-10-28,26,False
2015-10-29,32,False
2015-10-30,33,False
2015-10-31,12,False
2015-11-01,3,False
2015-11-02,43,False
2015-11-03,33,False
2015-11-04,45,False
2015-11-05,46,False
2015-11-06,25,False
2015-11-07,20,False
2015-11-08,22,False
2015-11-09,37,False
2015-11-10,26,False
2015-11-11,22,False
2015-11-12,40,False
2015-11-13,41,False
2015-11-14,14,False
2015-11-15,3,False
2015-11-16,24,False
2015-11-17,40,False
2015-11-18,53,False
2015-11-19,26,False
2015-11-20,30,False
2015-11-21,14,False
2015-11-22,16,False
2015-11-23,31,False
2015-11-24,40,False
2015-11-25,31,False
2015-11-26,10,False
2015-11-27,13,False
2015-11-28,0,False
2015-11-29,14,False
2015-11-30,33,False
2015-12-01,26,False
2015-12-02,26,False
2015-12-03,22,False
2015-12-04,30,False
2015-12-05,20,False
2015-12-06,14,False
2015-12-07,21,False
2015-12-08,29,False
2015-12-09,24,False
2015-12-10,17,False
2015-12-11,23,False
2015-12-12,17,False
2015-12-13,16,False
2015-12-14,17,False
2015-12-15,32,False
2015-12-16,25,False
2015-12-17,25,False
2015-12-18,13,False
2015-12-19,21,False
2015-12-20,6,False
2015-12-21,18,False
2015-12-22,39,False
2015-12-23,41,False
2015-12-24,15,False
2015-12-25,16,False
2015-12-26,12,False
