date,Regeneron,isPartial
2013-02-19,16,False
2013-02-20,43,False
2013-02-21,43,False
2013-02-22,33,False
2013-02-23,0,False
2013-02-24,25,False
2013-02-25,36,False
2013-02-26,5,False
2013-02-27,16,False
2013-02-28,33,False
2013-03-01,33,False
2013-03-02,25,False
2013-03-03,6,False
2013-03-04,21,False
2013-03-05,32,False
2013-03-06,37,False
2013-03-07,27,False
2013-03-08,61,False
2013-03-09,31,False
2013-03-10,6,False
2013-03-11,36,False
2013-03-12,56,False
2013-03-13,31,False
2013-03-14,26,False
2013-03-15,33,False
2013-03-16,0,False
2013-03-17,30,False
2013-03-18,15,False
2013-03-19,26,False
2013-03-20,31,False
2013-03-21,27,False
2013-03-22,54,False
2013-03-23,19,False
2013-03-24,0,False
2013-03-25,31,False
2013-03-26,16,False
2013-03-27,33,False
2013-03-28,6,False
2013-03-29,36,False
2013-03-30,19,False
2013-03-31,20,False
2013-04-01,33,False
2013-04-02,47,False
2013-04-03,31,False
2013-04-04,52,False
2013-04-05,76,False
2013-04-06,12,False
2013-04-07,0,False
2013-04-08,26,False
2013-04-09,36,False
2013-04-10,26,False
2013-04-11,47,False
2013-04-12,38,False
2013-04-13,13,False
2013-04-14,13,False
2013-04-15,36,False
2013-04-16,26,False
2013-04-17,31,False
2013-04-18,21,False
2013-04-19,33,False
2013-04-20,6,False
2013-04-21,25,False
2013-04-22,36,False
2013-04-23,36,False
2013-04-24,26,False
2013-04-25,27,False
2013-04-26,39,False
2013-04-27,6,False
2013-04-28,19,False
2013-04-29,57,False
2013-04-30,53,False
2013-05-01,40,False
2013-05-02,80,False
2013-05-03,72,False
2013-05-04,19,False
2013-05-05,6,False
2013-05-06,52,False
2013-05-07,31,False
2013-05-08,31,False
2013-05-09,22,False
2013-05-10,33,False
2013-05-11,12,False
2013-05-12,25,False
2013-05-13,20,False
2013-05-14,42,False
2013-05-15,46,False
2013-05-16,26,False
2013-05-17,27,False
2013-05-18,38,False
2013-05-19,25,False
2013-05-20,31,False
2013-05-21,81,False
2013-05-22,77,False
2013-05-23,41,False
2013-05-24,22,False
2013-05-25,13,False
2013-05-26,25,False
2013-05-27,16,False
2013-05-28,51,False
2013-05-29,41,False
2013-05-30,37,False
2013-05-31,27,False
2013-06-01,25,False
2013-06-02,12,False
2013-06-03,36,False
2013-06-04,46,False
2013-06-05,57,False
2013-06-06,42,False
2013-06-07,33,False
2013-06-08,13,False
2013-06-09,12,False
2013-06-10,30,False
2013-06-11,25,False
2013-06-12,21,False
2013-06-13,52,False
2013-06-14,60,False
2013-06-15,19,False
2013-06-16,25,False
2013-06-17,5,False
2013-06-18,42,False
2013-06-19,31,False
2013-06-20,48,False
2013-06-21,33,False
2013-06-22,19,False
2013-06-23,19,False
2013-06-24,42,False
2013-06-25,36,False
2013-06-26,47,False
2013-06-27,21,False
2013-06-28,27,False
2013-06-29,19,False
2013-06-30,13,False
2013-07-01,47,False
2013-07-02,16,False
2013-07-03,16,False
2013-07-04,39,False
2013-07-05,28,False
2013-07-06,20,False
2013-07-07,0,False
2013-07-08,64,False
2013-07-09,27,False
2013-07-10,43,False
2013-07-11,16,False
2013-07-12,45,False
2013-07-13,20,False
2013-07-14,13,False
2013-07-15,27,False
2013-07-16,21,False
2013-07-17,32,False
2013-07-18,27,False
2013-07-19,22,False
2013-07-20,52,False
2013-07-21,26,False
2013-07-22,37,False
2013-07-23,32,False
2013-07-24,37,False
2013-07-25,38,False
2013-07-26,39,False
2013-07-27,19,False
2013-07-28,0,False
2013-07-29,47,False
2013-07-30,36,False
2013-07-31,53,False
2013-08-01,22,False
2013-08-02,34,False
2013-08-03,19,False
2013-08-04,26,False
2013-08-05,59,False
2013-08-06,53,False
2013-08-07,76,False
2013-08-08,44,False
2013-08-09,17,False
2013-08-10,20,False
2013-08-11,13,False
2013-08-12,69,False
2013-08-13,57,False
2013-08-14,43,False
2013-08-15,33,False
2013-08-16,68,False
2013-08-17,38,False
2013-08-18,25,False
2013-08-19,53,False
2013-08-20,62,False
2013-08-21,10,False
2013-08-22,58,False
2013-08-23,44,False
2013-08-24,13,False
2013-08-25,6,False
2013-08-26,60,False
2013-08-27,56,False
2013-08-28,31,False
2013-08-29,0,False
2013-08-30,16,False
2013-08-31,6,False
2013-09-01,18,False
2013-09-02,20,False
2013-09-03,35,False
2013-09-04,56,False
2013-09-05,31,False
2013-09-06,42,False
2013-09-07,18,False
2013-09-08,24,False
2013-09-09,69,False
2013-09-10,58,False
2013-09-11,39,False
2013-09-12,40,False
2013-09-13,47,False
2013-09-14,18,False
2013-09-15,29,False
2013-09-16,59,False
2013-09-17,34,False
2013-09-18,85,False
2013-09-19,51,False
2013-09-20,58,False
2013-09-21,36,False
2013-09-22,0,False
2013-09-23,10,False
2013-09-24,30,False
2013-09-25,25,False
2013-09-26,36,False
2013-09-27,16,False
2013-09-28,24,False
2013-09-29,29,False
2013-09-30,49,False
2013-10-01,58,False
2013-10-02,30,False
2013-10-03,30,False
2013-10-04,36,False
2013-10-05,29,False
2013-10-06,11,False
2013-10-07,34,False
2013-10-08,39,False
2013-10-09,25,False
2013-10-10,40,False
2013-10-11,47,False
2013-10-12,24,False
2013-10-13,18,False
2013-10-14,40,False
2013-10-15,44,False
2013-10-16,100,False
2013-10-17,85,False
2013-10-18,31,False
2013-10-19,18,False
2013-10-20,23,False
2013-10-21,43,False
2013-10-22,34,False
2013-10-23,49,False
2013-10-24,59,False
2013-10-25,31,False
2013-10-26,24,False
2013-10-27,23,False
2013-10-28,43,False
2013-10-29,53,False
2013-10-30,73,False
2013-10-31,25,False
2013-11-01,59,False
2013-11-02,12,False
2013-11-03,17,False
2013-11-04,19,False
2013-11-05,72,False
2013-11-06,82,False
