date,Regeneron,isPartial
2013-06-29,17,False
2013-06-30,7,False
2013-07-01,43,False
2013-07-02,48,False
2013-07-03,14,False
2013-07-04,18,False
2013-07-05,15,False
2013-07-06,7,False
2013-07-07,32,False
2013-07-08,60,False
2013-07-09,35,False
2013-07-10,32,False
2013-07-11,44,False
2013-07-12,48,False
2013-07-13,7,False
2013-07-14,21,False
2013-07-15,35,False
2013-07-16,46,False
2013-07-17,15,False
2013-07-18,29,False
2013-07-19,33,False
2013-07-20,25,False
2013-07-21,25,False
2013-07-22,60,False
2013-07-23,51,False
2013-07-24,37,False
2013-07-25,38,False
2013-07-26,42,False
2013-07-27,21,False
2013-07-28,7,False
2013-07-29,40,False
2013-07-30,37,False
2013-07-31,46,False
2013-08-01,26,False
2013-08-02,27,False
2013-08-03,11,False
2013-08-04,18,False
2013-08-05,46,False
2013-08-06,72,False
2013-08-07,55,False
2013-08-08,30,False
2013-08-09,43,False
2013-08-10,25,False
2013-08-11,14,False
2013-08-12,54,False
2013-08-13,45,False
2013-08-14,52,False
2013-08-15,55,False
2013-08-16,64,False
2013-08-17,35,False
2013-08-18,31,False
2013-08-19,43,False
2013-08-20,57,False
2013-08-21,51,False
2013-08-22,46,False
2013-08-23,54,False
2013-08-24,14,False
2013-08-25,27,False
2013-08-26,41,False
2013-08-27,41,False
2013-08-28,33,False
2013-08-29,19,False
2013-08-30,23,False
2013-08-31,10,False
2013-09-01,20,False
2013-09-02,17,False
2013-09-03,38,False
2013-09-04,52,False
2013-09-05,31,False
2013-09-06,40,False
2013-09-07,20,False
2013-09-08,13,False
2013-09-09,68,False
2013-09-10,55,False
2013-09-11,27,False
2013-09-12,65,False
2013-09-13,45,False
2013-09-14,42,False
2013-09-15,19,False
2013-09-16,48,False
2013-09-17,48,False
2013-09-18,78,False
2013-09-19,55,False
2013-09-20,66,False
2013-09-21,35,False
2013-09-22,16,False
2013-09-23,35,False
2013-09-24,46,False
2013-09-25,49,False
2013-09-26,55,False
2013-09-27,46,False
2013-09-28,49,False
2013-09-29,22,False
2013-09-30,37,False
2013-10-01,48,False
2013-10-02,38,False
