date,Regeneron,isPartial
2014-03-16,4,False
2014-03-17,23,False
2014-03-18,27,False
2014-03-19,46,False
2014-03-20,31,False
2014-03-21,48,False
2014-03-22,14,False
2014-03-23,9,False
2014-03-24,23,False
2014-03-25,46,False
2014-03-26,30,False
2014-03-27,31,False
2014-03-28,28,False
2014-03-29,13,False
2014-03-30,18,False
2014-03-31,30,False
2014-04-01,46,False
2014-04-02,34,False
2014-04-03,62,False
2014-04-04,28,False
2014-04-05,27,False
2014-04-06,18,False
2014-04-07,60,False
2014-04-08,26,False
2014-04-09,26,False
2014-04-10,39,False
2014-04-11,81,False
2014-04-12,19,False
2014-04-13,5,False
2014-04-14,39,False
2014-04-15,58,False
2014-04-16,51,False
2014-04-17,29,False
2014-04-18,22,False
2014-04-19,0,False
2014-04-20,15,False
2014-04-21,21,False
2014-04-22,23,False
2014-04-23,19,False
2014-04-24,19,False
2014-04-25,53,False
2014-04-26,14,False
2014-04-27,4,False
2014-04-28,8,False
2014-04-29,52,False
2014-04-30,23,False
2014-05-01,51,False
2014-05-02,37,False
2014-05-03,32,False
2014-05-04,13,False
2014-05-05,62,False
2014-05-06,27,False
2014-05-07,52,False
2014-05-08,35,False
2014-05-09,32,False
2014-05-10,18,False
2014-05-11,22,False
2014-05-12,30,False
2014-05-13,42,False
2014-05-14,31,False
2014-05-15,43,False
2014-05-16,16,False
2014-05-17,5,False
2014-05-18,9,False
2014-05-19,27,False
2014-05-20,34,False
2014-05-21,25,False
2014-05-22,25,False
2014-05-23,4,False
2014-05-24,5,False
2014-05-25,10,False
2014-05-26,17,False
2014-05-27,29,False
2014-05-28,37,False
2014-05-29,26,False
2014-05-30,27,False
2014-05-31,26,False
2014-06-01,5,False
2014-06-02,34,False
2014-06-03,50,False
2014-06-04,29,False
2014-06-05,21,False
2014-06-06,27,False
2014-06-07,0,False
2014-06-08,26,False
2014-06-09,26,False
2014-06-10,43,False
2014-06-11,46,False
2014-06-12,30,False
2014-06-13,22,False
2014-06-14,10,False
2014-06-15,15,False
2014-06-16,42,False
2014-06-17,34,False
2014-06-18,34,False
2014-06-19,26,False
2014-06-20,14,False
2014-06-21,26,False
2014-06-22,16,False
2014-06-23,39,False
2014-06-24,43,False
2014-06-25,34,False
2014-06-26,35,False
2014-06-27,31,False
2014-06-28,5,False
2014-06-29,5,False
2014-06-30,26,False
2014-07-01,43,False
2014-07-02,35,False
2014-07-03,44,False
2014-07-04,9,False
2014-07-05,16,False
2014-07-06,11,False
2014-07-07,17,False
2014-07-08,26,False
2014-07-09,13,False
2014-07-10,39,False
2014-07-11,36,False
2014-07-12,26,False
2014-07-13,5,False
2014-07-14,73,False
2014-07-15,25,False
2014-07-16,40,False
2014-07-17,17,False
2014-07-18,23,False
2014-07-19,11,False
2014-07-20,16,False
2014-07-21,22,False
2014-07-22,47,False
2014-07-23,27,False
2014-07-24,40,False
2014-07-25,55,False
2014-07-26,16,False
2014-07-27,16,False
2014-07-28,39,False
2014-07-29,39,False
2014-07-30,100,False
2014-07-31,57,False
2014-08-01,41,False
2014-08-02,10,False
2014-08-03,10,False
2014-08-04,39,False
2014-08-05,51,False
2014-08-06,48,False
2014-08-07,49,False
2014-08-08,28,False
2014-08-09,16,False
2014-08-10,26,False
2014-08-11,34,False
2014-08-12,58,False
2014-08-13,17,False
2014-08-14,17,False
2014-08-15,56,False
2014-08-16,21,False
2014-08-17,5,False
2014-08-18,60,False
2014-08-19,54,False
2014-08-20,26,False
2014-08-21,51,False
2014-08-22,35,False
2014-08-23,15,False
2014-08-24,35,False
2014-08-25,21,False
2014-08-26,24,False
2014-08-27,12,False
2014-08-28,67,False
2014-08-29,22,False
2014-08-30,30,False
2014-08-31,10,False
2014-09-01,38,False
2014-09-02,94,False
2014-09-03,57,False
2014-09-04,41,False
2014-09-05,39,False
2014-09-06,25,False
2014-09-07,14,False
2014-09-08,45,False
2014-09-09,40,False
2014-09-10,24,False
2014-09-11,37,False
2014-09-12,21,False
2014-09-13,19,False
2014-09-14,0,False
2014-09-15,28,False
2014-09-16,56,False
2014-09-17,45,False
2014-09-18,29,False
2014-09-19,34,False
2014-09-20,10,False
2014-09-21,19,False
2014-09-22,28,False
2014-09-23,44,False
2014-09-24,44,False
2014-09-25,41,False
2014-09-26,25,False
2014-09-27,10,False
2014-09-28,5,False
2014-09-29,32,False
2014-09-30,40,False
2014-10-01,32,False
2014-10-02,33,False
2014-10-03,30,False
2014-10-04,24,False
2014-10-05,14,False
2014-10-06,44,False
