date,Regeneron,isPartial
2018-02-13,72,False
2018-02-14,90,False
2018-02-15,53,False
2018-02-16,73,False
2018-02-17,21,False
2018-02-18,24,False
2018-02-19,46,False
2018-02-20,48,False
2018-02-21,55,False
2018-02-22,62,False
2018-02-23,76,False
2018-02-24,28,False
2018-02-25,31,False
2018-02-26,66,False
2018-02-27,57,False
2018-02-28,42,False
2018-03-01,69,False
2018-03-02,66,False
2018-03-03,14,False
2018-03-04,24,False
2018-03-05,39,False
2018-03-06,65,False
2018-03-07,55,False
2018-03-08,43,False
2018-03-09,38,False
2018-03-10,42,False
2018-03-11,31,False
2018-03-12,88,False
2018-03-13,91,False
2018-03-14,87,False
2018-03-15,46,False
2018-03-16,72,False
2018-03-17,31,False
2018-03-18,27,False
2018-03-19,46,False
2018-03-20,43,False
2018-03-21,61,False
2018-03-22,46,False
2018-03-23,63,False
2018-03-24,14,False
2018-03-25,32,False
2018-03-26,62,False
2018-03-27,68,False
2018-03-28,70,False
2018-03-29,68,False
2018-03-30,49,False
2018-03-31,11,False
2018-04-01,29,False
2018-04-02,66,False
2018-04-03,55,False
2018-04-04,46,False
2018-04-05,63,False
2018-04-06,39,False
2018-04-07,32,False
2018-04-08,7,False
2018-04-09,61,False
2018-04-10,57,False
2018-04-11,42,False
2018-04-12,64,False
2018-04-13,32,False
2018-04-14,32,False
2018-04-15,28,False
2018-04-16,42,False
2018-04-17,55,False
2018-04-18,50,False
2018-04-19,48,False
2018-04-20,45,False
2018-04-21,18,False
2018-04-22,21,False
2018-04-23,39,False
2018-04-24,69,False
2018-04-25,55,False
2018-04-26,80,False
2018-04-27,71,False
2018-04-28,14,False
2018-04-29,25,False
2018-04-30,65,False
2018-05-01,52,False
2018-05-02,52,False
2018-05-03,100,False
2018-05-04,51,False
2018-05-05,21,False
2018-05-06,28,False
2018-05-07,37,False
2018-05-08,55,False
2018-05-09,55,False
2018-05-10,28,False
2018-05-11,73,False
2018-05-12,32,False
2018-05-13,21,False
2018-05-14,37,False
2018-05-15,52,False
2018-05-16,43,False
2018-05-17,56,False
2018-05-18,71,False
2018-05-19,32,False
2018-05-20,25,False
2018-05-21,54,False
2018-05-22,67,False
2018-05-23,43,False
2018-05-24,47,False
2018-05-25,30,False
2018-05-26,18,False
2018-05-27,14,False
2018-05-28,32,False
2018-05-29,43,False
2018-05-30,49,False
2018-05-31,50,False
2018-06-01,29,False
2018-06-02,18,False
2018-06-03,22,False
2018-06-04,52,False
2018-06-05,43,False
2018-06-06,46,False
2018-06-07,64,False
2018-06-08,52,False
2018-06-09,25,False
2018-06-10,22,False
2018-06-11,42,False
2018-06-12,43,False
2018-06-13,40,False
2018-06-14,43,False
2018-06-15,68,False
2018-06-16,32,False
2018-06-17,21,False
2018-06-18,39,False
2018-06-19,72,False
2018-06-20,37,False
2018-06-21,61,False
2018-06-22,51,False
2018-06-23,14,False
2018-06-24,32,False
2018-06-25,36,False
2018-06-26,79,False
2018-06-27,51,False
2018-06-28,43,False
2018-06-29,52,False
