date,Regeneron,isPartial
2017-10-06,37,False
2017-10-07,24,False
2017-10-08,15,False
2017-10-09,38,False
2017-10-10,32,False
2017-10-11,45,False
2017-10-12,33,False
2017-10-13,43,False
2017-10-14,17,False
2017-10-15,15,False
2017-10-16,42,False
2017-10-17,50,False
2017-10-18,53,False
2017-10-19,37,False
2017-10-20,43,False
2017-10-21,27,False
2017-10-22,19,False
2017-10-23,51,False
2017-10-24,43,False
2017-10-25,84,False
2017-10-26,58,False
2017-10-27,30,False
2017-10-28,25,False
2017-10-29,25,False
2017-10-30,22,False
2017-10-31,48,False
2017-11-01,31,False
2017-11-02,55,False
2017-11-03,36,False
2017-11-04,23,False
2017-11-05,16,False
2017-11-06,38,False
2017-11-07,38,False
2017-11-08,62,False
2017-11-09,38,False
2017-11-10,29,False
2017-11-11,14,False
2017-11-12,22,False
2017-11-13,40,False
2017-11-14,48,False
2017-11-15,59,False
2017-11-16,40,False
2017-11-17,37,False
2017-11-18,15,False
2017-11-19,16,False
2017-11-20,39,False
2017-11-21,51,False
2017-11-22,39,False
2017-11-23,11,False
2017-11-24,11,False
2017-11-25,13,False
2017-11-26,15,False
2017-11-27,49,False
2017-11-28,51,False
2017-11-29,41,False
2017-11-30,46,False
2017-12-01,35,False
2017-12-02,24,False
2017-12-03,16,False
2017-12-04,40,False
2017-12-05,30,False
2017-12-06,36,False
2017-12-07,38,False
2017-12-08,28,False
2017-12-09,17,False
2017-12-10,17,False
2017-12-11,37,False
2017-12-12,35,False
2017-12-13,34,False
2017-12-14,51,False
2017-12-15,31,False
2017-12-16,8,False
2017-12-17,18,False
2017-12-18,32,False
2017-12-19,32,False
2017-12-20,27,False
2017-12-21,23,False
2017-12-22,35,False
2017-12-23,9,False
2017-12-24,11,False
2017-12-25,6,False
2017-12-26,24,False
2017-12-27,15,False
2017-12-28,24,False
2017-12-29,17,False
2017-12-30,13,False
2017-12-31,15,False
2018-01-01,19,False
2018-01-02,37,False
2018-01-03,39,False
2018-01-04,45,False
2018-01-05,39,False
2018-01-06,16,False
2018-01-07,16,False
2018-01-08,44,False
2018-01-09,100,False
2018-01-10,63,False
2018-01-11,56,False
2018-01-12,53,False
2018-01-13,28,False
2018-01-14,21,False
2018-01-15,28,False
2018-01-16,39,False
2018-01-17,47,False
2018-01-18,35,False
2018-01-19,44,False
2018-01-20,22,False
2018-01-21,14,False
2018-01-22,37,False
2018-01-23,86,False
2018-01-24,63,False
2018-01-25,58,False
2018-01-26,47,False
2018-01-27,19,False
2018-01-28,22,False
2018-01-29,41,False
2018-01-30,42,False
2018-01-31,48,False
2018-02-01,53,False
2018-02-02,45,False
2018-02-03,24,False
2018-02-04,22,False
2018-02-05,46,False
2018-02-06,51,False
2018-02-07,60,False
2018-02-08,73,False
2018-02-09,58,False
2018-02-10,20,False
2018-02-11,24,False
2018-02-12,53,False
2018-02-13,53,False
2018-02-14,51,False
2018-02-15,42,False
2018-02-16,60,False
2018-02-17,21,False
2018-02-18,18,False
2018-02-19,24,False
2018-02-20,48,False
2018-02-21,49,False
2018-02-22,50,False
2018-02-23,33,False
2018-02-24,22,False
2018-02-25,23,False
2018-02-26,56,False
2018-02-27,38,False
2018-02-28,25,False
2018-03-01,47,False
2018-03-02,45,False
2018-03-03,14,False
2018-03-04,17,False
2018-03-05,32,False
2018-03-06,36,False
2018-03-07,37,False
2018-03-08,37,False
2018-03-09,31,False
2018-03-10,30,False
2018-03-11,30,False
2018-03-12,62,False
2018-03-13,46,False
2018-03-14,53,False
2018-03-15,43,False
2018-03-16,42,False
2018-03-17,16,False
2018-03-18,13,False
2018-03-19,44,False
2018-03-20,38,False
2018-03-21,47,False
2018-03-22,49,False
2018-03-23,32,False
2018-03-24,16,False
2018-03-25,12,False
2018-03-26,38,False
2018-03-27,60,False
2018-03-28,40,False
2018-03-29,49,False
2018-03-30,35,False
2018-03-31,11,False
2018-04-01,11,False
2018-04-02,41,False
2018-04-03,33,False
2018-04-04,40,False
2018-04-05,52,False
2018-04-06,40,False
2018-04-07,16,False
2018-04-08,7,False
2018-04-09,41,False
2018-04-10,38,False
2018-04-11,39,False
2018-04-12,25,False
2018-04-13,32,False
2018-04-14,29,False
2018-04-15,8,False
2018-04-16,33,False
2018-04-17,51,False
2018-04-18,50,False
2018-04-19,32,False
2018-04-20,23,False
