date,MSFT stock
2012-06-04,17
2012-06-05,23
2012-06-06,17
2012-06-07,12
2012-06-08,24
2012-06-09,0
2012-06-10,0
2012-06-11,35
2012-06-12,17
2012-06-13,12
2012-06-14,12
2012-06-15,19
2012-06-16,7
2012-06-17,0
2012-06-18,46
2012-06-19,41
2012-06-20,35
2012-06-21,65
2012-06-22,30
2012-06-23,7
2012-06-24,0
2012-06-25,23
2012-06-26,41
2012-06-27,6
2012-06-28,36
2012-06-29,44
2012-06-30,22
2012-07-01,7
2012-07-02,18
2012-07-03,29
2012-07-04,0
2012-07-05,12
2012-07-06,18
2012-07-07,7
2012-07-08,0
2012-07-09,24
2012-07-10,6
2012-07-11,18
2012-07-12,30
2012-07-13,12
2012-07-14,7
2012-07-15,0
2012-07-16,23
2012-07-17,29
2012-07-18,41
2012-07-19,36
2012-07-20,69
2012-07-21,15
2012-07-22,8
2012-07-23,48
2012-07-24,18
2012-07-25,24
2012-07-26,24
2012-07-27,19
2012-07-28,22
2012-07-29,15
2012-07-30,6
2012-07-31,24
2012-08-01,24
2012-08-02,12
2012-08-03,19
2012-08-04,7
2012-08-05,7
2012-08-06,29
2012-08-07,30
2012-08-08,30
2012-08-09,24
2012-08-10,44
2012-08-11,22
2012-08-12,7
2012-08-13,24
2012-08-14,18
2012-08-15,25
2012-08-16,36
2012-08-17,25
2012-08-18,15
2012-08-19,8
2012-08-20,12
2012-08-21,24
2012-08-22,24
2012-08-23,36
2012-08-24,37
2012-08-25,7
2012-08-26,0
2012-08-27,23
2012-08-28,11
2012-08-29,46
2012-08-30,12
2012-08-31,42
2012-09-01,35
2012-09-02,0
2012-09-03,6
2012-09-04,34
2012-09-05,6
2012-09-06,41
2012-09-07,6
2012-09-08,0
2012-09-09,0
2012-09-10,22
2012-09-11,17
2012-09-12,6
2012-09-13,17
2012-09-14,30
2012-09-15,21
2012-09-16,14
2012-09-17,17
2012-09-18,33
2012-09-19,11
2012-09-20,34
2012-09-21,24
2012-09-22,27
2012-09-23,0
2012-09-24,11
2012-09-25,28
2012-09-26,11
2012-09-27,34
2012-09-28,0
2012-09-29,14
2012-09-30,0
2012-10-01,33
2012-10-02,44
2012-10-03,11
2012-10-04,50
2012-10-05,51
2012-10-06,20
2012-10-07,0
2012-10-08,22
2012-10-09,11
2012-10-10,11
2012-10-11,0
2012-10-12,17
2012-10-13,26
2012-10-14,6
2012-10-15,27
2012-10-16,32
2012-10-17,32
2012-10-18,85
2012-10-19,62
2012-10-20,20
2012-10-21,6
2012-10-22,5
2012-10-23,48
2012-10-24,38
2012-10-25,76
2012-10-26,57
2012-10-27,33
2012-10-28,0
2012-10-29,31
2012-10-30,21
2012-10-31,44
2012-11-01,51
2012-11-02,46
2012-11-03,38
2012-11-04,0
2012-11-05,21
2012-11-06,36
2012-11-07,36
2012-11-08,21
2012-11-09,28
2012-11-10,26
2012-11-11,0
2012-11-12,16
2012-11-13,27
2012-11-14,32
2012-11-15,38
2012-11-16,44
2012-11-17,12
2012-11-18,6
2012-11-19,31
2012-11-20,42
2012-11-21,53
2012-11-22,17
2012-11-23,22
2012-11-24,31
2012-11-25,6
2012-11-26,20
2012-11-27,31
2012-11-28,36
2012-11-29,36
2012-11-30,27
2012-12-01,19
2012-12-02,12
2012-12-03,62
2012-12-04,31
2012-12-05,26
2012-12-06,32
2012-12-07,16
2012-12-08,19
2012-12-09,18
2012-12-10,10
2012-12-11,31
2012-12-12,31
2012-12-13,16
2012-12-14,49
2012-12-15,6
2012-12-16,6
2012-12-17,21
2012-12-18,21
2012-12-19,21
2012-12-20,33
2012-12-21,29
2012-12-22,19
2012-12-23,7
2012-12-24,7
2012-12-25,0
2012-12-26,12
2012-12-27,33
2012-12-28,46
2012-12-29,13
2012-12-30,6
2012-12-31,25
2013-01-01,7
2013-01-02,32
2013-01-03,31
2013-01-04,27
2013-01-05,24
2013-01-06,6
2013-01-07,41
2013-01-08,35
2013-01-09,40
2013-01-10,30
2013-01-11,68
2013-01-12,6
2013-01-13,12
2013-01-14,25
2013-01-15,43
2013-01-16,69
2013-01-17,30
2013-01-18,26
2013-01-19,0
2013-01-20,11
2013-01-21,10
2013-01-22,54
2013-01-23,54
2013-01-24,100
2013-01-25,76
2013-01-26,12
2013-01-27,17
2013-01-28,44
2013-01-29,24
2013-01-30,58
2013-01-31,20
2013-02-01,46
2013-02-02,6
2013-02-03,11
2013-02-04,73
2013-02-05,39
2013-02-06,19
2013-02-07,64
2013-02-08,26
2013-02-09,18
2013-02-10,24
2013-02-11,45
2013-02-12,40
2013-02-13,25
2013-02-14,15
2013-02-15,26
2013-02-16,17
2013-02-17,6
2013-02-18,19
2013-02-19,29
