date,MSFT stock
2015-12-26,0
2015-12-27,8
2015-12-28,10
2015-12-29,21
2015-12-30,20
2015-12-31,22
2016-01-01,4
2016-01-02,12
2016-01-03,2
2016-01-04,40
2016-01-05,28
2016-01-06,33
2016-01-07,43
2016-01-08,42
2016-01-09,6
2016-01-10,9
2016-01-11,32
2016-01-12,16
2016-01-13,36
2016-01-14,26
2016-01-15,33
2016-01-16,21
2016-01-17,4
2016-01-18,2
2016-01-19,32
2016-01-20,31
2016-01-21,43
2016-01-22,29
2016-01-23,9
2016-01-24,0
2016-01-25,31
2016-01-26,31
2016-01-27,35
2016-01-28,77
2016-01-29,79
2016-01-30,15
2016-01-31,9
2016-02-01,21
2016-02-02,22
2016-02-03,35
2016-02-04,26
2016-02-05,29
2016-02-06,13
2016-02-07,4
2016-02-08,23
2016-02-09,40
2016-02-10,24
2016-02-11,29
2016-02-12,42
2016-02-13,7
2016-02-14,9
2016-02-15,11
2016-02-16,19
2016-02-17,30
2016-02-18,32
2016-02-19,15
2016-02-20,2
2016-02-21,2
2016-02-22,19
2016-02-23,11
2016-02-24,16
2016-02-25,10
2016-02-26,27
2016-02-27,4
2016-02-28,4
2016-02-29,28
2016-03-01,21
2016-03-02,23
2016-03-03,24
2016-03-04,30
2016-03-05,11
2016-03-06,5
2016-03-07,22
2016-03-08,20
2016-03-09,27
2016-03-10,23
2016-03-11,25
2016-03-12,9
2016-03-13,4
2016-03-14,14
2016-03-15,22
2016-03-16,14
2016-03-17,50
2016-03-18,24
2016-03-19,2
2016-03-20,2
2016-03-21,32
2016-03-22,20
2016-03-23,20
2016-03-24,21
2016-03-25,4
2016-03-26,4
2016-03-27,8
2016-03-28,17
2016-03-29,24
2016-03-30,34
2016-03-31,21
2016-04-01,27
2016-04-02,9
2016-04-03,2
2016-04-04,28
2016-04-05,24
2016-04-06,23
2016-04-07,13
2016-04-08,37
2016-04-09,4
2016-04-10,4
2016-04-11,22
2016-04-12,23
2016-04-13,29
2016-04-14,16
2016-04-15,30
2016-04-16,2
2016-04-17,2
2016-04-18,22
2016-04-19,32
2016-04-20,21
2016-04-21,52
2016-04-22,83
2016-04-23,13
2016-04-24,2
2016-04-25,31
2016-04-26,20
2016-04-27,54
2016-04-28,36
2016-04-29,24
2016-04-30,15
2016-05-01,6
2016-05-02,24
2016-05-03,33
2016-05-04,24
2016-05-05,25
2016-05-06,7
2016-05-07,10
2016-05-08,4
2016-05-09,21
2016-05-10,30
2016-05-11,21
2016-05-12,29
2016-05-13,23
2016-05-14,13
2016-05-15,5
2016-05-16,25
2016-05-17,19
2016-05-18,25
2016-05-19,22
2016-05-20,23
2016-05-21,4
2016-05-22,4
2016-05-23,29
2016-05-24,22
2016-05-25,44
2016-05-26,28
2016-05-27,29
2016-05-28,2
2016-05-29,6
2016-05-30,5
2016-05-31,11
2016-06-01,29
2016-06-02,21
2016-06-03,32
2016-06-04,2
2016-06-05,2
2016-06-06,18
2016-06-07,23
2016-06-08,23
2016-06-09,20
2016-06-10,34
2016-06-11,4
2016-06-12,4
2016-06-13,80
2016-06-14,56
2016-06-15,26
2016-06-16,24
2016-06-17,20
2016-06-18,15
2016-06-19,2
2016-06-20,24
2016-06-21,28
2016-06-22,21
2016-06-23,40
2016-06-24,57
2016-06-25,8
2016-06-26,2
2016-06-27,35
2016-06-28,38
2016-06-29,28
2016-06-30,33
2016-07-01,23
2016-07-02,12
2016-07-03,4
2016-07-04,3
2016-07-05,23
2016-07-06,26
2016-07-07,14
2016-07-08,36
2016-07-09,12
2016-07-10,2
2016-07-11,28
2016-07-12,17
2016-07-13,28
2016-07-14,33
2016-07-15,26
2016-07-16,14
2016-07-17,4
2016-07-18,29
2016-07-19,74
2016-07-20,100
2016-07-21,55
2016-07-22,43
2016-07-23,22
2016-07-24,6
2016-07-25,22
2016-07-26,45
2016-07-27,41
2016-07-28,31
2016-07-29,43
2016-07-30,6
2016-07-31,8
2016-08-01,19
2016-08-02,27
2016-08-03,27
2016-08-04,19
2016-08-05,35
2016-08-06,8
2016-08-07,10
2016-08-08,18
2016-08-09,28
2016-08-10,21
2016-08-11,34
2016-08-12,17
2016-08-13,10
2016-08-14,2
2016-08-15,15
2016-08-16,24
2016-08-17,25
2016-08-18,13
2016-08-19,9
2016-08-20,8
2016-08-21,4
2016-08-22,18
2016-08-23,23
2016-08-24,14
2016-08-25,27
2016-08-26,21
2016-08-27,6
2016-08-28,6
2016-08-29,8
2016-08-30,30
2016-08-31,15
2016-09-01,27
2016-09-02,19
2016-09-03,6
2016-09-04,4
2016-09-05,12
2016-09-06,28
2016-09-07,13
2016-09-08,28
2016-09-09,21
2016-09-10,10
2016-09-11,2
