date,MSFT stock
2018-02-13,51
2018-02-14,42
2018-02-15,65
2018-02-16,59
2018-02-17,20
2018-02-18,12
2018-02-19,14
2018-02-20,50
2018-02-21,54
2018-02-22,46
2018-02-23,45
2018-02-24,16
2018-02-25,11
2018-02-26,47
2018-02-27,56
2018-02-28,52
2018-03-01,39
2018-03-02,54
2018-03-03,21
2018-03-04,8
2018-03-05,37
2018-03-06,45
2018-03-07,46
2018-03-08,48
2018-03-09,53
2018-03-10,15
2018-03-11,7
2018-03-12,43
2018-03-13,52
2018-03-14,36
2018-03-15,40
2018-03-16,34
2018-03-17,14
2018-03-18,11
2018-03-19,37
2018-03-20,57
2018-03-21,45
2018-03-22,54
2018-03-23,48
2018-03-24,17
2018-03-25,11
2018-03-26,100
2018-03-27,93
2018-03-28,85
2018-03-29,68
2018-03-30,39
2018-03-31,12
2018-04-01,7
2018-04-02,61
2018-04-03,71
2018-04-04,68
2018-04-05,64
2018-04-06,55
2018-04-07,11
2018-04-08,12
2018-04-09,54
