date,MSFT stock
2013-02-19,18
2013-02-20,11
2013-02-21,9
2013-02-22,28
2013-02-23,4
2013-02-24,4
2013-02-25,12
2013-02-26,5
2013-02-27,16
2013-02-28,7
2013-03-01,7
2013-03-02,6
2013-03-03,0
2013-03-04,11
2013-03-05,23
2013-03-06,14
2013-03-07,13
2013-03-08,13
2013-03-09,6
2013-03-10,6
2013-03-11,9
2013-03-12,9
2013-03-13,12
2013-03-14,5
2013-03-15,9
2013-03-16,6
2013-03-17,10
2013-03-18,10
2013-03-19,3
2013-03-20,12
2013-03-21,9
2013-03-22,11
2013-03-23,6
2013-03-24,2
2013-03-25,7
2013-03-26,5
2013-03-27,4
2013-03-28,9
2013-03-29,4
2013-03-30,0
2013-03-31,4
2013-04-01,9
2013-04-02,12
2013-04-03,9
2013-04-04,5
2013-04-05,4
2013-04-06,6
2013-04-07,2
2013-04-08,7
2013-04-09,15
2013-04-10,19
2013-04-11,34
2013-04-12,29
2013-04-13,4
2013-04-14,11
2013-04-15,30
2013-04-16,19
2013-04-17,16
2013-04-18,21
2013-04-19,31
2013-04-20,8
2013-04-21,8
2013-04-22,28
2013-04-23,26
2013-04-24,20
2013-04-25,31
2013-04-26,15
2013-04-27,10
2013-04-28,6
2013-04-29,19
2013-04-30,20
2013-05-01,25
2013-05-02,14
2013-05-03,25
2013-05-04,8
2013-05-05,4
2013-05-06,14
2013-05-07,14
2013-05-08,28
2013-05-09,14
2013-05-10,22
2013-05-11,2
2013-05-12,2
2013-05-13,16
2013-05-14,10
2013-05-15,26
2013-05-16,17
2013-05-17,31
2013-05-18,15
2013-05-19,6
2013-05-20,19
2013-05-21,65
2013-05-22,36
2013-05-23,37
2013-05-24,27
2013-05-25,15
2013-05-26,15
2013-05-27,5
2013-05-28,17
2013-05-29,31
2013-05-30,30
2013-05-31,22
2013-06-01,8
2013-06-02,2
2013-06-03,21
2013-06-04,16
2013-06-05,23
2013-06-06,4
2013-06-07,29
2013-06-08,19
2013-06-09,8
2013-06-10,14
2013-06-11,41
2013-06-12,31
2013-06-13,26
2013-06-14,18
2013-06-15,11
2013-06-16,4
2013-06-17,19
2013-06-18,17
2013-06-19,14
2013-06-20,25
2013-06-21,9
2013-06-22,11
2013-06-23,2
2013-06-24,24
2013-06-25,12
2013-06-26,25
2013-06-27,12
2013-06-28,32
2013-06-29,9
2013-06-30,0
2013-07-01,14
2013-07-02,19
2013-07-03,7
2013-07-04,9
2013-07-05,10
2013-07-06,11
2013-07-07,4
2013-07-08,7
2013-07-09,12
2013-07-10,11
2013-07-11,40
2013-07-12,30
2013-07-13,13
2013-07-14,6
2013-07-15,16
2013-07-16,23
2013-07-17,18
2013-07-18,20
2013-07-19,64
2013-07-20,24
2013-07-21,26
2013-07-22,19
2013-07-23,33
2013-07-24,29
2013-07-25,20
2013-07-26,24
2013-07-27,13
2013-07-28,6
2013-07-29,17
2013-07-30,23
2013-07-31,23
2013-08-01,16
2013-08-02,13
2013-08-03,13
2013-08-04,11
2013-08-05,25
2013-08-06,11
2013-08-07,18
2013-08-08,18
2013-08-09,36
2013-08-10,13
2013-08-11,7
2013-08-12,14
2013-08-13,23
2013-08-14,22
2013-08-15,17
2013-08-16,22
2013-08-17,4
2013-08-18,6
2013-08-19,11
2013-08-20,26
2013-08-21,14
2013-08-22,16
2013-08-23,100
2013-08-24,34
2013-08-25,17
2013-08-26,34
2013-08-27,24
2013-08-28,26
2013-08-29,21
2013-08-30,11
2013-08-31,15
2013-09-01,6
2013-09-02,7
2013-09-03,91
2013-09-04,41
2013-09-05,33
2013-09-06,16
2013-09-07,10
2013-09-08,8
2013-09-09,25
2013-09-10,29
2013-09-11,23
2013-09-12,18
2013-09-13,16
2013-09-14,2
2013-09-15,10
2013-09-16,15
2013-09-17,31
2013-09-18,24
2013-09-19,23
2013-09-20,18
2013-09-21,16
2013-09-22,10
2013-09-23,25
2013-09-24,25
2013-09-25,24
2013-09-26,15
2013-09-27,18
2013-09-28,8
2013-09-29,6
2013-09-30,23
2013-10-01,20
2013-10-02,3
2013-10-03,30
2013-10-04,12
2013-10-05,24
2013-10-06,6
2013-10-07,10
2013-10-08,21
2013-10-09,22
2013-10-10,31
2013-10-11,19
2013-10-12,12
2013-10-13,8
2013-10-14,19
2013-10-15,33
2013-10-16,23
2013-10-17,24
2013-10-18,23
2013-10-19,18
2013-10-20,6
2013-10-21,34
2013-10-22,28
2013-10-23,29
2013-10-24,36
2013-10-25,57
2013-10-26,16
2013-10-27,4
2013-10-28,26
2013-10-29,21
2013-10-30,21
2013-10-31,20
2013-11-01,14
2013-11-02,6
2013-11-03,4
2013-11-04,10
2013-11-05,15
2013-11-06,54
