date,MSFT stock
2014-03-16,11
2014-03-17,12
2014-03-18,71
2014-03-19,25
2014-03-20,47
2014-03-21,52
2014-03-22,18
2014-03-23,4
2014-03-24,21
2014-03-25,21
2014-03-26,37
2014-03-27,59
2014-03-28,58
2014-03-29,7
2014-03-30,14
2014-03-31,37
2014-04-01,40
2014-04-02,53
2014-04-03,40
2014-04-04,55
2014-04-05,11
2014-04-06,7
2014-04-07,57
2014-04-08,49
2014-04-09,37
2014-04-10,41
2014-04-11,13
2014-04-12,4
2014-04-13,4
2014-04-14,22
2014-04-15,56
2014-04-16,38
2014-04-17,23
2014-04-18,18
2014-04-19,8
2014-04-20,12
2014-04-21,24
2014-04-22,46
2014-04-23,31
2014-04-24,50
2014-04-25,62
2014-04-26,7
2014-04-27,7
2014-04-28,46
2014-04-29,42
2014-04-30,40
2014-05-01,52
2014-05-02,43
2014-05-03,15
2014-05-04,18
2014-05-05,37
2014-05-06,24
2014-05-07,34
2014-05-08,31
2014-05-09,49
2014-05-10,11
2014-05-11,15
2014-05-12,54
2014-05-13,40
2014-05-14,40
2014-05-15,31
2014-05-16,25
2014-05-17,11
2014-05-18,26
2014-05-19,21
2014-05-20,37
2014-05-21,37
2014-05-22,34
2014-05-23,50
2014-05-24,17
2014-05-25,17
2014-05-26,17
2014-05-27,47
2014-05-28,37
2014-05-29,41
2014-05-30,50
2014-05-31,41
2014-06-01,25
2014-06-02,14
2014-06-03,30
2014-06-04,33
2014-06-05,27
2014-06-06,36
2014-06-07,17
2014-06-08,17
2014-06-09,38
2014-06-10,38
2014-06-11,27
2014-06-12,31
2014-06-13,43
2014-06-14,13
2014-06-15,21
2014-06-16,34
2014-06-17,51
2014-06-18,28
2014-06-19,32
2014-06-20,11
2014-06-21,9
2014-06-22,13
2014-06-23,31
2014-06-24,31
2014-06-25,44
2014-06-26,31
2014-06-27,18
2014-06-28,8
2014-06-29,17
2014-06-30,49
2014-07-01,28
2014-07-02,31
2014-07-03,32
2014-07-04,8
2014-07-05,17
2014-07-06,0
2014-07-07,24
2014-07-08,24
2014-07-09,24
2014-07-10,10
2014-07-11,22
2014-07-12,8
2014-07-13,8
2014-07-14,31
2014-07-15,31
2014-07-16,50
2014-07-17,81
2014-07-18,44
2014-07-19,21
2014-07-20,4
2014-07-21,38
2014-07-22,90
2014-07-23,79
2014-07-24,60
2014-07-25,48
2014-07-26,21
2014-07-27,0
2014-07-28,25
2014-07-29,35
2014-07-30,31
2014-07-31,35
2014-08-01,40
2014-08-02,34
2014-08-03,4
2014-08-04,17
2014-08-05,38
2014-08-06,46
2014-08-07,35
2014-08-08,48
2014-08-09,4
2014-08-10,4
2014-08-11,21
2014-08-12,41
2014-08-13,24
2014-08-14,56
2014-08-15,19
2014-08-16,8
2014-08-17,12
2014-08-18,17
2014-08-19,27
2014-08-20,38
2014-08-21,27
2014-08-22,28
2014-08-23,4
2014-08-24,16
2014-08-25,41
2014-08-26,33
2014-08-27,23
2014-08-28,21
2014-08-29,18
2014-08-30,16
2014-08-31,12
2014-09-01,13
2014-09-02,26
2014-09-03,43
2014-09-04,20
2014-09-05,52
2014-09-06,16
2014-09-07,16
2014-09-08,43
2014-09-09,58
2014-09-10,42
2014-09-11,39
2014-09-12,17
2014-09-13,4
2014-09-14,16
2014-09-15,46
2014-09-16,39
2014-09-17,33
2014-09-18,40
2014-09-19,78
2014-09-20,27
2014-09-21,4
2014-09-22,32
2014-09-23,42
2014-09-24,49
2014-09-25,52
2014-09-26,34
2014-09-27,16
2014-09-28,15
2014-09-29,23
2014-09-30,35
2014-10-01,39
2014-10-02,16
2014-10-03,45
2014-10-04,16
2014-10-05,8
2014-10-06,32
2014-10-07,32
2014-10-08,45
2014-10-09,26
2014-10-10,47
2014-10-11,8
2014-10-12,4
2014-10-13,26
2014-10-14,22
2014-10-15,42
2014-10-16,19
2014-10-17,37
2014-10-18,8
2014-10-19,11
2014-10-20,35
2014-10-21,53
2014-10-22,38
2014-10-23,62
2014-10-24,100
2014-10-25,31
2014-10-26,7
2014-10-27,28
2014-10-28,43
2014-10-29,45
2014-10-30,39
2014-10-31,58
2014-11-01,12
2014-11-02,11
2014-11-03,22
2014-11-04,37
2014-11-05,37
2014-11-06,47
2014-11-07,36
2014-11-08,11
2014-11-09,18
2014-11-10,41
2014-11-11,38
2014-11-12,40
2014-11-13,68
2014-11-14,65
2014-11-15,26
2014-11-16,7
2014-11-17,34
2014-11-18,44
2014-11-19,45
2014-11-20,45
2014-11-21,36
2014-11-22,22
2014-11-23,7
2014-11-24,28
2014-11-25,55
2014-11-26,34
2014-11-27,13
2014-11-28,7
2014-11-29,0
2014-11-30,4
2014-12-01,43
