date,MSFT stock
2010-08-24,23
2010-08-25,35
2010-08-26,24
2010-08-27,12
2010-08-28,45
2010-08-29,15
2010-08-30,11
2010-08-31,22
2010-09-01,45
2010-09-02,58
2010-09-03,36
2010-09-04,15
2010-09-05,30
2010-09-06,0
2010-09-07,22
2010-09-08,23
2010-09-09,46
2010-09-10,12
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,33
2010-09-15,22
2010-09-16,45
2010-09-17,59
2010-09-18,0
2010-09-19,0
2010-09-20,45
2010-09-21,22
2010-09-22,45
2010-09-23,33
2010-09-24,35
2010-09-25,14
2010-09-26,13
2010-09-27,11
2010-09-28,75
2010-09-29,43
2010-09-30,33
2010-10-01,58
2010-10-02,0
2010-10-03,27
2010-10-04,11
2010-10-05,33
2010-10-06,11
2010-10-07,46
2010-10-08,70
2010-10-09,14
2010-10-10,0
2010-10-11,11
2010-10-12,44
2010-10-13,43
2010-10-14,11
2010-10-15,34
2010-10-16,14
2010-10-17,0
2010-10-18,32
2010-10-19,53
2010-10-20,21
2010-10-21,44
2010-10-22,34
2010-10-23,13
2010-10-24,0
2010-10-25,42
2010-10-26,42
2010-10-27,32
2010-10-28,86
2010-10-29,68
2010-10-30,14
2010-10-31,0
2010-11-01,44
2010-11-02,21
2010-11-03,62
2010-11-04,31
2010-11-05,44
2010-11-06,13
2010-11-07,13
2010-11-08,20
2010-11-09,73
2010-11-10,63
2010-11-11,11
2010-11-12,22
2010-11-13,13
2010-11-14,13
2010-11-15,32
2010-11-16,42
2010-11-17,21
2010-11-18,21
2010-11-19,11
2010-11-20,13
2010-11-21,13
2010-11-22,82
2010-11-23,0
2010-11-24,32
2010-11-25,11
2010-11-26,11
2010-11-27,40
2010-11-28,13
2010-11-29,10
2010-11-30,81
2010-12-01,10
2010-12-02,41
2010-12-03,33
2010-12-04,0
2010-12-05,0
2010-12-06,31
2010-12-07,21
2010-12-08,53
2010-12-09,64
2010-12-10,22
2010-12-11,13
2010-12-12,13
2010-12-13,41
2010-12-14,31
2010-12-15,74
2010-12-16,21
2010-12-17,79
2010-12-18,54
2010-12-19,53
2010-12-20,43
2010-12-21,43
2010-12-22,55
2010-12-23,24
2010-12-24,0
2010-12-25,33
2010-12-26,29
2010-12-27,23
2010-12-28,35
2010-12-29,34
2010-12-30,35
2010-12-31,28
2011-01-01,0
2011-01-02,0
2011-01-03,75
2011-01-04,41
2011-01-05,31
2011-01-06,63
2011-01-07,32
2011-01-08,38
2011-01-09,0
2011-01-10,20
2011-01-11,39
2011-01-12,49
2011-01-13,60
2011-01-14,21
2011-01-15,24
2011-01-16,12
2011-01-17,20
2011-01-18,59
2011-01-19,39
2011-01-20,39
2011-01-21,50
2011-01-22,24
2011-01-23,0
2011-01-24,19
2011-01-25,38
2011-01-26,20
2011-01-27,98
2011-01-28,62
2011-01-29,0
2011-01-30,0
2011-01-31,27
2011-02-01,46
2011-02-02,38
2011-02-03,10
2011-02-04,10
2011-02-05,23
2011-02-06,0
2011-02-07,47
2011-02-08,38
2011-02-09,19
2011-02-10,10
2011-02-11,41
2011-02-12,24
2011-02-13,47
2011-02-14,57
2011-02-15,37
2011-02-16,28
2011-02-17,77
2011-02-18,10
2011-02-19,12
2011-02-20,12
2011-02-21,19
2011-02-22,19
2011-02-23,38
2011-02-24,39
2011-02-25,10
2011-02-26,12
2011-02-27,12
2011-02-28,37
2011-03-01,19
2011-03-02,38
2011-03-03,48
2011-03-04,50
2011-03-05,0
2011-03-06,35
2011-03-07,48
2011-03-08,39
2011-03-09,28
2011-03-10,9
2011-03-11,19
2011-03-12,0
2011-03-13,24
2011-03-14,20
2011-03-15,57
2011-03-16,37
2011-03-17,19
2011-03-18,40
2011-03-19,12
2011-03-20,0
2011-03-21,28
2011-03-22,9
2011-03-23,37
2011-03-24,39
2011-03-25,30
2011-03-26,0
2011-03-27,12
2011-03-28,37
2011-03-29,37
2011-03-30,38
2011-03-31,29
2011-04-01,20
2011-04-02,24
2011-04-03,24
2011-04-04,9
2011-04-05,47
2011-04-06,10
2011-04-07,10
2011-04-08,10
2011-04-09,0
2011-04-10,0
2011-04-11,46
2011-04-12,37
2011-04-13,38
2011-04-14,29
2011-04-15,30
2011-04-16,12
2011-04-17,0
2011-04-18,19
2011-04-19,19
2011-04-20,20
2011-04-21,0
2011-04-22,0
2011-04-23,13
2011-04-24,13
2011-04-25,62
2011-04-26,28
2011-04-27,28
2011-04-28,38
2011-04-29,100
2011-04-30,0
2011-05-01,12
2011-05-02,19
2011-05-03,37
2011-05-04,28
2011-05-05,48
2011-05-06,10
2011-05-07,0
2011-05-08,12
2011-05-09,9
2011-05-10,93
2011-05-11,56
