date,MSFT stock
2011-05-11,46
2011-05-12,57
2011-05-13,55
2011-05-14,26
2011-05-15,13
2011-05-16,45
2011-05-17,41
2011-05-18,62
2011-05-19,58
2011-05-20,27
2011-05-21,13
2011-05-22,0
2011-05-23,25
2011-05-24,21
2011-05-25,36
2011-05-26,41
2011-05-27,49
2011-05-28,0
2011-05-29,20
2011-05-30,11
2011-05-31,46
2011-06-01,47
2011-06-02,60
2011-06-03,50
2011-06-04,14
2011-06-05,20
2011-06-06,31
2011-06-07,25
2011-06-08,26
2011-06-09,16
2011-06-10,27
2011-06-11,0
2011-06-12,26
2011-06-13,42
2011-06-14,45
2011-06-15,31
2011-06-16,26
2011-06-17,44
2011-06-18,13
2011-06-19,0
2011-06-20,25
2011-06-21,36
2011-06-22,15
2011-06-23,38
2011-06-24,39
2011-06-25,13
2011-06-26,13
2011-06-27,36
2011-06-28,15
2011-06-29,47
2011-06-30,26
2011-07-01,22
2011-07-02,27
2011-07-03,20
2011-07-04,0
2011-07-05,53
2011-07-06,36
2011-07-07,47
2011-07-08,66
2011-07-09,14
2011-07-10,14
2011-07-11,10
2011-07-12,41
2011-07-13,53
2011-07-14,43
2011-07-15,11
2011-07-16,0
2011-07-17,27
2011-07-18,41
2011-07-19,15
2011-07-20,37
2011-07-21,69
2011-07-22,55
2011-07-23,32
2011-07-24,0
2011-07-25,26
2011-07-26,31
2011-07-27,52
2011-07-28,31
2011-07-29,33
2011-07-30,20
2011-07-31,13
2011-08-01,63
2011-08-02,21
2011-08-03,16
2011-08-04,47
2011-08-05,54
2011-08-06,26
2011-08-07,26
2011-08-08,100
2011-08-09,100
2011-08-10,61
2011-08-11,41
2011-08-12,38
2011-08-13,26
2011-08-14,0
2011-08-15,43
2011-08-16,21
2011-08-17,26
2011-08-18,56
2011-08-19,32
2011-08-20,19
2011-08-21,13
2011-08-22,15
2011-08-23,29
2011-08-24,25
2011-08-25,30
2011-08-26,21
2011-08-27,12
2011-08-28,0
2011-08-29,20
2011-08-30,49
2011-08-31,45
2011-09-01,25
2011-09-02,21
2011-09-03,12
2011-09-04,0
2011-09-05,10
2011-09-06,29
2011-09-07,19
2011-09-08,10
2011-09-09,20
2011-09-10,36
2011-09-11,12
2011-09-12,24
2011-09-13,23
2011-09-14,38
2011-09-15,34
2011-09-16,15
2011-09-17,18
2011-09-18,11
2011-09-19,28
2011-09-20,60
2011-09-21,61
2011-09-22,33
2011-09-23,30
2011-09-24,18
2011-09-25,11
2011-09-26,47
2011-09-27,46
2011-09-28,42
2011-09-29,24
2011-09-30,40
2011-10-01,12
2011-10-02,23
2011-10-03,43
2011-10-04,18
2011-10-05,37
2011-10-06,47
2011-10-07,29
2011-10-08,23
2011-10-09,0
2011-10-10,28
2011-10-11,22
2011-10-12,41
2011-10-13,42
2011-10-14,29
2011-10-15,17
2011-10-16,17
2011-10-17,32
2011-10-18,14
2011-10-19,50
2011-10-20,51
2011-10-21,30
2011-10-22,17
2011-10-23,0
2011-10-24,18
2011-10-25,41
2011-10-26,32
2011-10-27,42
2011-10-28,20
2011-10-29,12
2011-10-30,11
2011-10-31,76
2011-11-01,14
2011-11-02,32
2011-11-03,32
2011-11-04,9
2011-11-05,11
2011-11-06,11
2011-11-07,14
2011-11-08,27
2011-11-09,46
2011-11-10,14
2011-11-11,15
2011-11-12,17
2011-11-13,11
2011-11-14,18
2011-11-15,23
2011-11-16,36
2011-11-17,36
2011-11-18,14
2011-11-19,33
2011-11-20,11
2011-11-21,22
2011-11-22,27
2011-11-23,27
2011-11-24,19
2011-11-25,20
2011-11-26,17
2011-11-27,11
2011-11-28,22
2011-11-29,27
2011-11-30,35
2011-12-01,27
2011-12-02,28
2011-12-03,11
2011-12-04,11
2011-12-05,27
2011-12-06,31
2011-12-07,22
2011-12-08,41
2011-12-09,24
2011-12-10,38
2011-12-11,11
2011-12-12,26
2011-12-13,26
2011-12-14,22
2011-12-15,23
2011-12-16,19
2011-12-17,22
2011-12-18,0
2011-12-19,23
2011-12-20,14
2011-12-21,14
2011-12-22,29
2011-12-23,10
2011-12-24,12
2011-12-25,13
2011-12-26,0
2011-12-27,14
2011-12-28,9
2011-12-29,10
2011-12-30,10
2011-12-31,0
2012-01-01,12
2012-01-02,14
2012-01-03,18
2012-01-04,40
2012-01-05,36
2012-01-06,28
2012-01-07,16
2012-01-08,20
2012-01-09,30
2012-01-10,47
2012-01-11,47
2012-01-12,22
2012-01-13,18
2012-01-14,0
2012-01-15,25
2012-01-16,30
2012-01-17,33
2012-01-18,42
2012-01-19,68
2012-01-20,53
2012-01-21,20
2012-01-22,20
2012-01-23,17
2012-01-24,50
2012-01-25,29
2012-01-26,13
