date,MSFT stock
2015-04-10,14
2015-04-11,8
2015-04-12,12
2015-04-13,14
2015-04-14,22
2015-04-15,24
2015-04-16,31
2015-04-17,25
2015-04-18,4
2015-04-19,6
2015-04-20,24
2015-04-21,24
2015-04-22,31
2015-04-23,37
2015-04-24,88
2015-04-25,26
2015-04-26,16
2015-04-27,32
2015-04-28,33
2015-04-29,48
2015-04-30,56
2015-05-01,54
2015-05-02,8
2015-05-03,14
2015-05-04,36
2015-05-05,27
2015-05-06,32
2015-05-07,31
2015-05-08,22
2015-05-09,14
2015-05-10,6
2015-05-11,24
2015-05-12,27
2015-05-13,24
2015-05-14,28
2015-05-15,21
2015-05-16,10
2015-05-17,6
2015-05-18,35
2015-05-19,12
2015-05-20,8
2015-05-21,10
2015-05-22,27
2015-05-23,6
2015-05-24,2
2015-05-25,2
2015-05-26,20
2015-05-27,18
2015-05-28,17
2015-05-29,18
2015-05-30,10
2015-05-31,0
2015-06-01,15
2015-06-02,24
2015-06-03,15
2015-06-04,19
2015-06-05,14
2015-06-06,2
2015-06-07,8
2015-06-08,18
2015-06-09,13
2015-06-10,22
2015-06-11,26
2015-06-12,13
2015-06-13,6
2015-06-14,6
2015-06-15,22
2015-06-16,10
2015-06-17,15
2015-06-18,19
2015-06-19,20
2015-06-20,10
2015-06-21,2
2015-06-22,10
2015-06-23,24
2015-06-24,22
2015-06-25,9
2015-06-26,16
2015-06-27,4
2015-06-28,4
2015-06-29,24
2015-06-30,24
2015-07-01,16
2015-07-02,5
2015-07-03,7
2015-07-04,4
2015-07-05,4
2015-07-06,14
2015-07-07,17
2015-07-08,42
2015-07-09,29
2015-07-10,21
2015-07-11,10
2015-07-12,6
2015-07-13,24
2015-07-14,25
2015-07-15,15
2015-07-16,28
2015-07-17,35
2015-07-18,7
2015-07-19,9
2015-07-20,32
2015-07-21,34
2015-07-22,78
2015-07-23,40
2015-07-24,23
2015-07-25,8
2015-07-26,4
2015-07-27,17
2015-07-28,18
2015-07-29,32
2015-07-30,41
2015-07-31,27
2015-08-01,8
2015-08-02,10
2015-08-03,15
2015-08-04,27
2015-08-05,15
2015-08-06,14
2015-08-07,11
2015-08-08,16
2015-08-09,4
2015-08-10,14
2015-08-11,41
2015-08-12,26
2015-08-13,26
2015-08-14,25
2015-08-15,12
2015-08-16,6
2015-08-17,19
2015-08-18,13
2015-08-19,7
2015-08-20,10
2015-08-21,45
2015-08-22,14
2015-08-23,6
2015-08-24,55
2015-08-25,33
2015-08-26,45
2015-08-27,27
2015-08-28,16
2015-08-29,14
2015-08-30,4
2015-08-31,23
2015-09-01,19
2015-09-02,23
2015-09-03,35
2015-09-04,22
2015-09-05,8
2015-09-06,6
2015-09-07,2
2015-09-08,26
2015-09-09,21
2015-09-10,20
2015-09-11,15
2015-09-12,4
2015-09-13,4
2015-09-14,11
2015-09-15,19
2015-09-16,6
2015-09-17,23
2015-09-18,27
2015-09-19,4
2015-09-20,6
2015-09-21,10
2015-09-22,24
2015-09-23,11
2015-09-24,18
2015-09-25,14
2015-09-26,6
2015-09-27,0
2015-09-28,16
2015-09-29,19
2015-09-30,30
2015-10-01,19
2015-10-02,10
2015-10-03,11
2015-10-04,7
2015-10-05,20
2015-10-06,39
2015-10-07,27
2015-10-08,19
2015-10-09,23
2015-10-10,6
2015-10-11,6
2015-10-12,13
2015-10-13,22
2015-10-14,17
2015-10-15,32
2015-10-16,16
2015-10-17,15
2015-10-18,4
2015-10-19,21
2015-10-20,17
2015-10-21,40
2015-10-22,50
2015-10-23,100
2015-10-24,26
2015-10-25,13
2015-10-26,40
2015-10-27,38
2015-10-28,44
2015-10-29,42
2015-10-30,28
2015-10-31,15
2015-11-01,6
2015-11-02,30
2015-11-03,28
2015-11-04,35
2015-11-05,25
2015-11-06,26
2015-11-07,11
2015-11-08,5
2015-11-09,27
2015-11-10,22
2015-11-11,27
2015-11-12,18
2015-11-13,20
2015-11-14,7
2015-11-15,5
2015-11-16,16
2015-11-17,33
2015-11-18,21
2015-11-19,18
2015-11-20,15
2015-11-21,7
2015-11-22,9
2015-11-23,17
2015-11-24,9
2015-11-25,14
2015-11-26,5
2015-11-27,7
2015-11-28,5
2015-11-29,4
2015-11-30,18
2015-12-01,23
2015-12-02,28
2015-12-03,13
2015-12-04,38
2015-12-05,11
2015-12-06,15
2015-12-07,17
2015-12-08,19
2015-12-09,20
2015-12-10,24
2015-12-11,26
2015-12-12,11
2015-12-13,16
2015-12-14,12
2015-12-15,19
2015-12-16,16
2015-12-17,20
2015-12-18,19
2015-12-19,6
2015-12-20,2
2015-12-21,13
2015-12-22,17
2015-12-23,18
2015-12-24,4
2015-12-25,2
2015-12-26,8
