date,MSFT stock
2017-05-29,4
2017-05-30,15
2017-05-31,16
2017-06-01,14
2017-06-02,20
2017-06-03,10
2017-06-04,7
2017-06-05,23
2017-06-06,25
2017-06-07,18
2017-06-08,26
2017-06-09,25
2017-06-10,8
2017-06-11,3
2017-06-12,30
2017-06-13,25
2017-06-14,21
2017-06-15,23
2017-06-16,20
2017-06-17,6
2017-06-18,4
2017-06-19,20
2017-06-20,17
2017-06-21,17
2017-06-22,16
2017-06-23,17
2017-06-24,7
2017-06-25,5
2017-06-26,15
2017-06-27,23
2017-06-28,17
2017-06-29,21
2017-06-30,19
2017-07-01,3
2017-07-02,7
2017-07-03,25
2017-07-04,23
2017-07-05,12
2017-07-06,16
2017-07-07,23
2017-07-08,5
2017-07-09,3
2017-07-10,22
2017-07-11,18
2017-07-12,17
2017-07-13,17
2017-07-14,25
2017-07-15,8
2017-07-16,3
2017-07-17,28
2017-07-18,30
2017-07-19,32
2017-07-20,77
2017-07-21,79
2017-07-22,12
2017-07-23,7
2017-07-24,23
2017-07-25,30
2017-07-26,25
2017-07-27,25
2017-07-28,30
2017-07-29,6
2017-07-30,5
2017-07-31,21
2017-08-01,18
2017-08-02,29
2017-08-03,17
2017-08-04,23
2017-08-05,3
2017-08-06,6
2017-08-07,19
2017-08-08,13
2017-08-09,13
2017-08-10,17
2017-08-11,23
2017-08-12,8
2017-08-13,3
2017-08-14,14
2017-08-15,19
2017-08-16,21
2017-08-17,16
2017-08-18,17
2017-08-19,5
2017-08-20,3
2017-08-21,18
2017-08-22,13
2017-08-23,14
2017-08-24,14
2017-08-25,15
2017-08-26,6
2017-08-27,2
2017-08-28,9
2017-08-29,14
2017-08-30,20
2017-08-31,17
2017-09-01,16
2017-09-02,5
2017-09-03,4
2017-09-04,5
2017-09-05,16
2017-09-06,11
2017-09-07,19
2017-09-08,17
2017-09-09,1
2017-09-10,3
2017-09-11,16
2017-09-12,18
2017-09-13,11
2017-09-14,15
2017-09-15,18
2017-09-16,1
2017-09-17,2
2017-09-18,18
2017-09-19,13
2017-09-20,18
2017-09-21,14
2017-09-22,15
2017-09-23,5
2017-09-24,3
2017-09-25,15
2017-09-26,18
2017-09-27,14
2017-09-28,17
2017-09-29,14
2017-09-30,5
2017-10-01,2
2017-10-02,13
2017-10-03,18
2017-10-04,17
2017-10-05,20
2017-10-06,22
2017-10-07,7
2017-10-08,2
2017-10-09,17
2017-10-10,15
2017-10-11,17
2017-10-12,11
2017-10-13,25
2017-10-14,7
2017-10-15,5
2017-10-16,14
2017-10-17,18
2017-10-18,18
2017-10-19,25
2017-10-20,16
2017-10-21,9
2017-10-22,7
2017-10-23,27
2017-10-24,17
2017-10-25,25
2017-10-26,66
2017-10-27,85
2017-10-28,15
2017-10-29,9
2017-10-30,29
2017-10-31,28
2017-11-01,34
2017-11-02,26
2017-11-03,36
2017-11-04,11
2017-11-05,5
2017-11-06,25
2017-11-07,25
2017-11-08,23
2017-11-09,20
2017-11-10,26
2017-11-11,5
2017-11-12,7
2017-11-13,23
2017-11-14,19
2017-11-15,21
2017-11-16,17
2017-11-17,23
2017-11-18,4
2017-11-19,1
2017-11-20,22
2017-11-21,14
2017-11-22,16
2017-11-23,3
2017-11-24,8
2017-11-25,6
2017-11-26,5
2017-11-27,15
2017-11-28,27
2017-11-29,22
2017-11-30,30
2017-12-01,14
2017-12-02,6
2017-12-03,4
2017-12-04,26
2017-12-05,26
2017-12-06,25
2017-12-07,16
2017-12-08,23
2017-12-09,8
2017-12-10,4
2017-12-11,15
2017-12-12,22
2017-12-13,20
2017-12-14,25
2017-12-15,30
2017-12-16,15
2017-12-17,5
2017-12-18,26
2017-12-19,24
2017-12-20,23
2017-12-21,24
2017-12-22,24
2017-12-23,9
2017-12-24,3
2017-12-25,4
2017-12-26,16
2017-12-27,20
2017-12-28,21
2017-12-29,23
2017-12-30,8
2017-12-31,3
2018-01-01,6
2018-01-02,20
2018-01-03,26
2018-01-04,26
2018-01-05,27
2018-01-06,10
2018-01-07,5
2018-01-08,27
2018-01-09,24
2018-01-10,30
2018-01-11,23
2018-01-12,35
2018-01-13,15
2018-01-14,4
2018-01-15,11
2018-01-16,27
2018-01-17,27
2018-01-18,30
2018-01-19,29
2018-01-20,10
2018-01-21,7
2018-01-22,23
2018-01-23,46
2018-01-24,39
2018-01-25,31
2018-01-26,45
2018-01-27,11
2018-01-28,12
2018-01-29,42
2018-01-30,45
2018-01-31,86
2018-02-01,100
2018-02-02,59
2018-02-03,20
2018-02-04,6
2018-02-05,54
2018-02-06,73
2018-02-07,49
2018-02-08,47
2018-02-09,57
2018-02-10,16
2018-02-11,8
2018-02-12,39
2018-02-13,29
