date,MSFT stock
2017-01-19,10
2017-01-20,22
2017-01-21,7
2017-01-22,4
2017-01-23,16
2017-01-24,17
2017-01-25,16
2017-01-26,71
2017-01-27,58
2017-01-28,5
2017-01-29,9
2017-01-30,28
2017-01-31,25
2017-02-01,18
2017-02-02,21
2017-02-03,18
2017-02-04,10
2017-02-05,4
2017-02-06,17
2017-02-07,23
2017-02-08,19
2017-02-09,18
2017-02-10,23
2017-02-11,8
2017-02-12,2
2017-02-13,24
2017-02-14,12
2017-02-15,15
2017-02-16,24
2017-02-17,23
2017-02-18,8
2017-02-19,7
2017-02-20,3
2017-02-21,15
2017-02-22,20
2017-02-23,16
2017-02-24,24
2017-02-25,8
2017-02-26,6
2017-02-27,13
2017-02-28,15
2017-03-01,27
2017-03-02,23
2017-03-03,26
2017-03-04,9
2017-03-05,5
2017-03-06,18
2017-03-07,26
2017-03-08,23
2017-03-09,21
2017-03-10,20
2017-03-11,0
2017-03-12,7
2017-03-13,22
2017-03-14,19
2017-03-15,23
2017-03-16,12
2017-03-17,21
2017-03-18,6
2017-03-19,3
2017-03-20,23
2017-03-21,14
2017-03-22,18
2017-03-23,16
2017-03-24,25
2017-03-25,7
2017-03-26,2
2017-03-27,15
2017-03-28,22
2017-03-29,15
2017-03-30,24
2017-03-31,22
2017-04-01,8
2017-04-02,5
2017-04-03,15
2017-04-04,22
2017-04-05,22
2017-04-06,21
2017-04-07,12
2017-04-08,3
2017-04-09,3
2017-04-10,21
2017-04-11,22
2017-04-12,23
2017-04-13,22
2017-04-14,7
2017-04-15,1
2017-04-16,3
2017-04-17,15
2017-04-18,15
2017-04-19,20
2017-04-20,13
2017-04-21,20
2017-04-22,6
2017-04-23,2
2017-04-24,24
2017-04-25,34
2017-04-26,34
2017-04-27,55
2017-04-28,59
2017-04-29,14
2017-04-30,9
2017-05-01,24
2017-05-02,34
2017-05-03,25
2017-05-04,35
2017-05-05,26
2017-05-06,11
2017-05-07,4
2017-05-08,22
2017-05-09,18
2017-05-10,29
2017-05-11,27
2017-05-12,25
2017-05-13,8
2017-05-14,7
2017-05-15,20
2017-05-16,28
2017-05-17,15
2017-05-18,27
2017-05-19,23
2017-05-20,8
2017-05-21,1
2017-05-22,21
2017-05-23,33
2017-05-24,19
2017-05-25,24
2017-05-26,37
2017-05-27,11
2017-05-28,4
2017-05-29,4
2017-05-30,23
2017-05-31,35
2017-06-01,29
2017-06-02,25
2017-06-03,13
2017-06-04,1
2017-06-05,36
2017-06-06,28
2017-06-07,20
2017-06-08,29
2017-06-09,30
2017-06-10,9
2017-06-11,5
2017-06-12,28
2017-06-13,29
2017-06-14,35
2017-06-15,20
2017-06-16,27
2017-06-17,10
2017-06-18,3
2017-06-19,23
2017-06-20,28
2017-06-21,25
2017-06-22,30
2017-06-23,23
2017-06-24,10
2017-06-25,3
2017-06-26,23
2017-06-27,23
2017-06-28,35
2017-06-29,28
2017-06-30,22
2017-07-01,4
2017-07-02,3
2017-07-03,26
2017-07-04,32
2017-07-05,34
2017-07-06,30
2017-07-07,37
2017-07-08,8
2017-07-09,8
2017-07-10,21
2017-07-11,24
2017-07-12,30
2017-07-13,26
2017-07-14,36
2017-07-15,11
2017-07-16,5
2017-07-17,27
2017-07-18,30
2017-07-19,48
2017-07-20,100
2017-07-21,100
2017-07-22,16
2017-07-23,10
2017-07-24,43
2017-07-25,33
2017-07-26,40
2017-07-27,36
2017-07-28,38
2017-07-29,13
2017-07-30,7
2017-07-31,33
2017-08-01,38
2017-08-02,36
2017-08-03,28
2017-08-04,28
2017-08-05,14
2017-08-06,3
2017-08-07,25
2017-08-08,34
2017-08-09,26
2017-08-10,27
2017-08-11,33
2017-08-12,11
2017-08-13,4
2017-08-14,23
2017-08-15,33
2017-08-16,14
2017-08-17,19
2017-08-18,32
2017-08-19,14
2017-08-20,4
2017-08-21,23
2017-08-22,17
2017-08-23,17
2017-08-24,21
2017-08-25,19
2017-08-26,5
2017-08-27,1
2017-08-28,29
2017-08-29,18
2017-08-30,25
2017-08-31,19
2017-09-01,33
2017-09-02,8
2017-09-03,4
2017-09-04,4
2017-09-05,16
2017-09-06,21
2017-09-07,24
2017-09-08,23
2017-09-09,7
2017-09-10,5
2017-09-11,21
2017-09-12,27
2017-09-13,23
2017-09-14,30
2017-09-15,30
2017-09-16,9
2017-09-17,4
2017-09-18,23
2017-09-19,25
2017-09-20,26
2017-09-21,19
2017-09-22,26
2017-09-23,2
2017-09-24,9
2017-09-25,22
2017-09-26,28
2017-09-27,24
2017-09-28,21
2017-09-29,24
2017-09-30,7
2017-10-01,8
2017-10-02,26
2017-10-03,25
2017-10-04,27
2017-10-05,30
2017-10-06,30
