date,MSFT stock
2016-09-11,4
2016-09-12,20
2016-09-13,18
2016-09-14,10
2016-09-15,13
2016-09-16,16
2016-09-17,1
2016-09-18,9
2016-09-19,12
2016-09-20,16
2016-09-21,29
2016-09-22,14
2016-09-23,25
2016-09-24,6
2016-09-25,1
2016-09-26,14
2016-09-27,27
2016-09-28,27
2016-09-29,19
2016-09-30,13
2016-10-01,3
2016-10-02,6
2016-10-03,18
2016-10-04,12
2016-10-05,15
2016-10-06,15
2016-10-07,10
2016-10-08,4
2016-10-09,3
2016-10-10,5
2016-10-11,26
2016-10-12,9
2016-10-13,18
2016-10-14,12
2016-10-15,7
2016-10-16,7
2016-10-17,10
2016-10-18,12
2016-10-19,17
2016-10-20,58
2016-10-21,88
2016-10-22,25
2016-10-23,4
2016-10-24,36
2016-10-25,50
2016-10-26,44
2016-10-27,32
2016-10-28,27
2016-10-29,10
2016-10-30,3
2016-10-31,21
2016-11-01,27
2016-11-02,32
2016-11-03,24
2016-11-04,14
2016-11-05,3
2016-11-06,6
2016-11-07,19
2016-11-08,17
2016-11-09,53
2016-11-10,38
2016-11-11,19
2016-11-12,9
2016-11-13,1
2016-11-14,20
2016-11-15,32
2016-11-16,32
2016-11-17,26
2016-11-18,30
2016-11-19,4
2016-11-20,1
2016-11-21,29
2016-11-22,29
2016-11-23,35
2016-11-24,14
2016-11-25,18
2016-11-26,3
2016-11-27,7
2016-11-28,28
2016-11-29,26
2016-11-30,19
2016-12-01,25
2016-12-02,16
2016-12-03,9
2016-12-04,3
2016-12-05,25
2016-12-06,18
2016-12-07,36
2016-12-08,38
2016-12-09,26
2016-12-10,11
2016-12-11,5
2016-12-12,22
2016-12-13,31
2016-12-14,24
2016-12-15,35
2016-12-16,25
2016-12-17,10
2016-12-18,7
2016-12-19,26
2016-12-20,43
2016-12-21,22
2016-12-22,32
2016-12-23,27
2016-12-24,12
2016-12-25,3
2016-12-26,5
2016-12-27,19
2016-12-28,19
2016-12-29,19
2016-12-30,20
2016-12-31,6
2017-01-01,9
2017-01-02,13
2017-01-03,24
2017-01-04,16
2017-01-05,24
2017-01-06,23
2017-01-07,9
2017-01-08,3
2017-01-09,12
2017-01-10,23
2017-01-11,19
2017-01-12,19
2017-01-13,18
2017-01-14,8
2017-01-15,4
2017-01-16,7
2017-01-17,25
2017-01-18,16
2017-01-19,29
2017-01-20,25
2017-01-21,14
2017-01-22,5
2017-01-23,22
2017-01-24,25
2017-01-25,27
2017-01-26,84
2017-01-27,100
2017-01-28,24
2017-01-29,14
2017-01-30,39
2017-01-31,41
2017-02-01,39
2017-02-02,35
2017-02-03,39
2017-02-04,15
2017-02-05,9
2017-02-06,30
2017-02-07,21
2017-02-08,42
2017-02-09,29
2017-02-10,32
2017-02-11,9
2017-02-12,3
2017-02-13,39
2017-02-14,36
2017-02-15,25
2017-02-16,42
2017-02-17,22
2017-02-18,12
2017-02-19,7
2017-02-20,15
2017-02-21,24
2017-02-22,30
2017-02-23,35
2017-02-24,28
2017-02-25,8
2017-02-26,4
2017-02-27,24
2017-02-28,30
2017-03-01,28
2017-03-02,35
2017-03-03,37
2017-03-04,4
2017-03-05,5
2017-03-06,26
2017-03-07,29
2017-03-08,23
2017-03-09,28
2017-03-10,25
2017-03-11,8
2017-03-12,5
2017-03-13,29
2017-03-14,31
2017-03-15,25
2017-03-16,21
2017-03-17,30
2017-03-18,6
2017-03-19,6
2017-03-20,26
2017-03-21,21
2017-03-22,21
2017-03-23,22
2017-03-24,27
2017-03-25,11
2017-03-26,4
2017-03-27,17
2017-03-28,27
2017-03-29,22
2017-03-30,20
2017-03-31,29
2017-04-01,8
2017-04-02,3
2017-04-03,24
2017-04-04,27
2017-04-05,28
2017-04-06,26
2017-04-07,26
2017-04-08,3
2017-04-09,7
2017-04-10,30
2017-04-11,28
2017-04-12,22
2017-04-13,24
2017-04-14,8
2017-04-15,5
2017-04-16,4
2017-04-17,20
2017-04-18,20
2017-04-19,31
2017-04-20,16
2017-04-21,26
2017-04-22,11
2017-04-23,8
2017-04-24,47
2017-04-25,35
2017-04-26,32
2017-04-27,93
2017-04-28,80
2017-04-29,13
2017-04-30,12
2017-05-01,40
2017-05-02,40
2017-05-03,36
2017-05-04,45
2017-05-05,29
2017-05-06,9
2017-05-07,9
2017-05-08,30
2017-05-09,27
2017-05-10,23
2017-05-11,36
2017-05-12,44
2017-05-13,20
2017-05-14,13
2017-05-15,36
2017-05-16,36
2017-05-17,34
2017-05-18,37
2017-05-19,38
2017-05-20,10
2017-05-21,6
2017-05-22,18
2017-05-23,24
2017-05-24,26
2017-05-25,36
2017-05-26,37
2017-05-27,10
2017-05-28,7
2017-05-29,10
