date,MSFT stock
2011-01-01,22
2011-01-02,10
2011-01-03,19
2011-01-04,22
2011-01-05,18
2011-01-06,38
2011-01-07,31
2011-01-08,9
2011-01-09,17
2011-01-10,14
2011-01-11,21
2011-01-12,25
2011-01-13,25
2011-01-14,18
2011-01-15,18
2011-01-16,13
2011-01-17,14
2011-01-18,21
2011-01-19,32
2011-01-20,14
2011-01-21,33
2011-01-22,35
2011-01-23,17
2011-01-24,21
2011-01-25,31
2011-01-26,31
2011-01-27,35
2011-01-28,44
2011-01-29,9
2011-01-30,8
2011-01-31,33
2011-02-01,30
2011-02-02,36
2011-02-03,21
2011-02-04,32
2011-02-05,17
2011-02-06,8
2011-02-07,20
2011-02-08,27
2011-02-09,17
2011-02-10,31
2011-02-11,40
2011-02-12,21
2011-02-13,17
2011-02-14,14
2011-02-15,30
2011-02-16,34
2011-02-17,24
2011-02-18,29
2011-02-19,8
2011-02-20,12
2011-02-21,34
2011-02-22,20
2011-02-23,20
2011-02-24,24
2011-02-25,18
2011-02-26,8
2011-02-27,16
2011-02-28,10
2011-03-01,23
2011-03-02,17
2011-03-03,27
2011-03-04,25
2011-03-05,9
2011-03-06,8
2011-03-07,35
2011-03-08,17
2011-03-09,30
2011-03-10,17
2011-03-11,14
2011-03-12,26
2011-03-13,17
2011-03-14,18
2011-03-15,17
2011-03-16,37
2011-03-17,27
2011-03-18,22
2011-03-19,13
2011-03-20,0
2011-03-21,17
2011-03-22,27
2011-03-23,20
2011-03-24,21
2011-03-25,36
2011-03-26,8
2011-03-27,21
2011-03-28,13
2011-03-29,30
2011-03-30,17
2011-03-31,27
2011-04-01,11
2011-04-02,17
2011-04-03,0
2011-04-04,20
2011-04-05,20
2011-04-06,27
2011-04-07,17
2011-04-08,11
2011-04-09,9
2011-04-10,9
2011-04-11,40
2011-04-12,20
2011-04-13,14
2011-04-14,17
2011-04-15,25
2011-04-16,9
2011-04-17,9
2011-04-18,17
2011-04-19,35
2011-04-20,18
2011-04-21,26
2011-04-22,8
2011-04-23,9
2011-04-24,9
2011-04-25,22
2011-04-26,17
2011-04-27,27
2011-04-28,34
2011-04-29,54
2011-04-30,9
2011-05-01,8
2011-05-02,34
2011-05-03,13
2011-05-04,27
2011-05-05,27
2011-05-06,25
2011-05-07,9
2011-05-08,0
2011-05-09,13
2011-05-10,64
2011-05-11,23
2011-05-12,30
2011-05-13,21
2011-05-14,13
2011-05-15,8
2011-05-16,26
2011-05-17,20
2011-05-18,33
2011-05-19,20
2011-05-20,11
2011-05-21,26
2011-05-22,8
2011-05-23,20
2011-05-24,23
2011-05-25,27
2011-05-26,23
2011-05-27,14
2011-05-28,0
2011-05-29,13
2011-05-30,7
2011-05-31,30
2011-06-01,13
2011-06-02,39
2011-06-03,18
2011-06-04,26
2011-06-05,8
2011-06-06,27
2011-06-07,13
2011-06-08,17
2011-06-09,23
2011-06-10,25
2011-06-11,17
2011-06-12,26
2011-06-13,37
2011-06-14,23
2011-06-15,16
2011-06-16,23
2011-06-17,25
2011-06-18,17
2011-06-19,0
2011-06-20,16
2011-06-21,20
2011-06-22,27
2011-06-23,28
2011-06-24,18
2011-06-25,9
2011-06-26,9
2011-06-27,13
2011-06-28,13
2011-06-29,24
2011-06-30,24
2011-07-01,25
2011-07-02,9
2011-07-03,9
2011-07-04,7
2011-07-05,27
2011-07-06,30
2011-07-07,27
2011-07-08,39
2011-07-09,0
2011-07-10,9
2011-07-11,13
2011-07-12,27
2011-07-13,40
2011-07-14,31
2011-07-15,14
2011-07-16,0
2011-07-17,9
2011-07-18,17
2011-07-19,27
2011-07-20,30
2011-07-21,68
2011-07-22,29
2011-07-23,25
2011-07-24,13
2011-07-25,20
2011-07-26,20
2011-07-27,17
2011-07-28,27
2011-07-29,21
2011-07-30,0
2011-07-31,26
2011-08-01,44
2011-08-02,30
2011-08-03,27
2011-08-04,30
2011-08-05,63
2011-08-06,17
2011-08-07,8
2011-08-08,100
2011-08-09,64
2011-08-10,56
2011-08-11,37
2011-08-12,21
2011-08-13,8
2011-08-14,0
2011-08-15,10
2011-08-16,20
2011-08-17,20
2011-08-18,43
2011-08-19,41
2011-08-20,12
2011-08-21,0
2011-08-22,13
2011-08-23,19
2011-08-24,16
2011-08-25,26
2011-08-26,20
2011-08-27,12
2011-08-28,0
2011-08-29,16
2011-08-30,41
2011-08-31,29
2011-09-01,26
2011-09-02,20
2011-09-03,8
2011-09-04,8
2011-09-05,10
2011-09-06,12
2011-09-07,16
2011-09-08,16
2011-09-09,13
2011-09-10,15
2011-09-11,7
2011-09-12,21
2011-09-13,21
2011-09-14,24
2011-09-15,22
2011-09-16,20
2011-09-17,15
2011-09-18,7
