date,NFLX stock
2014-12-01,4
2014-12-02,1
2014-12-03,6
2014-12-04,3
2014-12-05,4
2014-12-06,2
2014-12-07,0
2014-12-08,5
2014-12-09,6
2014-12-10,6
2014-12-11,5
2014-12-12,4
2014-12-13,0
2014-12-14,0
2014-12-15,2
2014-12-16,7
2014-12-17,2
2014-12-18,5
2014-12-19,6
2014-12-20,2
2014-12-21,2
2014-12-22,5
2014-12-23,3
2014-12-24,5
2014-12-25,3
2014-12-26,5
2014-12-27,2
2014-12-28,0
2014-12-29,4
2014-12-30,2
2014-12-31,3
2015-01-01,3
2015-01-02,2
2015-01-03,4
2015-01-04,1
2015-01-05,5
2015-01-06,9
2015-01-07,3
2015-01-08,3
2015-01-09,5
2015-01-10,3
2015-01-11,2
2015-01-12,4
2015-01-13,3
2015-01-14,6
2015-01-15,3
2015-01-16,1
2015-01-17,1
2015-01-18,0
2015-01-19,1
2015-01-20,14
2015-01-21,36
2015-01-22,16
2015-01-23,16
2015-01-24,5
2015-01-25,4
2015-01-26,9
2015-01-27,11
2015-01-28,10
2015-01-29,13
2015-01-30,6
2015-01-31,4
2015-02-01,2
2015-02-02,10
2015-02-03,10
2015-02-04,4
2015-02-05,6
2015-02-06,6
2015-02-07,2
2015-02-08,2
2015-02-09,4
2015-02-10,3
2015-02-11,2
2015-02-12,9
2015-02-13,5
2015-02-14,3
2015-02-15,3
2015-02-16,1
2015-02-17,5
2015-02-18,6
2015-02-19,6
2015-02-20,4
2015-02-21,1
2015-02-22,0
2015-02-23,4
2015-02-24,6
2015-02-25,4
2015-02-26,7
2015-02-27,6
2015-02-28,3
2015-03-01,1
2015-03-02,4
2015-03-03,6
2015-03-04,5
2015-03-05,6
2015-03-06,6
2015-03-07,3
2015-03-08,3
2015-03-09,4
2015-03-10,4
2015-03-11,4
2015-03-12,4
2015-03-13,4
2015-03-14,0
2015-03-15,0
2015-03-16,9
2015-03-17,4
2015-03-18,7
2015-03-19,4
2015-03-20,3
2015-03-21,1
2015-03-22,1
2015-03-23,5
2015-03-24,7
2015-03-25,4
2015-03-26,6
2015-03-27,6
2015-03-28,2
2015-03-29,0
2015-03-30,4
2015-03-31,4
2015-04-01,4
2015-04-02,4
2015-04-03,4
2015-04-04,2
2015-04-05,2
2015-04-06,3
2015-04-07,6
2015-04-08,4
2015-04-09,8
2015-04-10,7
2015-04-11,9
2015-04-12,1
2015-04-13,12
2015-04-14,10
2015-04-15,30
2015-04-16,47
2015-04-17,26
2015-04-18,7
2015-04-19,2
2015-04-20,16
2015-04-21,12
2015-04-22,8
2015-04-23,11
2015-04-24,12
2015-04-25,2
2015-04-26,4
2015-04-27,10
2015-04-28,8
2015-04-29,6
2015-04-30,4
2015-05-01,10
2015-05-02,2
2015-05-03,1
2015-05-04,6
2015-05-05,7
2015-05-06,11
2015-05-07,7
2015-05-08,7
2015-05-09,3
2015-05-10,1
2015-05-11,7
2015-05-12,10
2015-05-13,5
2015-05-14,11
2015-05-15,13
2015-05-16,11
2015-05-17,5
2015-05-18,7
2015-05-19,10
2015-05-20,9
2015-05-21,10
2015-05-22,17
2015-05-23,3
2015-05-24,1
2015-05-25,1
2015-05-26,7
2015-05-27,5
2015-05-28,8
2015-05-29,5
2015-05-30,1
2015-05-31,3
2015-06-01,5
2015-06-02,8
2015-06-03,5
2015-06-04,10
2015-06-05,8
2015-06-06,3
2015-06-07,1
2015-06-08,4
2015-06-09,11
2015-06-10,20
2015-06-11,16
2015-06-12,12
2015-06-13,5
2015-06-14,4
2015-06-15,6
2015-06-16,6
2015-06-17,7
2015-06-18,9
2015-06-19,5
2015-06-20,1
2015-06-21,1
2015-06-22,11
2015-06-23,16
2015-06-24,55
2015-06-25,31
2015-06-26,18
2015-06-27,6
2015-06-28,3
2015-06-29,21
2015-06-30,15
2015-07-01,11
2015-07-02,11
2015-07-03,7
2015-07-04,5
2015-07-05,6
2015-07-06,11
2015-07-07,11
2015-07-08,14
2015-07-09,19
2015-07-10,21
2015-07-11,4
2015-07-12,6
2015-07-13,24
2015-07-14,23
2015-07-15,67
2015-07-16,100
2015-07-17,56
2015-07-18,16
2015-07-19,8
2015-07-20,31
2015-07-21,34
2015-07-22,29
2015-07-23,25
2015-07-24,32
2015-07-25,7
2015-07-26,3
2015-07-27,24
2015-07-28,24
2015-07-29,24
2015-07-30,17
2015-07-31,20
2015-08-01,10
2015-08-02,7
2015-08-03,16
2015-08-04,36
2015-08-05,41
2015-08-06,42
2015-08-07,30
2015-08-08,7
2015-08-09,4
2015-08-10,28
2015-08-11,25
2015-08-12,22
2015-08-13,25
2015-08-14,19
2015-08-15,12
2015-08-16,5
2015-08-17,25
2015-08-18,18
