date,NFLX stock
2016-05-04,15
2016-05-05,28
2016-05-06,19
2016-05-07,6
2016-05-08,2
2016-05-09,16
2016-05-10,31
2016-05-11,25
2016-05-12,31
2016-05-13,18
2016-05-14,4
2016-05-15,1
2016-05-16,13
2016-05-17,15
2016-05-18,18
2016-05-19,15
2016-05-20,29
2016-05-21,3
2016-05-22,5
2016-05-23,25
2016-05-24,29
2016-05-25,26
2016-05-26,42
2016-05-27,28
2016-05-28,5
2016-05-29,6
2016-05-30,3
2016-05-31,20
2016-06-01,14
2016-06-02,21
2016-06-03,19
2016-06-04,5
2016-06-05,1
2016-06-06,16
2016-06-07,16
2016-06-08,20
2016-06-09,16
2016-06-10,9
2016-06-11,4
2016-06-12,4
2016-06-13,16
2016-06-14,19
2016-06-15,15
2016-06-16,12
2016-06-17,12
2016-06-18,3
2016-06-19,1
2016-06-20,14
2016-06-21,24
2016-06-22,18
2016-06-23,21
2016-06-24,29
2016-06-25,4
2016-06-26,1
2016-06-27,22
2016-06-28,34
2016-06-29,26
2016-06-30,28
2016-07-01,41
2016-07-02,9
2016-07-03,1
2016-07-04,2
2016-07-05,27
2016-07-06,36
2016-07-07,12
2016-07-08,25
2016-07-09,3
2016-07-10,4
2016-07-11,28
2016-07-12,34
2016-07-13,20
2016-07-14,26
2016-07-15,15
2016-07-16,4
2016-07-17,0
2016-07-18,82
2016-07-19,91
2016-07-20,76
2016-07-21,50
2016-07-22,30
2016-07-23,3
2016-07-24,3
2016-07-25,21
2016-07-26,36
2016-07-27,34
2016-07-28,43
2016-07-29,32
2016-07-30,3
2016-07-31,3
2016-08-01,21
2016-08-02,19
2016-08-03,14
2016-08-04,14
2016-08-05,28
2016-08-06,6
2016-08-07,5
2016-08-08,17
2016-08-09,29
2016-08-10,22
2016-08-11,24
2016-08-12,15
2016-08-13,3
2016-08-14,1
2016-08-15,22
2016-08-16,24
2016-08-17,15
2016-08-18,16
2016-08-19,20
2016-08-20,3
2016-08-21,3
2016-08-22,9
2016-08-23,15
2016-08-24,9
2016-08-25,16
2016-08-26,18
2016-08-27,1
2016-08-28,4
2016-08-29,15
2016-08-30,13
2016-08-31,13
2016-09-01,11
2016-09-02,20
2016-09-03,1
2016-09-04,0
2016-09-05,0
2016-09-06,21
2016-09-07,21
2016-09-08,17
2016-09-09,10
2016-09-10,0
2016-09-11,5
2016-09-12,14
2016-09-13,10
2016-09-14,21
2016-09-15,12
2016-09-16,8
2016-09-17,2
2016-09-18,0
2016-09-19,14
2016-09-20,13
2016-09-21,17
2016-09-22,19
2016-09-23,17
2016-09-24,0
2016-09-25,4
2016-09-26,11
2016-09-27,21
2016-09-28,9
2016-09-29,10
2016-09-30,10
2016-10-01,2
2016-10-02,4
2016-10-03,19
2016-10-04,25
2016-10-05,24
2016-10-06,27
2016-10-07,29
2016-10-08,1
2016-10-09,2
2016-10-10,12
2016-10-11,13
2016-10-12,16
2016-10-13,16
2016-10-14,22
2016-10-15,1
2016-10-16,6
2016-10-17,62
2016-10-18,100
2016-10-19,45
2016-10-20,33
2016-10-21,32
2016-10-22,5
2016-10-23,4
2016-10-24,31
2016-10-25,22
2016-10-26,20
2016-10-27,20
2016-10-28,15
2016-10-29,3
2016-10-30,1
2016-10-31,20
2016-11-01,11
2016-11-02,13
2016-11-03,14
2016-11-04,17
2016-11-05,2
2016-11-06,2
2016-11-07,8
2016-11-08,19
2016-11-09,17
2016-11-10,17
2016-11-11,23
2016-11-12,7
2016-11-13,6
2016-11-14,19
2016-11-15,21
2016-11-16,21
2016-11-17,19
2016-11-18,11
2016-11-19,2
2016-11-20,2
2016-11-21,11
2016-11-22,22
2016-11-23,8
2016-11-24,1
2016-11-25,8
2016-11-26,2
2016-11-27,0
2016-11-28,8
2016-11-29,9
2016-11-30,14
2016-12-01,20
2016-12-02,9
2016-12-03,3
2016-12-04,4
2016-12-05,8
2016-12-06,14
2016-12-07,12
2016-12-08,14
2016-12-09,16
2016-12-10,0
2016-12-11,2
2016-12-12,9
2016-12-13,16
2016-12-14,16
2016-12-15,17
2016-12-16,9
2016-12-17,4
2016-12-18,0
2016-12-19,14
2016-12-20,13
2016-12-21,13
2016-12-22,4
2016-12-23,5
2016-12-24,4
2016-12-25,3
2016-12-26,2
2016-12-27,16
2016-12-28,16
2016-12-29,12
2016-12-30,15
2016-12-31,1
2017-01-01,1
2017-01-02,2
2017-01-03,7
2017-01-04,24
2017-01-05,17
2017-01-06,17
2017-01-07,3
2017-01-08,2
2017-01-09,11
2017-01-10,20
2017-01-11,16
2017-01-12,16
2017-01-13,19
2017-01-14,8
2017-01-15,3
2017-01-16,11
2017-01-17,30
2017-01-18,55
2017-01-19,69
