date,NFLX stock
2015-04-10,5
2015-04-11,5
2015-04-12,2
2015-04-13,9
2015-04-14,6
2015-04-15,45
2015-04-16,56
2015-04-17,38
2015-04-18,9
2015-04-19,4
2015-04-20,19
2015-04-21,15
2015-04-22,20
2015-04-23,8
2015-04-24,9
2015-04-25,4
2015-04-26,5
2015-04-27,12
2015-04-28,10
2015-04-29,7
2015-04-30,6
2015-05-01,12
2015-05-02,2
2015-05-03,0
2015-05-04,6
2015-05-05,6
2015-05-06,10
2015-05-07,6
2015-05-08,10
2015-05-09,4
2015-05-10,0
2015-05-11,6
2015-05-12,3
2015-05-13,2
2015-05-14,9
2015-05-15,22
2015-05-16,5
2015-05-17,2
2015-05-18,10
2015-05-19,10
2015-05-20,15
2015-05-21,11
2015-05-22,17
2015-05-23,2
2015-05-24,2
2015-05-25,2
2015-05-26,6
2015-05-27,6
2015-05-28,6
2015-05-29,9
2015-05-30,4
2015-05-31,0
2015-06-01,9
2015-06-02,6
2015-06-03,4
2015-06-04,11
2015-06-05,11
2015-06-06,2
2015-06-07,4
2015-06-08,12
2015-06-09,20
2015-06-10,30
2015-06-11,29
2015-06-12,16
2015-06-13,5
2015-06-14,2
2015-06-15,10
2015-06-16,13
2015-06-17,9
2015-06-18,12
2015-06-19,14
2015-06-20,0
2015-06-21,0
2015-06-22,12
2015-06-23,24
2015-06-24,58
2015-06-25,43
2015-06-26,20
2015-06-27,5
2015-06-28,2
2015-06-29,24
2015-06-30,16
2015-07-01,14
2015-07-02,17
2015-07-03,7
2015-07-04,4
2015-07-05,9
2015-07-06,12
2015-07-07,13
2015-07-08,16
2015-07-09,17
2015-07-10,19
2015-07-11,4
2015-07-12,7
2015-07-13,22
2015-07-14,29
2015-07-15,88
2015-07-16,100
2015-07-17,72
2015-07-18,17
2015-07-19,2
2015-07-20,30
2015-07-21,32
2015-07-22,35
2015-07-23,27
2015-07-24,52
2015-07-25,5
2015-07-26,7
2015-07-27,25
2015-07-28,27
2015-07-29,29
2015-07-30,27
2015-07-31,19
2015-08-01,9
2015-08-02,4
2015-08-03,38
2015-08-04,36
2015-08-05,54
2015-08-06,46
2015-08-07,34
2015-08-08,7
2015-08-09,4
2015-08-10,34
2015-08-11,34
2015-08-12,28
2015-08-13,34
2015-08-14,30
2015-08-15,7
2015-08-16,5
2015-08-17,45
2015-08-18,33
2015-08-19,8
2015-08-20,27
2015-08-21,61
2015-08-22,18
2015-08-23,10
2015-08-24,72
2015-08-25,71
2015-08-26,62
2015-08-27,59
2015-08-28,43
2015-08-29,19
2015-08-30,7
2015-08-31,37
2015-09-01,57
2015-09-02,67
2015-09-03,53
2015-09-04,67
2015-09-05,17
2015-09-06,5
2015-09-07,3
2015-09-08,36
2015-09-09,55
2015-09-10,51
2015-09-11,33
2015-09-12,15
2015-09-13,18
2015-09-14,15
2015-09-15,34
2015-09-16,50
2015-09-17,24
2015-09-18,36
2015-09-19,18
2015-09-20,7
2015-09-21,22
2015-09-22,30
2015-09-23,30
2015-09-24,23
2015-09-25,42
2015-09-26,2
2015-09-27,7
2015-09-28,33
2015-09-29,35
2015-09-30,24
2015-10-01,35
2015-10-02,40
2015-10-03,10
2015-10-04,2
2015-10-05,39
2015-10-06,32
2015-10-07,30
2015-10-08,39
2015-10-09,44
2015-10-10,12
2015-10-11,7
2015-10-12,35
2015-10-13,30
2015-10-14,65
2015-10-15,64
2015-10-16,47
2015-10-17,10
2015-10-18,8
2015-10-19,32
2015-10-20,36
2015-10-21,33
2015-10-22,41
2015-10-23,44
2015-10-24,8
2015-10-25,8
2015-10-26,26
2015-10-27,30
2015-10-28,28
2015-10-29,28
2015-10-30,30
2015-10-31,8
2015-11-01,0
2015-11-02,22
2015-11-03,28
2015-11-04,26
2015-11-05,29
2015-11-06,26
2015-11-07,6
2015-11-08,3
2015-11-09,15
2015-11-10,11
2015-11-11,14
2015-11-12,30
2015-11-13,24
2015-11-14,8
2015-11-15,5
2015-11-16,22
2015-11-17,32
2015-11-18,29
2015-11-19,31
2015-11-20,35
2015-11-21,8
2015-11-22,5
2015-11-23,22
2015-11-24,23
2015-11-25,19
2015-11-26,9
2015-11-27,18
2015-11-28,3
2015-11-29,3
2015-11-30,18
2015-12-01,26
2015-12-02,40
2015-12-03,25
2015-12-04,29
2015-12-05,10
2015-12-06,6
2015-12-07,25
2015-12-08,27
2015-12-09,32
2015-12-10,28
2015-12-11,22
2015-12-12,5
2015-12-13,2
2015-12-14,19
2015-12-15,32
2015-12-16,26
2015-12-17,15
2015-12-18,26
2015-12-19,5
2015-12-20,0
2015-12-21,21
2015-12-22,27
2015-12-23,17
2015-12-24,25
2015-12-25,6
2015-12-26,2
