date,NFLX stock
2011-05-11,5
2011-05-12,5
2011-05-13,0
2011-05-14,0
2011-05-15,6
2011-05-16,5
2011-05-17,10
2011-05-18,20
2011-05-19,5
2011-05-20,10
2011-05-21,0
2011-05-22,0
2011-05-23,5
2011-05-24,5
2011-05-25,25
2011-05-26,10
2011-05-27,0
2011-05-28,6
2011-05-29,6
2011-05-30,5
2011-05-31,20
2011-06-01,5
2011-06-02,5
2011-06-03,27
2011-06-04,0
2011-06-05,0
2011-06-06,20
2011-06-07,20
2011-06-08,20
2011-06-09,5
2011-06-10,5
2011-06-11,6
2011-06-12,0
2011-06-13,5
2011-06-14,0
2011-06-15,0
2011-06-16,20
2011-06-17,16
2011-06-18,6
2011-06-19,0
2011-06-20,14
2011-06-21,10
2011-06-22,10
2011-06-23,16
2011-06-24,21
2011-06-25,6
2011-06-26,6
2011-06-27,10
2011-06-28,0
2011-06-29,5
2011-06-30,5
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,15
2011-07-06,15
2011-07-07,20
2011-07-08,5
2011-07-09,0
2011-07-10,0
2011-07-11,15
2011-07-12,20
2011-07-13,50
2011-07-14,10
2011-07-15,22
2011-07-16,0
2011-07-17,0
2011-07-18,10
2011-07-19,0
2011-07-20,25
2011-07-21,15
2011-07-22,21
2011-07-23,0
2011-07-24,6
2011-07-25,49
2011-07-26,30
2011-07-27,25
2011-07-28,15
2011-07-29,11
2011-07-30,6
2011-07-31,0
2011-08-01,5
2011-08-02,25
2011-08-03,0
2011-08-04,20
2011-08-05,21
2011-08-06,0
2011-08-07,0
2011-08-08,38
2011-08-09,0
2011-08-10,10
2011-08-11,10
2011-08-12,10
2011-08-13,0
2011-08-14,6
2011-08-15,5
2011-08-16,20
2011-08-17,10
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,12
2011-08-22,19
2011-08-23,9
2011-08-24,5
2011-08-25,14
2011-08-26,5
2011-08-27,6
2011-08-28,0
2011-08-29,5
2011-08-30,9
2011-08-31,9
2011-09-01,10
2011-09-02,15
2011-09-03,0
2011-09-04,0
2011-09-05,5
2011-09-06,0
2011-09-07,9
2011-09-08,9
2011-09-09,19
2011-09-10,0
2011-09-11,6
2011-09-12,5
2011-09-13,0
2011-09-14,18
2011-09-15,28
2011-09-16,29
2011-09-17,6
2011-09-18,11
2011-09-19,63
2011-09-20,36
2011-09-21,49
2011-09-22,23
2011-09-23,19
2011-09-24,6
2011-09-25,6
2011-09-26,9
2011-09-27,22
2011-09-28,9
2011-09-29,18
2011-09-30,14
2011-10-01,6
2011-10-02,0
2011-10-03,18
2011-10-04,9
2011-10-05,18
2011-10-06,5
2011-10-07,33
2011-10-08,0
2011-10-09,5
2011-10-10,31
2011-10-11,25
2011-10-12,26
2011-10-13,13
2011-10-14,5
2011-10-15,11
2011-10-16,0
2011-10-17,26
2011-10-18,17
2011-10-19,4
2011-10-20,18
2011-10-21,9
2011-10-22,0
2011-10-23,5
2011-10-24,65
2011-10-25,100
2011-10-26,44
2011-10-27,40
2011-10-28,47
2011-10-29,16
2011-10-30,5
2011-10-31,9
2011-11-01,32
2011-11-02,13
2011-11-03,18
2011-11-04,14
2011-11-05,5
2011-11-06,5
2011-11-07,18
2011-11-08,4
2011-11-09,9
2011-11-10,18
2011-11-11,9
2011-11-12,11
2011-11-13,0
2011-11-14,13
2011-11-15,4
2011-11-16,13
2011-11-17,18
2011-11-18,23
2011-11-19,0
2011-11-20,0
2011-11-21,4
2011-11-22,17
2011-11-23,9
2011-11-24,0
2011-11-25,5
2011-11-26,0
2011-11-27,0
2011-11-28,12
2011-11-29,25
2011-11-30,8
2011-12-01,13
2011-12-02,14
2011-12-03,0
2011-12-04,5
2011-12-05,4
2011-12-06,0
2011-12-07,13
2011-12-08,4
2011-12-09,14
2011-12-10,16
2011-12-11,0
2011-12-12,4
2011-12-13,21
2011-12-14,4
2011-12-15,4
2011-12-16,5
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,4
2011-12-22,5
2011-12-23,0
2011-12-24,0
2011-12-25,6
2011-12-26,10
2011-12-27,9
2011-12-28,9
2011-12-29,23
2011-12-30,15
2011-12-31,0
2012-01-01,6
2012-01-02,0
2012-01-03,9
2012-01-04,17
2012-01-05,25
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,13
2012-01-10,16
2012-01-11,25
2012-01-12,4
2012-01-13,13
2012-01-14,10
2012-01-15,0
2012-01-16,4
2012-01-17,16
2012-01-18,16
2012-01-19,16
2012-01-20,4
2012-01-21,10
2012-01-22,0
2012-01-23,24
2012-01-24,20
2012-01-25,20
2012-01-26,25
