date,NFLX stock
2017-01-19,63
2017-01-20,25
2017-01-21,6
2017-01-22,4
2017-01-23,21
2017-01-24,15
2017-01-25,18
2017-01-26,16
2017-01-27,18
2017-01-28,6
2017-01-29,1
2017-01-30,17
2017-01-31,9
2017-02-01,19
2017-02-02,12
2017-02-03,16
2017-02-04,7
2017-02-05,1
2017-02-06,11
2017-02-07,18
2017-02-08,14
2017-02-09,15
2017-02-10,17
2017-02-11,6
2017-02-12,2
2017-02-13,9
2017-02-14,12
2017-02-15,8
2017-02-16,13
2017-02-17,7
2017-02-18,2
2017-02-19,2
2017-02-20,2
2017-02-21,14
2017-02-22,14
2017-02-23,12
2017-02-24,13
2017-02-25,3
2017-02-26,2
2017-02-27,7
2017-02-28,13
2017-03-01,16
2017-03-02,12
2017-03-03,18
2017-03-04,5
2017-03-05,2
2017-03-06,16
2017-03-07,7
2017-03-08,12
2017-03-09,9
2017-03-10,7
2017-03-11,5
2017-03-12,0
2017-03-13,8
2017-03-14,9
2017-03-15,13
2017-03-16,7
2017-03-17,11
2017-03-18,3
2017-03-19,2
2017-03-20,10
2017-03-21,11
2017-03-22,12
2017-03-23,9
2017-03-24,9
2017-03-25,6
2017-03-26,0
2017-03-27,14
2017-03-28,9
2017-03-29,9
2017-03-30,10
2017-03-31,10
2017-04-01,2
2017-04-02,0
2017-04-03,11
2017-04-04,10
2017-04-05,11
2017-04-06,10
2017-04-07,13
2017-04-08,2
2017-04-09,0
2017-04-10,9
2017-04-11,10
2017-04-12,8
2017-04-13,13
2017-04-14,9
2017-04-15,2
2017-04-16,3
2017-04-17,47
2017-04-18,38
2017-04-19,24
2017-04-20,20
2017-04-21,14
2017-04-22,3
2017-04-23,1
2017-04-24,7
2017-04-25,19
2017-04-26,16
2017-04-27,17
2017-04-28,12
2017-04-29,1
2017-04-30,1
2017-05-01,17
2017-05-02,19
2017-05-03,13
2017-05-04,10
2017-05-05,17
2017-05-06,2
2017-05-07,3
2017-05-08,17
2017-05-09,11
2017-05-10,12
2017-05-11,10
2017-05-12,16
2017-05-13,3
2017-05-14,5
2017-05-15,11
2017-05-16,11
2017-05-17,12
2017-05-18,15
2017-05-19,8
2017-05-20,5
2017-05-21,3
2017-05-22,14
2017-05-23,10
2017-05-24,11
2017-05-25,19
2017-05-26,16
2017-05-27,2
2017-05-28,5
2017-05-29,4
2017-05-30,20
2017-05-31,17
2017-06-01,14
2017-06-02,16
2017-06-03,3
2017-06-04,1
2017-06-05,10
2017-06-06,10
2017-06-07,13
2017-06-08,14
2017-06-09,14
2017-06-10,6
2017-06-11,5
2017-06-12,18
2017-06-13,20
2017-06-14,20
2017-06-15,26
2017-06-16,18
2017-06-17,6
2017-06-18,2
2017-06-19,14
2017-06-20,15
2017-06-21,15
2017-06-22,13
2017-06-23,11
2017-06-24,4
2017-06-25,3
2017-06-26,8
2017-06-27,13
2017-06-28,14
2017-06-29,11
2017-06-30,17
2017-07-01,2
2017-07-02,2
2017-07-03,10
2017-07-04,8
2017-07-05,10
2017-07-06,12
2017-07-07,15
2017-07-08,2
2017-07-09,5
2017-07-10,10
2017-07-11,11
2017-07-12,15
2017-07-13,17
2017-07-14,19
2017-07-15,6
2017-07-16,5
2017-07-17,61
2017-07-18,100
2017-07-19,47
2017-07-20,35
2017-07-21,28
2017-07-22,7
2017-07-23,7
2017-07-24,22
2017-07-25,16
2017-07-26,24
2017-07-27,20
2017-07-28,18
2017-07-29,6
2017-07-30,3
2017-07-31,17
2017-08-01,17
2017-08-02,29
2017-08-03,19
2017-08-04,20
2017-08-05,4
2017-08-06,3
2017-08-07,16
2017-08-08,39
2017-08-09,46
2017-08-10,30
2017-08-11,20
2017-08-12,7
2017-08-13,3
2017-08-14,24
2017-08-15,15
2017-08-16,8
2017-08-17,16
2017-08-18,13
2017-08-19,2
2017-08-20,2
2017-08-21,15
2017-08-22,10
2017-08-23,12
2017-08-24,6
2017-08-25,14
2017-08-26,1
2017-08-27,1
2017-08-28,10
2017-08-29,11
2017-08-30,11
2017-08-31,16
2017-09-01,9
2017-09-02,3
2017-09-03,3
2017-09-04,3
2017-09-05,7
2017-09-06,9
2017-09-07,14
2017-09-08,11
2017-09-09,4
2017-09-10,1
2017-09-11,12
2017-09-12,20
2017-09-13,10
2017-09-14,12
2017-09-15,10
2017-09-16,6
2017-09-17,2
2017-09-18,10
2017-09-19,15
2017-09-20,18
2017-09-21,12
2017-09-22,19
2017-09-23,0
2017-09-24,2
2017-09-25,15
2017-09-26,24
2017-09-27,15
2017-09-28,14
2017-09-29,10
2017-09-30,3
2017-10-01,2
2017-10-02,9
2017-10-03,10
2017-10-04,18
2017-10-05,23
2017-10-06,26
