date,NFLX stock
2014-03-16,3
2014-03-17,16
2014-03-18,5
2014-03-19,16
2014-03-20,8
2014-03-21,8
2014-03-22,0
2014-03-23,0
2014-03-24,13
2014-03-25,15
2014-03-26,24
2014-03-27,21
2014-03-28,8
2014-03-29,9
2014-03-30,6
2014-03-31,16
2014-04-01,11
2014-04-02,16
2014-04-03,21
2014-04-04,28
2014-04-05,6
2014-04-06,3
2014-04-07,13
2014-04-08,26
2014-04-09,24
2014-04-10,11
2014-04-11,8
2014-04-12,0
2014-04-13,3
2014-04-14,8
2014-04-15,19
2014-04-16,16
2014-04-17,28
2014-04-18,9
2014-04-19,0
2014-04-20,0
2014-04-21,70
2014-04-22,69
2014-04-23,35
2014-04-24,29
2014-04-25,22
2014-04-26,13
2014-04-27,6
2014-04-28,13
2014-04-29,16
2014-04-30,16
2014-05-01,24
2014-05-02,9
2014-05-03,0
2014-05-04,6
2014-05-05,16
2014-05-06,16
2014-05-07,18
2014-05-08,27
2014-05-09,14
2014-05-10,16
2014-05-11,6
2014-05-12,21
2014-05-13,29
2014-05-14,8
2014-05-15,29
2014-05-16,14
2014-05-17,3
2014-05-18,3
2014-05-19,18
2014-05-20,24
2014-05-21,20
2014-05-22,26
2014-05-23,30
2014-05-24,11
2014-05-25,4
2014-05-26,6
2014-05-27,14
2014-05-28,17
2014-05-29,36
2014-05-30,28
2014-05-31,0
2014-06-01,7
2014-06-02,9
2014-06-03,14
2014-06-04,20
2014-06-05,29
2014-06-06,15
2014-06-07,4
2014-06-08,4
2014-06-09,12
2014-06-10,15
2014-06-11,18
2014-06-12,9
2014-06-13,21
2014-06-14,4
2014-06-15,0
2014-06-16,18
2014-06-17,20
2014-06-18,15
2014-06-19,15
2014-06-20,12
2014-06-21,4
2014-06-22,11
2014-06-23,12
2014-06-24,15
2014-06-25,18
2014-06-26,12
2014-06-27,9
2014-06-28,0
2014-06-29,0
2014-06-30,9
2014-07-01,24
2014-07-02,27
2014-07-03,6
2014-07-04,3
2014-07-05,0
2014-07-06,7
2014-07-07,30
2014-07-08,21
2014-07-09,9
2014-07-10,15
2014-07-11,9
2014-07-12,4
2014-07-13,0
2014-07-14,9
2014-07-15,3
2014-07-16,18
2014-07-17,6
2014-07-18,25
2014-07-19,4
2014-07-20,0
2014-07-21,33
2014-07-22,47
2014-07-23,25
2014-07-24,18
2014-07-25,16
2014-07-26,4
2014-07-27,0
2014-07-28,9
2014-07-29,15
2014-07-30,6
2014-07-31,18
2014-08-01,13
2014-08-02,11
2014-08-03,11
2014-08-04,6
2014-08-05,3
2014-08-06,9
2014-08-07,9
2014-08-08,0
2014-08-09,4
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,6
2014-08-14,9
2014-08-15,6
2014-08-16,4
2014-08-17,0
2014-08-18,18
2014-08-19,6
2014-08-20,9
2014-08-21,12
2014-08-22,3
2014-08-23,3
2014-08-24,3
2014-08-25,17
2014-08-26,17
2014-08-27,17
2014-08-28,3
2014-08-29,3
2014-08-30,7
2014-08-31,0
2014-09-01,0
2014-09-02,8
2014-09-03,14
2014-09-04,6
2014-09-05,9
2014-09-06,7
2014-09-07,7
2014-09-08,14
2014-09-09,6
2014-09-10,8
2014-09-11,17
2014-09-12,6
2014-09-13,0
2014-09-14,0
2014-09-15,14
2014-09-16,11
2014-09-17,6
2014-09-18,3
2014-09-19,12
2014-09-20,0
2014-09-21,3
2014-09-22,8
2014-09-23,8
2014-09-24,17
2014-09-25,20
2014-09-26,9
2014-09-27,0
2014-09-28,7
2014-09-29,6
2014-09-30,16
2014-10-01,14
2014-10-02,17
2014-10-03,6
2014-10-04,0
2014-10-05,0
2014-10-06,6
2014-10-07,3
2014-10-08,3
2014-10-09,8
2014-10-10,12
2014-10-11,3
2014-10-12,0
2014-10-13,14
2014-10-14,16
2014-10-15,44
2014-10-16,100
2014-10-17,55
2014-10-18,10
2014-10-19,10
2014-10-20,19
2014-10-21,21
2014-10-22,19
2014-10-23,39
2014-10-24,20
2014-10-25,3
2014-10-26,3
2014-10-27,14
2014-10-28,29
2014-10-29,19
2014-10-30,11
2014-10-31,20
2014-11-01,0
2014-11-02,6
2014-11-03,8
2014-11-04,13
2014-11-05,8
2014-11-06,8
2014-11-07,3
2014-11-08,0
2014-11-09,3
2014-11-10,8
2014-11-11,5
2014-11-12,19
2014-11-13,3
2014-11-14,19
2014-11-15,0
2014-11-16,3
2014-11-17,3
2014-11-18,6
2014-11-19,8
2014-11-20,14
2014-11-21,11
2014-11-22,3
2014-11-23,3
2014-11-24,5
2014-11-25,16
2014-11-26,11
2014-11-27,3
2014-11-28,14
2014-11-29,0
2014-11-30,3
2014-12-01,13
