date,NFLX stock
2013-11-06,23
2013-11-07,18
2013-11-08,6
2013-11-09,0
2013-11-10,7
2013-11-11,9
2013-11-12,31
2013-11-13,9
2013-11-14,12
2013-11-15,18
2013-11-16,10
2013-11-17,0
2013-11-18,20
2013-11-19,6
2013-11-20,20
2013-11-21,14
2013-11-22,20
2013-11-23,13
2013-11-24,0
2013-11-25,11
2013-11-26,11
2013-11-27,11
2013-11-28,6
2013-11-29,15
2013-11-30,3
2013-12-01,0
2013-12-02,11
2013-12-03,17
2013-12-04,11
2013-12-05,6
2013-12-06,15
2013-12-07,3
2013-12-08,0
2013-12-09,3
2013-12-10,14
2013-12-11,17
2013-12-12,18
2013-12-13,15
2013-12-14,3
2013-12-15,3
2013-12-16,9
2013-12-17,15
2013-12-18,6
2013-12-19,9
2013-12-20,3
2013-12-21,11
2013-12-22,0
2013-12-23,25
2013-12-24,14
2013-12-25,11
2013-12-26,19
2013-12-27,13
2013-12-28,3
2013-12-29,0
2013-12-30,18
2013-12-31,21
2014-01-01,18
2014-01-02,29
2014-01-03,6
2014-01-04,0
2014-01-05,13
2014-01-06,14
2014-01-07,25
2014-01-08,8
2014-01-09,17
2014-01-10,20
2014-01-11,3
2014-01-12,3
2014-01-13,8
2014-01-14,14
2014-01-15,22
2014-01-16,8
2014-01-17,11
2014-01-18,0
2014-01-19,0
2014-01-20,3
2014-01-21,8
2014-01-22,55
2014-01-23,100
2014-01-24,59
2014-01-25,9
2014-01-26,13
2014-01-27,21
2014-01-28,35
2014-01-29,57
2014-01-30,19
2014-01-31,28
2014-02-01,3
2014-02-02,6
2014-02-03,29
2014-02-04,11
2014-02-05,14
2014-02-06,7
2014-02-07,30
2014-02-08,13
2014-02-09,3
2014-02-10,24
2014-02-11,13
2014-02-12,16
2014-02-13,14
2014-02-14,28
2014-02-15,6
2014-02-16,3
2014-02-17,5
2014-02-18,16
2014-02-19,16
2014-02-20,25
2014-02-21,20
2014-02-22,3
2014-02-23,6
2014-02-24,40
2014-02-25,27
2014-02-26,43
2014-02-27,14
2014-02-28,23
2014-03-01,13
2014-03-02,6
2014-03-03,14
2014-03-04,16
2014-03-05,19
2014-03-06,11
2014-03-07,20
2014-03-08,13
2014-03-09,6
2014-03-10,16
2014-03-11,32
2014-03-12,19
2014-03-13,16
2014-03-14,11
2014-03-15,3
2014-03-16,6
2014-03-17,13
2014-03-18,8
2014-03-19,11
2014-03-20,8
2014-03-21,6
2014-03-22,0
2014-03-23,0
2014-03-24,18
2014-03-25,24
2014-03-26,19
2014-03-27,22
2014-03-28,6
2014-03-29,9
2014-03-30,6
2014-03-31,16
2014-04-01,5
2014-04-02,5
2014-04-03,16
2014-04-04,20
2014-04-05,3
2014-04-06,0
2014-04-07,5
2014-04-08,13
2014-04-09,5
2014-04-10,11
2014-04-11,11
2014-04-12,0
2014-04-13,3
2014-04-14,8
2014-04-15,19
2014-04-16,25
2014-04-17,14
2014-04-18,12
2014-04-19,0
2014-04-20,0
2014-04-21,67
2014-04-22,72
2014-04-23,22
2014-04-24,22
2014-04-25,23
2014-04-26,10
2014-04-27,9
2014-04-28,27
2014-04-29,11
2014-04-30,11
2014-05-01,18
2014-05-02,12
2014-05-03,0
2014-05-04,3
2014-05-05,11
2014-05-06,24
2014-05-07,19
2014-05-08,16
2014-05-09,29
2014-05-10,13
2014-05-11,13
2014-05-12,24
2014-05-13,21
2014-05-14,13
2014-05-15,19
2014-05-16,11
2014-05-17,3
2014-05-18,0
2014-05-19,13
2014-05-20,27
2014-05-21,29
2014-05-22,24
2014-05-23,25
2014-05-24,4
2014-05-25,7
2014-05-26,6
2014-05-27,20
2014-05-28,15
2014-05-29,43
2014-05-30,16
2014-05-31,4
2014-06-01,0
2014-06-02,18
2014-06-03,17
2014-06-04,26
2014-06-05,9
2014-06-06,16
2014-06-07,4
2014-06-08,4
2014-06-09,12
2014-06-10,15
2014-06-11,12
2014-06-12,15
2014-06-13,15
2014-06-14,0
2014-06-15,4
2014-06-16,9
2014-06-17,15
2014-06-18,21
2014-06-19,18
2014-06-20,16
2014-06-21,11
2014-06-22,11
2014-06-23,6
2014-06-24,18
2014-06-25,9
2014-06-26,15
2014-06-27,10
2014-06-28,4
2014-06-29,0
2014-06-30,12
2014-07-01,27
2014-07-02,19
2014-07-03,22
2014-07-04,3
2014-07-05,0
2014-07-06,4
2014-07-07,24
2014-07-08,15
2014-07-09,24
2014-07-10,15
2014-07-11,6
2014-07-12,4
2014-07-13,0
2014-07-14,3
2014-07-15,6
2014-07-16,15
2014-07-17,15
2014-07-18,19
2014-07-19,7
2014-07-20,0
2014-07-21,36
2014-07-22,39
2014-07-23,25
2014-07-24,24
