date,NFLX stock
2011-09-18,0
2011-09-19,32
2011-09-20,43
2011-09-21,36
2011-09-22,15
2011-09-23,11
2011-09-24,0
2011-09-25,4
2011-09-26,21
2011-09-27,7
2011-09-28,7
2011-09-29,11
2011-09-30,19
2011-10-01,5
2011-10-02,4
2011-10-03,18
2011-10-04,14
2011-10-05,11
2011-10-06,7
2011-10-07,8
2011-10-08,0
2011-10-09,0
2011-10-10,21
2011-10-11,10
2011-10-12,14
2011-10-13,21
2011-10-14,11
2011-10-15,9
2011-10-16,0
2011-10-17,0
2011-10-18,14
2011-10-19,10
2011-10-20,7
2011-10-21,11
2011-10-22,0
2011-10-23,0
2011-10-24,34
2011-10-25,100
2011-10-26,61
2011-10-27,21
2011-10-28,30
2011-10-29,9
2011-10-30,8
2011-10-31,21
2011-11-01,29
2011-11-02,18
2011-11-03,21
2011-11-04,22
2011-11-05,13
2011-11-06,0
2011-11-07,14
2011-11-08,17
2011-11-09,14
2011-11-10,18
2011-11-11,4
2011-11-12,0
2011-11-13,0
2011-11-14,7
2011-11-15,10
2011-11-16,7
2011-11-17,17
2011-11-18,7
2011-11-19,4
2011-11-20,4
2011-11-21,3
2011-11-22,7
2011-11-23,3
2011-11-24,0
2011-11-25,8
2011-11-26,0
2011-11-27,0
2011-11-28,7
2011-11-29,0
2011-11-30,13
2011-12-01,3
2011-12-02,15
2011-12-03,4
2011-12-04,0
2011-12-05,17
2011-12-06,10
2011-12-07,10
2011-12-08,17
2011-12-09,7
2011-12-10,4
2011-12-11,0
2011-12-12,10
2011-12-13,13
2011-12-14,7
2011-12-15,3
2011-12-16,0
2011-12-17,0
2011-12-18,12
2011-12-19,3
2011-12-20,7
2011-12-21,11
2011-12-22,7
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,4
2011-12-27,4
2011-12-28,0
2011-12-29,0
2011-12-30,4
2011-12-31,9
2012-01-01,0
2012-01-02,4
2012-01-03,3
2012-01-04,7
2012-01-05,0
2012-01-06,7
2012-01-07,4
2012-01-08,8
2012-01-09,13
2012-01-10,13
2012-01-11,13
2012-01-12,16
2012-01-13,13
2012-01-14,8
2012-01-15,0
2012-01-16,6
2012-01-17,3
2012-01-18,13
2012-01-19,3
2012-01-20,10
2012-01-21,0
2012-01-22,0
2012-01-23,13
2012-01-24,3
2012-01-25,6
2012-01-26,43
2012-01-27,20
2012-01-28,12
2012-01-29,8
2012-01-30,16
2012-01-31,13
2012-02-01,13
2012-02-02,10
2012-02-03,3
2012-02-04,11
2012-02-05,0
2012-02-06,16
2012-02-07,13
2012-02-08,6
2012-02-09,19
2012-02-10,7
2012-02-11,8
2012-02-12,0
2012-02-13,19
2012-02-14,10
2012-02-15,19
2012-02-16,13
2012-02-17,23
2012-02-18,0
2012-02-19,0
2012-02-20,6
2012-02-21,3
2012-02-22,6
2012-02-23,6
2012-02-24,16
2012-02-25,0
2012-02-26,0
2012-02-27,9
2012-02-28,12
2012-02-29,9
2012-03-01,3
2012-03-02,14
2012-03-03,0
2012-03-04,0
2012-03-05,3
2012-03-06,12
2012-03-07,12
2012-03-08,19
2012-03-09,26
2012-03-10,0
2012-03-11,0
2012-03-12,3
2012-03-13,0
2012-03-14,6
2012-03-15,3
2012-03-16,3
2012-03-17,4
2012-03-18,0
2012-03-19,6
2012-03-20,6
2012-03-21,6
2012-03-22,6
2012-03-23,7
2012-03-24,0
2012-03-25,4
2012-03-26,3
2012-03-27,6
2012-03-28,3
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,3
2012-04-03,3
2012-04-04,3
2012-04-05,10
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,3
2012-04-12,3
2012-04-13,10
2012-04-14,0
2012-04-15,4
2012-04-16,9
2012-04-17,0
2012-04-18,6
2012-04-19,6
2012-04-20,7
2012-04-21,0
2012-04-22,0
2012-04-23,12
2012-04-24,9
2012-04-25,3
2012-04-26,16
2012-04-27,13
2012-04-28,4
2012-04-29,0
2012-04-30,3
2012-05-01,10
2012-05-02,6
2012-05-03,6
2012-05-04,10
2012-05-05,4
2012-05-06,0
2012-05-07,3
2012-05-08,0
2012-05-09,9
2012-05-10,0
2012-05-11,10
2012-05-12,4
2012-05-13,0
2012-05-14,12
2012-05-15,9
2012-05-16,9
2012-05-17,3
2012-05-18,3
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,24
2012-05-23,9
2012-05-24,0
2012-05-25,3
2012-05-26,0
2012-05-27,4
2012-05-28,0
2012-05-29,3
2012-05-30,12
2012-05-31,0
2012-06-01,3
2012-06-02,4
2012-06-03,0
2012-06-04,6
