date,NFLX stock
2015-12-26,0
2015-12-27,3
2015-12-28,18
2015-12-29,14
2015-12-30,16
2015-12-31,12
2016-01-01,3
2016-01-02,1
2016-01-03,2
2016-01-04,34
2016-01-05,21
2016-01-06,37
2016-01-07,65
2016-01-08,36
2016-01-09,4
2016-01-10,4
2016-01-11,22
2016-01-12,23
2016-01-13,27
2016-01-14,35
2016-01-15,41
2016-01-16,2
2016-01-17,4
2016-01-18,7
2016-01-19,64
2016-01-20,72
2016-01-21,44
2016-01-22,47
2016-01-23,7
2016-01-24,2
2016-01-25,31
2016-01-26,33
2016-01-27,47
2016-01-28,43
2016-01-29,31
2016-01-30,12
2016-01-31,5
2016-02-01,32
2016-02-02,20
2016-02-03,26
2016-02-04,27
2016-02-05,40
2016-02-06,10
2016-02-07,4
2016-02-08,33
2016-02-09,34
2016-02-10,42
2016-02-11,32
2016-02-12,32
2016-02-13,4
2016-02-14,1
2016-02-15,3
2016-02-16,21
2016-02-17,27
2016-02-18,22
2016-02-19,18
2016-02-20,12
2016-02-21,0
2016-02-22,20
2016-02-23,22
2016-02-24,32
2016-02-25,20
2016-02-26,21
2016-02-27,5
2016-02-28,0
2016-02-29,21
2016-03-01,25
2016-03-02,28
2016-03-03,24
2016-03-04,23
2016-03-05,2
2016-03-06,2
2016-03-07,22
2016-03-08,25
2016-03-09,29
2016-03-10,19
2016-03-11,19
2016-03-12,2
2016-03-13,2
2016-03-14,16
2016-03-15,15
2016-03-16,27
2016-03-17,18
2016-03-18,21
2016-03-19,4
2016-03-20,1
2016-03-21,18
2016-03-22,15
2016-03-23,23
2016-03-24,15
2016-03-25,17
2016-03-26,5
2016-03-27,5
2016-03-28,23
2016-03-29,31
2016-03-30,29
2016-03-31,16
2016-04-01,22
2016-04-02,4
2016-04-03,4
2016-04-04,26
2016-04-05,11
2016-04-06,22
2016-04-07,19
2016-04-08,25
2016-04-09,2
2016-04-10,1
2016-04-11,17
2016-04-12,15
2016-04-13,26
2016-04-14,26
2016-04-15,17
2016-04-16,5
2016-04-17,4
2016-04-18,57
2016-04-19,81
2016-04-20,43
2016-04-21,39
2016-04-22,38
2016-04-23,6
2016-04-24,2
2016-04-25,24
2016-04-26,23
2016-04-27,32
2016-04-28,43
2016-04-29,26
2016-04-30,6
2016-05-01,2
2016-05-02,17
2016-05-03,20
2016-05-04,19
2016-05-05,26
2016-05-06,24
2016-05-07,8
2016-05-08,2
2016-05-09,16
2016-05-10,27
2016-05-11,20
2016-05-12,30
2016-05-13,27
2016-05-14,5
2016-05-15,1
2016-05-16,19
2016-05-17,15
2016-05-18,18
2016-05-19,10
2016-05-20,23
2016-05-21,5
2016-05-22,4
2016-05-23,19
2016-05-24,26
2016-05-25,36
2016-05-26,45
2016-05-27,29
2016-05-28,5
2016-05-29,1
2016-05-30,3
2016-05-31,24
2016-06-01,19
2016-06-02,20
2016-06-03,18
2016-06-04,3
2016-06-05,2
2016-06-06,18
2016-06-07,14
2016-06-08,15
2016-06-09,19
2016-06-10,15
2016-06-11,5
2016-06-12,1
2016-06-13,16
2016-06-14,23
2016-06-15,18
2016-06-16,18
2016-06-17,12
2016-06-18,6
2016-06-19,4
2016-06-20,15
2016-06-21,23
2016-06-22,18
2016-06-23,18
2016-06-24,33
2016-06-25,1
2016-06-26,3
2016-06-27,22
2016-06-28,25
2016-06-29,21
2016-06-30,21
2016-07-01,35
2016-07-02,9
2016-07-03,0
2016-07-04,3
2016-07-05,30
2016-07-06,41
2016-07-07,24
2016-07-08,16
2016-07-09,4
2016-07-10,1
2016-07-11,23
2016-07-12,32
2016-07-13,15
2016-07-14,23
2016-07-15,23
2016-07-16,5
2016-07-17,4
2016-07-18,77
2016-07-19,100
2016-07-20,75
2016-07-21,38
2016-07-22,36
2016-07-23,5
2016-07-24,1
2016-07-25,32
2016-07-26,44
2016-07-27,33
2016-07-28,43
2016-07-29,30
2016-07-30,4
2016-07-31,1
2016-08-01,17
2016-08-02,16
2016-08-03,22
2016-08-04,14
2016-08-05,26
2016-08-06,7
2016-08-07,6
2016-08-08,15
2016-08-09,19
2016-08-10,19
2016-08-11,17
2016-08-12,21
2016-08-13,3
2016-08-14,1
2016-08-15,9
2016-08-16,24
2016-08-17,20
2016-08-18,21
2016-08-19,19
2016-08-20,3
2016-08-21,1
2016-08-22,7
2016-08-23,9
2016-08-24,9
2016-08-25,20
2016-08-26,22
2016-08-27,0
2016-08-28,3
2016-08-29,12
2016-08-30,9
2016-08-31,13
2016-09-01,13
2016-09-02,16
2016-09-03,1
2016-09-04,1
2016-09-05,2
2016-09-06,25
2016-09-07,16
2016-09-08,20
2016-09-09,9
2016-09-10,4
2016-09-11,1
