date,Walgreens,isPartial
2017-10-06,22,False
2017-10-07,22,False
2017-10-08,23,False
2017-10-09,23,False
2017-10-10,22,False
2017-10-11,22,False
2017-10-12,24,False
2017-10-13,24,False
2017-10-14,22,False
2017-10-15,23,False
2017-10-16,24,False
2017-10-17,22,False
2017-10-18,22,False
2017-10-19,22,False
2017-10-20,23,False
2017-10-21,21,False
2017-10-22,21,False
2017-10-23,22,False
2017-10-24,22,False
2017-10-25,22,False
2017-10-26,24,False
2017-10-27,23,False
2017-10-28,23,False
2017-10-29,23,False
2017-10-30,23,False
2017-10-31,23,False
2017-11-01,22,False
2017-11-02,22,False
2017-11-03,22,False
2017-11-04,22,False
2017-11-05,22,False
2017-11-06,23,False
2017-11-07,22,False
2017-11-08,22,False
2017-11-09,22,False
2017-11-10,22,False
2017-11-11,22,False
2017-11-12,23,False
2017-11-13,24,False
2017-11-14,24,False
2017-11-15,23,False
2017-11-16,23,False
2017-11-17,22,False
2017-11-18,22,False
2017-11-19,23,False
2017-11-20,24,False
2017-11-21,24,False
2017-11-22,24,False
2017-11-23,29,False
2017-11-24,25,False
2017-11-25,24,False
2017-11-26,26,False
2017-11-27,25,False
2017-11-28,25,False
2017-11-29,26,False
2017-11-30,25,False
2017-12-01,26,False
2017-12-02,26,False
2017-12-03,28,False
2017-12-04,28,False
2017-12-05,27,False
2017-12-06,27,False
2017-12-07,27,False
2017-12-08,27,False
2017-12-09,28,False
2017-12-10,29,False
2017-12-11,29,False
2017-12-12,30,False
2017-12-13,29,False
2017-12-14,29,False
2017-12-15,31,False
2017-12-16,31,False
2017-12-17,34,False
2017-12-18,34,False
2017-12-19,35,False
2017-12-20,36,False
2017-12-21,36,False
2017-12-22,39,False
2017-12-23,43,False
2017-12-24,58,False
2017-12-25,100,False
2017-12-26,39,False
2017-12-27,28,False
2017-12-28,28,False
2017-12-29,29,False
2017-12-30,27,False
2017-12-31,31,False
2018-01-01,30,False
2018-01-02,27,False
2018-01-03,26,False
2018-01-04,27,False
2018-01-05,26,False
2018-01-06,24,False
2018-01-07,25,False
2018-01-08,25,False
2018-01-09,25,False
2018-01-10,24,False
2018-01-11,24,False
2018-01-12,24,False
2018-01-13,24,False
2018-01-14,23,False
2018-01-15,24,False
2018-01-16,23,False
2018-01-17,22,False
2018-01-18,23,False
2018-01-19,24,False
2018-01-20,23,False
2018-01-21,23,False
2018-01-22,24,False
2018-01-23,23,False
2018-01-24,23,False
2018-01-25,23,False
2018-01-26,23,False
2018-01-27,23,False
2018-01-28,24,False
2018-01-29,24,False
2018-01-30,25,False
2018-01-31,23,False
2018-02-01,24,False
2018-02-02,24,False
2018-02-03,24,False
2018-02-04,24,False
2018-02-05,23,False
2018-02-06,24,False
2018-02-07,24,False
2018-02-08,24,False
2018-02-09,24,False
2018-02-10,23,False
2018-02-11,25,False
2018-02-12,26,False
2018-02-13,28,False
2018-02-14,27,False
2018-02-15,22,False
2018-02-16,22,False
2018-02-17,22,False
