date,Walgreens,isPartial
2015-12-26,100,False
2015-12-27,69,False
2015-12-28,71,False
2015-12-29,68,False
2015-12-30,70,False
2015-12-31,75,False
2016-01-01,68,False
2016-01-02,58,False
2016-01-03,63,False
2016-01-04,58,False
2016-01-05,58,False
2016-01-06,56,False
2016-01-07,53,False
2016-01-08,53,False
2016-01-09,53,False
2016-01-10,52,False
2016-01-11,53,False
2016-01-12,50,False
2016-01-13,49,False
2016-01-14,48,False
2016-01-15,51,False
2016-01-16,49,False
2016-01-17,51,False
2016-01-18,51,False
2016-01-19,52,False
2016-01-20,53,False
2016-01-21,47,False
2016-01-22,51,False
2016-01-23,48,False
2016-01-24,50,False
2016-01-25,54,False
2016-01-26,49,False
2016-01-27,48,False
2016-01-28,52,False
2016-01-29,50,False
2016-01-30,51,False
2016-01-31,53,False
2016-02-01,52,False
2016-02-02,52,False
2016-02-03,51,False
2016-02-04,51,False
2016-02-05,52,False
2016-02-06,55,False
2016-02-07,56,False
2016-02-08,54,False
2016-02-09,56,False
2016-02-10,54,False
2016-02-11,55,False
2016-02-12,59,False
2016-02-13,60,False
2016-02-14,59,False
2016-02-15,55,False
2016-02-16,52,False
2016-02-17,53,False
2016-02-18,50,False
2016-02-19,51,False
2016-02-20,51,False
2016-02-21,53,False
2016-02-22,51,False
2016-02-23,50,False
2016-02-24,51,False
2016-02-25,48,False
2016-02-26,51,False
2016-02-27,49,False
2016-02-28,53,False
2016-02-29,51,False
2016-03-01,53,False
2016-03-02,47,False
2016-03-03,50,False
2016-03-04,51,False
2016-03-05,53,False
2016-03-06,53,False
2016-03-07,55,False
2016-03-08,52,False
2016-03-09,49,False
2016-03-10,49,False
2016-03-11,53,False
2016-03-12,52,False
2016-03-13,52,False
2016-03-14,55,False
2016-03-15,52,False
2016-03-16,52,False
2016-03-17,50,False
2016-03-18,54,False
2016-03-19,51,False
2016-03-20,54,False
2016-03-21,54,False
2016-03-22,50,False
2016-03-23,55,False
2016-03-24,53,False
2016-03-25,56,False
2016-03-26,56,False
2016-03-27,70,False
2016-03-28,60,False
2016-03-29,55,False
2016-03-30,51,False
2016-03-31,51,False
2016-04-01,51,False
2016-04-02,53,False
2016-04-03,56,False
2016-04-04,54,False
2016-04-05,52,False
2016-04-06,53,False
2016-04-07,53,False
2016-04-08,55,False
2016-04-09,53,False
2016-04-10,58,False
2016-04-11,54,False
2016-04-12,55,False
2016-04-13,51,False
2016-04-14,49,False
