date,Walgreens,isPartial
2018-02-13,94,False
2018-02-14,93,False
2018-02-15,76,False
2018-02-16,78,False
2018-02-17,71,False
2018-02-18,75,False
2018-02-19,75,False
2018-02-20,72,False
2018-02-21,72,False
2018-02-22,72,False
2018-02-23,75,False
2018-02-24,74,False
2018-02-25,73,False
2018-02-26,76,False
2018-02-27,71,False
2018-02-28,72,False
2018-03-01,73,False
2018-03-02,69,False
2018-03-03,71,False
2018-03-04,79,False
2018-03-05,78,False
2018-03-06,78,False
2018-03-07,74,False
2018-03-08,71,False
2018-03-09,74,False
2018-03-10,72,False
2018-03-11,78,False
2018-03-12,72,False
2018-03-13,74,False
2018-03-14,72,False
2018-03-15,72,False
2018-03-16,68,False
2018-03-17,71,False
2018-03-18,73,False
2018-03-19,72,False
2018-03-20,74,False
2018-03-21,65,False
2018-03-22,70,False
2018-03-23,75,False
2018-03-24,74,False
2018-03-25,80,False
2018-03-26,75,False
2018-03-27,72,False
2018-03-28,72,False
2018-03-29,74,False
2018-03-30,79,False
2018-03-31,77,False
2018-04-01,100,False
2018-04-02,84,False
2018-04-03,76,False
2018-04-04,77,False
2018-04-05,75,False
2018-04-06,72,False
2018-04-07,73,False
2018-04-08,75,False
2018-04-09,79,False
2018-04-10,71,False
2018-04-11,72,False
2018-04-12,72,False
2018-04-13,70,False
2018-04-14,71,False
2018-04-15,75,False
2018-04-16,75,False
2018-04-17,75,False
2018-04-18,71,False
2018-04-19,71,False
2018-04-20,69,False
2018-04-21,73,False
2018-04-22,80,False
2018-04-23,80,False
2018-04-24,74,False
2018-04-25,70,False
2018-04-26,72,False
2018-04-27,75,False
2018-04-28,71,False
2018-04-29,74,False
2018-04-30,78,False
2018-05-01,81,False
2018-05-02,76,False
2018-05-03,76,False
2018-05-04,75,False
2018-05-05,74,False
2018-05-06,79,False
2018-05-07,87,False
2018-05-08,83,False
2018-05-09,83,False
2018-05-10,83,False
2018-05-11,91,False
2018-05-12,92,False
2018-05-13,94,False
2018-05-14,86,False
2018-05-15,80,False
2018-05-16,75,False
2018-05-17,77,False
2018-05-18,79,False
2018-05-19,75,False
2018-05-20,77,False
2018-05-21,82,False
2018-05-22,80,False
2018-05-23,75,False
2018-05-24,79,False
2018-05-25,79,False
2018-05-26,77,False
2018-05-27,76,False
2018-05-28,75,False
2018-05-29,82,False
2018-05-30,81,False
2018-05-31,82,False
2018-06-01,82,False
2018-06-02,77,False
2018-06-03,77,False
2018-06-04,81,False
2018-06-05,80,False
2018-06-06,80,False
2018-06-07,79,False
2018-06-08,81,False
2018-06-09,76,False
2018-06-10,80,False
2018-06-11,85,False
2018-06-12,82,False
2018-06-13,81,False
2018-06-14,80,False
2018-06-15,84,False
2018-06-16,88,False
2018-06-17,88,False
2018-06-18,78,False
2018-06-19,80,False
2018-06-20,79,False
2018-06-21,76,False
2018-06-22,75,False
2018-06-23,72,False
2018-06-24,78,False
2018-06-25,84,False
2018-06-26,81,False
2018-06-27,79,False
2018-06-28,76,False
2018-06-29,83,False
