date,GILD stock
2015-08-18,11
2015-08-19,22
2015-08-20,39
2015-08-21,32
2015-08-22,13
2015-08-23,10
2015-08-24,72
2015-08-25,40
2015-08-26,43
2015-08-27,49
2015-08-28,23
2015-08-29,16
2015-08-30,6
2015-08-31,24
2015-09-01,19
2015-09-02,29
2015-09-03,49
2015-09-04,39
2015-09-05,13
2015-09-06,3
2015-09-07,14
2015-09-08,24
2015-09-09,29
2015-09-10,29
2015-09-11,33
2015-09-12,9
2015-09-13,9
2015-09-14,23
2015-09-15,32
2015-09-16,26
2015-09-17,27
2015-09-18,33
2015-09-19,3
2015-09-20,0
2015-09-21,23
2015-09-22,31
2015-09-23,24
2015-09-24,24
2015-09-25,45
2015-09-26,6
2015-09-27,9
2015-09-28,56
2015-09-29,46
2015-09-30,34
2015-10-01,37
2015-10-02,30
2015-10-03,15
2015-10-04,3
2015-10-05,31
2015-10-06,31
2015-10-07,28
2015-10-08,26
2015-10-09,22
2015-10-10,9
2015-10-11,0
2015-10-12,29
2015-10-13,38
2015-10-14,21
2015-10-15,13
2015-10-16,40
2015-10-17,6
2015-10-18,3
2015-10-19,18
2015-10-20,33
2015-10-21,39
2015-10-22,44
2015-10-23,44
2015-10-24,12
2015-10-25,3
2015-10-26,36
2015-10-27,62
2015-10-28,56
2015-10-29,42
2015-10-30,27
2015-10-31,9
2015-11-01,12
2015-11-02,33
2015-11-03,23
2015-11-04,33
2015-11-05,36
2015-11-06,32
2015-11-07,9
2015-11-08,12
2015-11-09,25
2015-11-10,20
2015-11-11,13
2015-11-12,13
2015-11-13,40
2015-11-14,6
2015-11-15,12
2015-11-16,33
2015-11-17,30
2015-11-18,33
2015-11-19,26
2015-11-20,27
2015-11-21,9
2015-11-22,3
2015-11-23,28
2015-11-24,23
2015-11-25,13
2015-11-26,5
2015-11-27,22
2015-11-28,9
2015-11-29,6
2015-11-30,30
2015-12-01,28
2015-12-02,25
2015-12-03,26
2015-12-04,42
2015-12-05,3
2015-12-06,12
2015-12-07,20
2015-12-08,18
2015-12-09,13
2015-12-10,23
2015-12-11,27
2015-12-12,0
2015-12-13,0
2015-12-14,30
2015-12-15,18
2015-12-16,13
2015-12-17,22
2015-12-18,29
2015-12-19,3
2015-12-20,3
2015-12-21,16
2015-12-22,17
2015-12-23,12
2015-12-24,29
2015-12-25,7
2015-12-26,3
2015-12-27,13
2015-12-28,33
2015-12-29,22
2015-12-30,32
2015-12-31,13
2016-01-01,7
2016-01-02,3
2016-01-03,0
2016-01-04,14
2016-01-05,33
2016-01-06,25
2016-01-07,25
2016-01-08,25
2016-01-09,6
2016-01-10,12
2016-01-11,32
2016-01-12,38
2016-01-13,32
2016-01-14,19
2016-01-15,34
2016-01-16,6
2016-01-17,9
2016-01-18,5
2016-01-19,21
2016-01-20,40
2016-01-21,42
2016-01-22,42
2016-01-23,12
2016-01-24,3
2016-01-25,13
2016-01-26,32
2016-01-27,41
2016-01-28,44
2016-01-29,83
2016-01-30,28
2016-01-31,0
2016-02-01,49
2016-02-02,72
2016-02-03,100
2016-02-04,53
2016-02-05,40
2016-02-06,19
2016-02-07,3
2016-02-08,33
2016-02-09,25
2016-02-10,48
2016-02-11,30
2016-02-12,42
2016-02-13,3
2016-02-14,0
2016-02-15,14
2016-02-16,24
2016-02-17,58
2016-02-18,11
2016-02-19,25
2016-02-20,0
2016-02-21,12
2016-02-22,18
2016-02-23,32
2016-02-24,35
2016-02-25,32
2016-02-26,42
2016-02-27,6
2016-02-28,3
2016-02-29,41
2016-03-01,31
2016-03-02,13
2016-03-03,32
2016-03-04,25
2016-03-05,3
2016-03-06,6
2016-03-07,26
2016-03-08,21
2016-03-09,29
2016-03-10,32
2016-03-11,33
2016-03-12,9
2016-03-13,3
2016-03-14,27
2016-03-15,24
2016-03-16,5
2016-03-17,25
2016-03-18,39
2016-03-19,12
2016-03-20,0
2016-03-21,29
2016-03-22,30
2016-03-23,44
2016-03-24,31
2016-03-25,12
2016-03-26,6
2016-03-27,13
2016-03-28,36
2016-03-29,16
2016-03-30,27
2016-03-31,32
2016-04-01,22
2016-04-02,3
2016-04-03,6
2016-04-04,24
2016-04-05,26
2016-04-06,34
2016-04-07,35
2016-04-08,22
2016-04-09,9
2016-04-10,6
2016-04-11,37
2016-04-12,13
2016-04-13,35
2016-04-14,30
2016-04-15,31
2016-04-16,9
2016-04-17,3
2016-04-18,32
2016-04-19,37
2016-04-20,24
2016-04-21,30
2016-04-22,31
2016-04-23,9
2016-04-24,0
2016-04-25,32
2016-04-26,26
2016-04-27,21
2016-04-28,74
2016-04-29,82
2016-04-30,9
2016-05-01,6
2016-05-02,33
2016-05-03,32
2016-05-04,38
