date,GILD stock
2013-06-29,0
2013-06-30,0
2013-07-01,8
2013-07-02,23
2013-07-03,23
2013-07-04,8
2013-07-05,34
2013-07-06,10
2013-07-07,0
2013-07-08,8
2013-07-09,31
2013-07-10,16
2013-07-11,8
2013-07-12,8
2013-07-13,0
2013-07-14,9
2013-07-15,31
2013-07-16,0
2013-07-17,0
2013-07-18,16
2013-07-19,24
2013-07-20,10
2013-07-21,10
2013-07-22,31
2013-07-23,15
2013-07-24,47
2013-07-25,16
2013-07-26,57
2013-07-27,10
2013-07-28,0
2013-07-29,23
2013-07-30,30
2013-07-31,8
2013-08-01,24
2013-08-02,8
2013-08-03,0
2013-08-04,10
2013-08-05,8
2013-08-06,16
2013-08-07,31
2013-08-08,0
2013-08-09,8
2013-08-10,9
2013-08-11,0
2013-08-12,8
2013-08-13,15
2013-08-14,31
2013-08-15,0
2013-08-16,8
2013-08-17,9
2013-08-18,0
2013-08-19,0
2013-08-20,46
2013-08-21,15
2013-08-22,8
2013-08-23,24
2013-08-24,9
2013-08-25,0
2013-08-26,7
2013-08-27,0
2013-08-28,15
2013-08-29,15
2013-08-30,0
2013-08-31,9
2013-09-01,0
2013-09-02,0
2013-09-03,0
2013-09-04,7
2013-09-05,15
2013-09-06,16
2013-09-07,9
2013-09-08,0
2013-09-09,15
2013-09-10,28
2013-09-11,22
2013-09-12,29
2013-09-13,8
2013-09-14,17
2013-09-15,0
2013-09-16,7
2013-09-17,21
2013-09-18,22
2013-09-19,7
2013-09-20,31
2013-09-21,9
2013-09-22,0
2013-09-23,15
2013-09-24,14
2013-09-25,0
2013-09-26,7
2013-09-27,31
2013-09-28,9
2013-09-29,0
2013-09-30,14
2013-10-01,21
2013-10-02,15
2013-10-03,15
2013-10-04,30
2013-10-05,0
2013-10-06,0
2013-10-07,14
2013-10-08,7
2013-10-09,15
2013-10-10,37
2013-10-11,38
2013-10-12,0
2013-10-13,9
2013-10-14,7
2013-10-15,14
2013-10-16,29
2013-10-17,15
2013-10-18,53
2013-10-19,0
2013-10-20,8
2013-10-21,21
2013-10-22,7
2013-10-23,7
2013-10-24,21
2013-10-25,22
2013-10-26,0
2013-10-27,0
2013-10-28,21
2013-10-29,7
2013-10-30,36
2013-10-31,0
2013-11-01,31
2013-11-02,0
2013-11-03,8
2013-11-04,36
2013-11-05,28
2013-11-06,14
2013-11-07,7
2013-11-08,15
2013-11-09,0
2013-11-10,8
2013-11-11,21
2013-11-12,14
2013-11-13,21
2013-11-14,22
2013-11-15,23
2013-11-16,0
2013-11-17,0
2013-11-18,14
2013-11-19,14
2013-11-20,14
2013-11-21,14
2013-11-22,36
2013-11-23,0
2013-11-24,8
2013-11-25,14
2013-11-26,7
2013-11-27,56
2013-11-28,0
2013-11-29,30
2013-11-30,8
2013-12-01,0
2013-12-02,7
2013-12-03,34
2013-12-04,35
2013-12-05,14
2013-12-06,51
2013-12-07,17
2013-12-08,16
2013-12-09,28
2013-12-10,56
2013-12-11,35
2013-12-12,43
2013-12-13,23
2013-12-14,0
2013-12-15,8
2013-12-16,28
2013-12-17,7
2013-12-18,29
2013-12-19,52
2013-12-20,16
2013-12-21,18
2013-12-22,0
2013-12-23,31
2013-12-24,17
2013-12-25,0
2013-12-26,49
2013-12-27,31
2013-12-28,17
2013-12-29,8
2013-12-30,46
2013-12-31,34
2014-01-01,0
2014-01-02,7
2014-01-03,15
2014-01-04,0
2014-01-05,16
2014-01-06,35
2014-01-07,0
2014-01-08,7
2014-01-09,28
2014-01-10,7
2014-01-11,8
2014-01-12,8
2014-01-13,7
2014-01-14,20
2014-01-15,41
2014-01-16,27
2014-01-17,14
2014-01-18,0
2014-01-19,16
2014-01-20,7
2014-01-21,47
2014-01-22,54
2014-01-23,34
2014-01-24,63
2014-01-25,0
2014-01-26,8
2014-01-27,33
2014-01-28,13
2014-01-29,20
2014-01-30,34
2014-01-31,50
2014-02-01,16
2014-02-02,8
2014-02-03,40
2014-02-04,100
2014-02-05,80
2014-02-06,18
2014-02-07,38
2014-02-08,8
2014-02-09,0
2014-02-10,7
2014-02-11,99
2014-02-12,67
2014-02-13,33
2014-02-14,41
2014-02-15,8
2014-02-16,0
2014-02-17,7
2014-02-18,46
2014-02-19,33
2014-02-20,14
2014-02-21,21
2014-02-22,8
2014-02-23,16
2014-02-24,26
2014-02-25,27
2014-02-26,53
2014-02-27,27
2014-02-28,35
2014-03-01,0
2014-03-02,16
2014-03-03,34
2014-03-04,41
2014-03-05,20
2014-03-06,27
2014-03-07,21
2014-03-08,16
2014-03-09,8
2014-03-10,47
2014-03-11,20
2014-03-12,27
2014-03-13,47
2014-03-14,64
2014-03-15,8
2014-03-16,15
