date,GILD stock
2015-04-10,10
2015-04-11,4
2015-04-12,7
2015-04-13,18
2015-04-14,21
2015-04-15,45
2015-04-16,21
2015-04-17,19
2015-04-18,7
2015-04-19,3
2015-04-20,29
2015-04-21,63
2015-04-22,36
2015-04-23,24
2015-04-24,31
2015-04-25,3
2015-04-26,3
2015-04-27,35
2015-04-28,26
2015-04-29,35
2015-04-30,52
2015-05-01,63
2015-05-02,14
2015-05-03,7
2015-05-04,35
2015-05-05,44
2015-05-06,24
2015-05-07,15
2015-05-08,38
2015-05-09,4
2015-05-10,7
2015-05-11,27
2015-05-12,26
2015-05-13,42
2015-05-14,37
2015-05-15,19
2015-05-16,21
2015-05-17,0
2015-05-18,35
2015-05-19,47
2015-05-20,44
2015-05-21,30
2015-05-22,19
2015-05-23,4
2015-05-24,11
2015-05-25,15
2015-05-26,52
2015-05-27,41
2015-05-28,33
2015-05-29,28
2015-05-30,4
2015-05-31,17
2015-06-01,12
2015-06-02,32
2015-06-03,39
2015-06-04,31
2015-06-05,22
2015-06-06,0
2015-06-07,11
2015-06-08,23
2015-06-09,17
2015-06-10,24
2015-06-11,48
2015-06-12,31
2015-06-13,7
2015-06-14,7
2015-06-15,21
2015-06-16,26
2015-06-17,21
2015-06-18,48
2015-06-19,44
2015-06-20,14
2015-06-21,11
2015-06-22,21
2015-06-23,30
2015-06-24,30
2015-06-25,30
2015-06-26,37
2015-06-27,15
2015-06-28,7
2015-06-29,36
2015-06-30,42
2015-07-01,30
2015-07-02,46
2015-07-03,13
2015-07-04,0
2015-07-05,0
2015-07-06,29
2015-07-07,18
2015-07-08,44
2015-07-09,27
2015-07-10,28
2015-07-11,18
2015-07-12,7
2015-07-13,21
2015-07-14,51
2015-07-15,27
2015-07-16,21
2015-07-17,38
2015-07-18,8
2015-07-19,8
2015-07-20,38
2015-07-21,39
2015-07-22,30
2015-07-23,33
2015-07-24,44
2015-07-25,21
2015-07-26,14
2015-07-27,24
2015-07-28,100
2015-07-29,99
2015-07-30,45
2015-07-31,60
2015-08-01,14
2015-08-02,4
2015-08-03,27
2015-08-04,24
2015-08-05,33
2015-08-06,30
2015-08-07,46
2015-08-08,7
2015-08-09,7
2015-08-10,33
2015-08-11,38
2015-08-12,39
2015-08-13,33
2015-08-14,12
2015-08-15,4
2015-08-16,7
2015-08-17,21
2015-08-18,15
2015-08-19,15
2015-08-20,30
2015-08-21,31
2015-08-22,18
2015-08-23,7
2015-08-24,51
2015-08-25,60
2015-08-26,76
2015-08-27,50
2015-08-28,30
2015-08-29,10
2015-08-30,0
2015-08-31,20
2015-09-01,20
2015-09-02,37
2015-09-03,44
2015-09-04,33
2015-09-05,17
2015-09-06,7
2015-09-07,21
2015-09-08,20
2015-09-09,22
2015-09-10,26
2015-09-11,41
2015-09-12,7
2015-09-13,7
2015-09-14,22
2015-09-15,37
2015-09-16,20
2015-09-17,28
2015-09-18,26
2015-09-19,10
2015-09-20,3
2015-09-21,39
2015-09-22,56
2015-09-23,28
2015-09-24,17
2015-09-25,30
2015-09-26,13
2015-09-27,17
2015-09-28,49
2015-09-29,50
2015-09-30,34
2015-10-01,36
2015-10-02,30
2015-10-03,10
2015-10-04,13
2015-10-05,33
2015-10-06,33
2015-10-07,36
2015-10-08,25
2015-10-09,23
2015-10-10,7
2015-10-11,3
2015-10-12,40
2015-10-13,36
2015-10-14,22
2015-10-15,25
2015-10-16,49
2015-10-17,3
2015-10-18,6
2015-10-19,19
2015-10-20,35
2015-10-21,44
2015-10-22,37
2015-10-23,35
2015-10-24,13
2015-10-25,6
2015-10-26,24
2015-10-27,88
2015-10-28,57
2015-10-29,33
2015-10-30,38
2015-10-31,7
2015-11-01,16
2015-11-02,39
2015-11-03,44
2015-11-04,30
2015-11-05,33
2015-11-06,38
2015-11-07,16
2015-11-08,13
2015-11-09,25
2015-11-10,33
2015-11-11,8
2015-11-12,25
2015-11-13,29
2015-11-14,6
2015-11-15,6
2015-11-16,46
2015-11-17,41
2015-11-18,14
2015-11-19,47
2015-11-20,17
2015-11-21,10
2015-11-22,6
2015-11-23,19
2015-11-24,11
2015-11-25,11
2015-11-26,3
2015-11-27,18
2015-11-28,0
2015-11-29,3
2015-11-30,32
2015-12-01,33
2015-12-02,25
2015-12-03,42
2015-12-04,32
2015-12-05,13
2015-12-06,9
2015-12-07,27
2015-12-08,8
2015-12-09,19
2015-12-10,31
2015-12-11,26
2015-12-12,13
2015-12-13,3
2015-12-14,36
2015-12-15,31
2015-12-16,28
2015-12-17,32
2015-12-18,31
2015-12-19,3
2015-12-20,0
2015-12-21,20
2015-12-22,12
2015-12-23,28
2015-12-24,28
2015-12-25,0
2015-12-26,3
