date,GILD stock
2018-02-13,82
2018-02-14,100
2018-02-15,76
2018-02-16,96
2018-02-17,24
2018-02-18,12
2018-02-19,31
2018-02-20,61
2018-02-21,64
2018-02-22,68
2018-02-23,81
2018-02-24,39
2018-02-25,8
2018-02-26,63
2018-02-27,84
2018-02-28,60
2018-03-01,49
2018-03-02,77
2018-03-03,8
2018-03-04,8
2018-03-05,56
2018-03-06,43
2018-03-07,64
2018-03-08,58
2018-03-09,50
2018-03-10,23
2018-03-11,15
2018-03-12,20
2018-03-13,57
2018-03-14,53
2018-03-15,67
2018-03-16,56
2018-03-17,8
2018-03-18,8
2018-03-19,50
2018-03-20,54
2018-03-21,74
2018-03-22,58
2018-03-23,74
2018-03-24,27
2018-03-25,8
2018-03-26,54
2018-03-27,79
2018-03-28,67
2018-03-29,65
2018-03-30,15
2018-03-31,12
2018-04-01,12
2018-04-02,68
2018-04-03,64
2018-04-04,47
2018-04-05,69
2018-04-06,39
2018-04-07,24
2018-04-08,8
2018-04-09,50
