date,GILD stock
2017-01-19,17
2017-01-20,14
2017-01-21,8
2017-01-22,5
2017-01-23,20
2017-01-24,26
2017-01-25,28
2017-01-26,28
2017-01-27,15
2017-01-28,5
2017-01-29,3
2017-01-30,19
2017-01-31,20
2017-02-01,20
2017-02-02,24
2017-02-03,16
2017-02-04,4
2017-02-05,2
2017-02-06,20
2017-02-07,43
2017-02-08,100
2017-02-09,54
2017-02-10,52
2017-02-11,14
2017-02-12,9
2017-02-13,38
2017-02-14,42
2017-02-15,34
2017-02-16,28
2017-02-17,33
2017-02-18,6
2017-02-19,5
2017-02-20,6
2017-02-21,26
2017-02-22,25
2017-02-23,33
2017-02-24,28
2017-02-25,5
2017-02-26,3
2017-02-27,24
2017-02-28,24
2017-03-01,27
2017-03-02,22
2017-03-03,14
2017-03-04,5
2017-03-05,3
2017-03-06,23
2017-03-07,22
2017-03-08,15
2017-03-09,16
2017-03-10,27
2017-03-11,4
2017-03-12,7
2017-03-13,20
2017-03-14,16
2017-03-15,27
2017-03-16,11
2017-03-17,16
2017-03-18,5
2017-03-19,3
2017-03-20,21
2017-03-21,14
2017-03-22,11
2017-03-23,18
2017-03-24,22
2017-03-25,3
2017-03-26,4
2017-03-27,18
2017-03-28,17
2017-03-29,11
2017-03-30,17
2017-03-31,12
2017-04-01,2
2017-04-02,4
2017-04-03,18
2017-04-04,13
2017-04-05,14
2017-04-06,15
2017-04-07,16
2017-04-08,5
2017-04-09,3
2017-04-10,14
2017-04-11,21
2017-04-12,19
2017-04-13,10
2017-04-14,2
2017-04-15,3
2017-04-16,2
2017-04-17,14
2017-04-18,16
2017-04-19,12
2017-04-20,12
2017-04-21,12
2017-04-22,2
2017-04-23,5
2017-04-24,14
2017-04-25,20
2017-04-26,14
2017-04-27,19
2017-04-28,17
2017-04-29,6
2017-04-30,2
2017-05-01,18
2017-05-02,40
2017-05-03,42
2017-05-04,19
2017-05-05,19
2017-05-06,3
2017-05-07,3
2017-05-08,17
2017-05-09,18
2017-05-10,17
2017-05-11,17
2017-05-12,14
2017-05-13,2
2017-05-14,6
2017-05-15,10
2017-05-16,15
2017-05-17,15
2017-05-18,12
2017-05-19,16
2017-05-20,10
2017-05-21,9
2017-05-22,14
2017-05-23,19
2017-05-24,19
2017-05-25,16
2017-05-26,14
2017-05-27,13
2017-05-28,2
2017-05-29,4
2017-05-30,16
2017-05-31,14
2017-06-01,17
2017-06-02,22
2017-06-03,5
2017-06-04,3
2017-06-05,9
2017-06-06,18
2017-06-07,11
2017-06-08,17
2017-06-09,15
2017-06-10,4
2017-06-11,3
2017-06-12,14
2017-06-13,7
2017-06-14,18
2017-06-15,16
2017-06-16,20
2017-06-17,4
2017-06-18,4
2017-06-19,17
2017-06-20,15
2017-06-21,20
2017-06-22,51
2017-06-23,40
2017-06-24,8
2017-06-25,4
2017-06-26,25
2017-06-27,24
2017-06-28,23
2017-06-29,27
2017-06-30,23
2017-07-01,6
2017-07-02,2
2017-07-03,8
2017-07-04,5
2017-07-05,21
2017-07-06,16
2017-07-07,18
2017-07-08,4
2017-07-09,4
2017-07-10,13
2017-07-11,17
2017-07-12,16
2017-07-13,16
2017-07-14,12
2017-07-15,6
2017-07-16,2
2017-07-17,16
2017-07-18,29
2017-07-19,22
2017-07-20,22
2017-07-21,23
2017-07-22,7
2017-07-23,6
2017-07-24,28
2017-07-25,34
2017-07-26,56
2017-07-27,49
2017-07-28,27
2017-07-29,6
2017-07-30,3
2017-07-31,23
2017-08-01,13
2017-08-02,30
2017-08-03,26
2017-08-04,28
2017-08-05,3
2017-08-06,3
2017-08-07,17
2017-08-08,17
2017-08-09,18
2017-08-10,17
2017-08-11,17
2017-08-12,3
2017-08-13,0
2017-08-14,17
2017-08-15,14
2017-08-16,13
2017-08-17,14
2017-08-18,6
2017-08-19,3
2017-08-20,2
2017-08-21,8
2017-08-22,10
2017-08-23,18
2017-08-24,12
2017-08-25,11
2017-08-26,3
2017-08-27,2
2017-08-28,53
2017-08-29,35
2017-08-30,50
2017-08-31,39
2017-09-01,42
2017-09-02,9
2017-09-03,3
2017-09-04,4
2017-09-05,24
2017-09-06,20
2017-09-07,27
2017-09-08,29
2017-09-09,8
2017-09-10,3
2017-09-11,19
2017-09-12,16
2017-09-13,22
2017-09-14,20
2017-09-15,17
2017-09-16,5
2017-09-17,3
2017-09-18,11
2017-09-19,17
2017-09-20,20
2017-09-21,17
2017-09-22,14
2017-09-23,2
2017-09-24,4
2017-09-25,15
2017-09-26,18
2017-09-27,15
2017-09-28,37
2017-09-29,27
2017-09-30,6
2017-10-01,3
2017-10-02,18
2017-10-03,23
2017-10-04,20
2017-10-05,18
2017-10-06,16
