date,GILD stock
2014-03-16,6
2014-03-17,21
2014-03-18,14
2014-03-19,14
2014-03-20,25
2014-03-21,35
2014-03-22,6
2014-03-23,6
2014-03-24,36
2014-03-25,27
2014-03-26,24
2014-03-27,16
2014-03-28,20
2014-03-29,17
2014-03-30,4
2014-03-31,17
2014-04-01,39
2014-04-02,21
2014-04-03,30
2014-04-04,20
2014-04-05,6
2014-04-06,6
2014-04-07,21
2014-04-08,19
2014-04-09,19
2014-04-10,27
2014-04-11,20
2014-04-12,15
2014-04-13,13
2014-04-14,28
2014-04-15,25
2014-04-16,27
2014-04-17,23
2014-04-18,16
2014-04-19,4
2014-04-20,9
2014-04-21,21
2014-04-22,52
2014-04-23,53
2014-04-24,41
2014-04-25,41
2014-04-26,8
2014-04-27,4
2014-04-28,26
2014-04-29,36
2014-04-30,27
2014-05-01,27
2014-05-02,34
2014-05-03,10
2014-05-04,0
2014-05-05,42
2014-05-06,23
2014-05-07,30
2014-05-08,28
2014-05-09,26
2014-05-10,10
2014-05-11,8
2014-05-12,33
2014-05-13,36
2014-05-14,23
2014-05-15,21
2014-05-16,33
2014-05-17,17
2014-05-18,4
2014-05-19,26
2014-05-20,28
2014-05-21,21
2014-05-22,23
2014-05-23,26
2014-05-24,9
2014-05-25,5
2014-05-26,8
2014-05-27,19
2014-05-28,15
2014-05-29,16
2014-05-30,28
2014-05-31,14
2014-06-01,9
2014-06-02,17
2014-06-03,29
2014-06-04,21
2014-06-05,21
2014-06-06,33
2014-06-07,7
2014-06-08,10
2014-06-09,48
2014-06-10,24
2014-06-11,19
2014-06-12,26
2014-06-13,29
2014-06-14,0
2014-06-15,5
2014-06-16,19
2014-06-17,19
2014-06-18,20
2014-06-19,22
2014-06-20,23
2014-06-21,7
2014-06-22,7
2014-06-23,24
2014-06-24,21
2014-06-25,15
2014-06-26,12
2014-06-27,27
2014-06-28,10
2014-06-29,5
2014-06-30,22
2014-07-01,26
2014-07-02,28
2014-07-03,39
2014-07-04,11
2014-07-05,10
2014-07-06,10
2014-07-07,32
2014-07-08,23
2014-07-09,14
2014-07-10,32
2014-07-11,21
2014-07-12,5
2014-07-13,7
2014-07-14,28
2014-07-15,25
2014-07-16,18
2014-07-17,36
2014-07-18,27
2014-07-19,15
2014-07-20,14
2014-07-21,31
2014-07-22,26
2014-07-23,78
2014-07-24,76
2014-07-25,38
2014-07-26,10
2014-07-27,17
2014-07-28,42
2014-07-29,30
2014-07-30,20
2014-07-31,34
2014-08-01,38
2014-08-02,12
2014-08-03,0
2014-08-04,29
2014-08-05,31
2014-08-06,28
2014-08-07,34
2014-08-08,15
2014-08-09,5
2014-08-10,5
2014-08-11,24
2014-08-12,15
2014-08-13,6
2014-08-14,36
2014-08-15,49
2014-08-16,26
2014-08-17,16
2014-08-18,49
2014-08-19,27
2014-08-20,33
2014-08-21,31
2014-08-22,42
2014-08-23,12
2014-08-24,7
2014-08-25,42
2014-08-26,53
2014-08-27,55
2014-08-28,54
2014-08-29,44
2014-08-30,28
2014-08-31,5
2014-09-01,19
2014-09-02,44
2014-09-03,56
2014-09-04,40
2014-09-05,57
2014-09-06,13
2014-09-07,7
2014-09-08,30
2014-09-09,31
2014-09-10,39
2014-09-11,43
2014-09-12,41
2014-09-13,11
2014-09-14,7
2014-09-15,41
2014-09-16,46
2014-09-17,52
2014-09-18,34
2014-09-19,39
2014-09-20,18
2014-09-21,9
2014-09-22,33
2014-09-23,18
2014-09-24,31
2014-09-25,21
2014-09-26,41
2014-09-27,4
2014-09-28,11
2014-09-29,16
2014-09-30,27
2014-10-01,30
2014-10-02,21
2014-10-03,30
2014-10-04,16
2014-10-05,9
2014-10-06,31
2014-10-07,35
2014-10-08,24
2014-10-09,33
2014-10-10,60
2014-10-11,18
2014-10-12,13
2014-10-13,24
2014-10-14,29
2014-10-15,42
2014-10-16,42
2014-10-17,45
2014-10-18,18
2014-10-19,7
2014-10-20,24
2014-10-21,34
2014-10-22,25
2014-10-23,39
2014-10-24,48
2014-10-25,13
2014-10-26,6
2014-10-27,54
2014-10-28,100
2014-10-29,63
2014-10-30,48
2014-10-31,42
2014-11-01,22
2014-11-02,13
2014-11-03,27
2014-11-04,39
2014-11-05,59
2014-11-06,39
2014-11-07,38
2014-11-08,13
2014-11-09,4
2014-11-10,25
2014-11-11,50
2014-11-12,48
2014-11-13,39
2014-11-14,54
2014-11-15,8
2014-11-16,16
2014-11-17,53
2014-11-18,50
2014-11-19,51
2014-11-20,34
2014-11-21,49
2014-11-22,15
2014-11-23,6
2014-11-24,33
2014-11-25,35
2014-11-26,59
2014-11-27,13
2014-11-28,15
2014-11-29,15
2014-11-30,8
2014-12-01,38
