date,GILD stock
2016-05-04,25
2016-05-05,29
2016-05-06,29
2016-05-07,13
2016-05-08,3
2016-05-09,29
2016-05-10,35
2016-05-11,33
2016-05-12,32
2016-05-13,36
2016-05-14,0
2016-05-15,3
2016-05-16,27
2016-05-17,25
2016-05-18,24
2016-05-19,32
2016-05-20,37
2016-05-21,12
2016-05-22,9
2016-05-23,31
2016-05-24,20
2016-05-25,29
2016-05-26,17
2016-05-27,28
2016-05-28,8
2016-05-29,3
2016-05-30,5
2016-05-31,21
2016-06-01,28
2016-06-02,34
2016-06-03,31
2016-06-04,5
2016-06-05,6
2016-06-06,23
2016-06-07,44
2016-06-08,17
2016-06-09,20
2016-06-10,15
2016-06-11,3
2016-06-12,5
2016-06-13,22
2016-06-14,22
2016-06-15,27
2016-06-16,23
2016-06-17,29
2016-06-18,6
2016-06-19,6
2016-06-20,12
2016-06-21,28
2016-06-22,35
2016-06-23,29
2016-06-24,58
2016-06-25,5
2016-06-26,0
2016-06-27,28
2016-06-28,46
2016-06-29,35
2016-06-30,14
2016-07-01,39
2016-07-02,11
2016-07-03,6
2016-07-04,4
2016-07-05,24
2016-07-06,26
2016-07-07,31
2016-07-08,37
2016-07-09,3
2016-07-10,5
2016-07-11,37
2016-07-12,34
2016-07-13,23
2016-07-14,22
2016-07-15,39
2016-07-16,6
2016-07-17,7
2016-07-18,27
2016-07-19,31
2016-07-20,37
2016-07-21,27
2016-07-22,32
2016-07-23,10
2016-07-24,8
2016-07-25,97
2016-07-26,100
2016-07-27,70
2016-07-28,40
2016-07-29,47
2016-07-30,8
2016-07-31,3
2016-08-01,28
2016-08-02,25
2016-08-03,41
2016-08-04,36
2016-08-05,40
2016-08-06,7
2016-08-07,7
2016-08-08,35
2016-08-09,33
2016-08-10,34
2016-08-11,43
2016-08-12,34
2016-08-13,3
2016-08-14,5
2016-08-15,26
2016-08-16,30
2016-08-17,57
2016-08-18,36
2016-08-19,31
2016-08-20,3
2016-08-21,3
2016-08-22,28
2016-08-23,24
2016-08-24,39
2016-08-25,25
2016-08-26,40
2016-08-27,5
2016-08-28,10
2016-08-29,36
2016-08-30,36
2016-08-31,42
2016-09-01,36
2016-09-02,45
2016-09-03,16
2016-09-04,8
2016-09-05,4
2016-09-06,38
2016-09-07,39
2016-09-08,49
2016-09-09,22
2016-09-10,6
2016-09-11,6
2016-09-12,23
2016-09-13,19
2016-09-14,22
2016-09-15,24
2016-09-16,34
2016-09-17,6
2016-09-18,12
2016-09-19,22
2016-09-20,44
2016-09-21,46
2016-09-22,50
2016-09-23,24
2016-09-24,10
2016-09-25,3
2016-09-26,22
2016-09-27,39
2016-09-28,30
2016-09-29,31
2016-09-30,27
2016-10-01,11
2016-10-02,3
2016-10-03,34
2016-10-04,36
2016-10-05,33
2016-10-06,32
2016-10-07,35
2016-10-08,9
2016-10-09,12
2016-10-10,32
2016-10-11,47
2016-10-12,22
2016-10-13,38
2016-10-14,29
2016-10-15,5
2016-10-16,5
2016-10-17,30
2016-10-18,25
2016-10-19,30
2016-10-20,24
2016-10-21,25
2016-10-22,3
2016-10-23,5
2016-10-24,20
2016-10-25,24
2016-10-26,33
2016-10-27,22
2016-10-28,31
2016-10-29,3
2016-10-30,8
2016-10-31,25
2016-11-01,63
2016-11-02,57
2016-11-03,29
2016-11-04,29
2016-11-05,14
2016-11-06,6
2016-11-07,21
2016-11-08,27
2016-11-09,58
2016-11-10,47
2016-11-11,46
2016-11-12,6
2016-11-13,9
2016-11-14,37
2016-11-15,40
2016-11-16,21
2016-11-17,15
2016-11-18,18
2016-11-19,12
2016-11-20,4
2016-11-21,36
2016-11-22,22
2016-11-23,25
2016-11-24,8
2016-11-25,18
2016-11-26,13
2016-11-27,4
2016-11-28,18
2016-11-29,23
2016-11-30,27
2016-12-01,25
2016-12-02,43
2016-12-03,12
2016-12-04,3
2016-12-05,16
2016-12-06,25
2016-12-07,25
2016-12-08,47
2016-12-09,31
2016-12-10,10
2016-12-11,7
2016-12-12,36
2016-12-13,37
2016-12-14,34
2016-12-15,42
2016-12-16,40
2016-12-17,15
2016-12-18,6
2016-12-19,24
2016-12-20,31
2016-12-21,25
2016-12-22,32
2016-12-23,29
2016-12-24,5
2016-12-25,3
2016-12-26,12
2016-12-27,26
2016-12-28,27
2016-12-29,19
2016-12-30,41
2016-12-31,6
2017-01-01,5
2017-01-02,7
2017-01-03,32
2017-01-04,38
2017-01-05,33
2017-01-06,31
2017-01-07,4
2017-01-08,10
2017-01-09,23
2017-01-10,21
2017-01-11,35
2017-01-12,24
2017-01-13,31
2017-01-14,7
2017-01-15,6
2017-01-16,10
2017-01-17,26
2017-01-18,28
2017-01-19,32
