date,Adobe,isPartial
2016-05-04,89,False
2016-05-05,83,False
2016-05-06,77,False
2016-05-07,68,False
2016-05-08,66,False
2016-05-09,88,False
2016-05-10,88,False
2016-05-11,91,False
2016-05-12,91,False
2016-05-13,87,False
2016-05-14,72,False
2016-05-15,69,False
2016-05-16,87,False
2016-05-17,93,False
2016-05-18,91,False
2016-05-19,91,False
2016-05-20,88,False
2016-05-21,71,False
2016-05-22,72,False
2016-05-23,87,False
2016-05-24,88,False
2016-05-25,90,False
2016-05-26,87,False
2016-05-27,82,False
2016-05-28,65,False
2016-05-29,66,False
2016-05-30,81,False
2016-05-31,86,False
2016-06-01,92,False
2016-06-02,89,False
2016-06-03,85,False
2016-06-04,66,False
2016-06-05,72,False
2016-06-06,83,False
2016-06-07,88,False
2016-06-08,91,False
2016-06-09,89,False
2016-06-10,80,False
2016-06-11,69,False
2016-06-12,65,False
2016-06-13,80,False
2016-06-14,85,False
2016-06-15,85,False
2016-06-16,85,False
2016-06-17,82,False
2016-06-18,65,False
2016-06-19,65,False
2016-06-20,82,False
2016-06-21,90,False
2016-06-22,90,False
2016-06-23,90,False
2016-06-24,81,False
2016-06-25,73,False
2016-06-26,67,False
2016-06-27,82,False
2016-06-28,84,False
2016-06-29,86,False
2016-06-30,86,False
2016-07-01,74,False
2016-07-02,64,False
2016-07-03,64,False
2016-07-04,74,False
2016-07-05,81,False
2016-07-06,78,False
2016-07-07,76,False
2016-07-08,71,False
2016-07-09,59,False
2016-07-10,55,False
2016-07-11,75,False
2016-07-12,83,False
2016-07-13,84,False
2016-07-14,80,False
2016-07-15,74,False
2016-07-16,56,False
2016-07-17,61,False
2016-07-18,75,False
2016-07-19,84,False
2016-07-20,80,False
2016-07-21,81,False
2016-07-22,77,False
2016-07-23,58,False
2016-07-24,61,False
2016-07-25,77,False
2016-07-26,85,False
2016-07-27,79,False
2016-07-28,81,False
2016-07-29,75,False
2016-07-30,63,False
2016-07-31,62,False
2016-08-01,79,False
2016-08-02,83,False
2016-08-03,84,False
2016-08-04,80,False
2016-08-05,75,False
2016-08-06,64,False
2016-08-07,61,False
2016-08-08,79,False
2016-08-09,82,False
2016-08-10,81,False
2016-08-11,79,False
2016-08-12,76,False
2016-08-13,62,False
2016-08-14,62,False
2016-08-15,75,False
2016-08-16,83,False
2016-08-17,79,False
2016-08-18,78,False
2016-08-19,74,False
2016-08-20,59,False
2016-08-21,62,False
2016-08-22,79,False
2016-08-23,82,False
2016-08-24,82,False
2016-08-25,82,False
2016-08-26,77,False
2016-08-27,63,False
2016-08-28,62,False
2016-08-29,79,False
2016-08-30,83,False
2016-08-31,83,False
2016-09-01,80,False
2016-09-02,78,False
2016-09-03,63,False
2016-09-04,63,False
2016-09-05,77,False
2016-09-06,85,False
2016-09-07,83,False
2016-09-08,85,False
2016-09-09,78,False
2016-09-10,66,False
2016-09-11,63,False
2016-09-12,79,False
2016-09-13,87,False
2016-09-14,85,False
2016-09-15,85,False
2016-09-16,83,False
2016-09-17,69,False
2016-09-18,71,False
2016-09-19,87,False
2016-09-20,87,False
2016-09-21,92,False
2016-09-22,89,False
2016-09-23,84,False
2016-09-24,74,False
2016-09-25,74,False
2016-09-26,95,False
2016-09-27,88,False
2016-09-28,92,False
2016-09-29,90,False
2016-09-30,82,False
2016-10-01,70,False
2016-10-02,72,False
2016-10-03,89,False
2016-10-04,87,False
2016-10-05,86,False
2016-10-06,88,False
2016-10-07,83,False
2016-10-08,69,False
2016-10-09,69,False
2016-10-10,84,False
2016-10-11,90,False
2016-10-12,91,False
2016-10-13,90,False
2016-10-14,85,False
2016-10-15,70,False
2016-10-16,72,False
2016-10-17,91,False
2016-10-18,95,False
2016-10-19,93,False
2016-10-20,90,False
2016-10-21,88,False
2016-10-22,72,False
2016-10-23,73,False
2016-10-24,93,False
2016-10-25,94,False
2016-10-26,98,False
2016-10-27,97,False
2016-10-28,91,False
2016-10-29,80,False
2016-10-30,79,False
2016-10-31,93,False
2016-11-01,95,False
2016-11-02,97,False
2016-11-03,98,False
2016-11-04,100,False
2016-11-05,79,False
2016-11-06,76,False
2016-11-07,95,False
2016-11-08,94,False
2016-11-09,82,False
2016-11-10,96,False
2016-11-11,85,False
2016-11-12,77,False
2016-11-13,75,False
2016-11-14,96,False
2016-11-15,93,False
2016-11-16,100,False
2016-11-17,93,False
2016-11-18,95,False
2016-11-19,76,False
2016-11-20,75,False
2016-11-21,91,False
2016-11-22,94,False
2016-11-23,86,False
2016-11-24,81,False
2016-11-25,75,False
2016-11-26,70,False
2016-11-27,72,False
2016-11-28,88,False
2016-11-29,88,False
2016-11-30,87,False
2016-12-01,87,False
2016-12-02,85,False
2016-12-03,68,False
2016-12-04,67,False
2016-12-05,83,False
2016-12-06,87,False
2016-12-07,85,False
2016-12-08,84,False
2016-12-09,79,False
2016-12-10,62,False
2016-12-11,63,False
2016-12-12,82,False
2016-12-13,88,False
2016-12-14,85,False
2016-12-15,82,False
2016-12-16,83,False
2016-12-17,66,False
2016-12-18,68,False
2016-12-19,84,False
2016-12-20,81,False
2016-12-21,85,False
2016-12-22,83,False
2016-12-23,72,False
2016-12-24,62,False
2016-12-25,60,False
2016-12-26,65,False
2016-12-27,74,False
2016-12-28,75,False
2016-12-29,73,False
2016-12-30,68,False
2016-12-31,57,False
2017-01-01,55,False
2017-01-02,70,False
2017-01-03,81,False
2017-01-04,85,False
2017-01-05,87,False
2017-01-06,76,False
2017-01-07,66,False
2017-01-08,67,False
2017-01-09,82,False
2017-01-10,90,False
2017-01-11,92,False
2017-01-12,92,False
2017-01-13,89,False
2017-01-14,70,False
2017-01-15,70,False
2017-01-16,87,False
2017-01-17,89,False
2017-01-18,89,False
2017-01-19,93,False
