date,Adobe,isPartial
2018-02-13,99,False
2018-02-14,94,False
2018-02-15,92,False
2018-02-16,86,False
2018-02-17,66,False
2018-02-18,70,False
2018-02-19,88,False
2018-02-20,94,False
2018-02-21,95,False
2018-02-22,96,False
2018-02-23,90,False
2018-02-24,69,False
2018-02-25,69,False
2018-02-26,96,False
2018-02-27,98,False
2018-02-28,95,False
2018-03-01,93,False
2018-03-02,87,False
2018-03-03,70,False
2018-03-04,69,False
2018-03-05,90,False
2018-03-06,94,False
2018-03-07,92,False
2018-03-08,92,False
2018-03-09,88,False
2018-03-10,67,False
2018-03-11,67,False
2018-03-12,90,False
2018-03-13,100,False
2018-03-14,95,False
2018-03-15,93,False
2018-03-16,86,False
2018-03-17,66,False
2018-03-18,66,False
2018-03-19,92,False
2018-03-20,94,False
2018-03-21,91,False
2018-03-22,93,False
2018-03-23,83,False
2018-03-24,66,False
2018-03-25,64,False
2018-03-26,93,False
2018-03-27,94,False
2018-03-28,91,False
2018-03-29,86,False
2018-03-30,74,False
2018-03-31,60,False
2018-04-01,60,False
2018-04-02,82,False
2018-04-03,90,False
2018-04-04,90,False
2018-04-05,91,False
2018-04-06,81,False
2018-04-07,63,False
2018-04-08,65,False
2018-04-09,89,False
2018-04-10,94,False
2018-04-11,92,False
2018-04-12,92,False
2018-04-13,84,False
2018-04-14,60,False
2018-04-15,65,False
2018-04-16,91,False
2018-04-17,91,False
2018-04-18,90,False
2018-04-19,86,False
2018-04-20,81,False
2018-04-21,60,False
2018-04-22,61,False
2018-04-23,86,False
2018-04-24,87,False
2018-04-25,85,False
2018-04-26,84,False
2018-04-27,82,False
2018-04-28,58,False
2018-04-29,58,False
2018-04-30,79,False
2018-05-01,78,False
2018-05-02,83,False
2018-05-03,86,False
2018-05-04,78,False
2018-05-05,59,False
2018-05-06,58,False
2018-05-07,83,False
2018-05-08,90,False
2018-05-09,86,False
2018-05-10,83,False
2018-05-11,81,False
2018-05-12,57,False
2018-05-13,58,False
2018-05-14,84,False
2018-05-15,89,False
2018-05-16,90,False
2018-05-17,89,False
2018-05-18,81,False
2018-05-19,56,False
2018-05-20,59,False
2018-05-21,83,False
2018-05-22,91,False
2018-05-23,89,False
2018-05-24,86,False
2018-05-25,79,False
2018-05-26,54,False
2018-05-27,58,False
2018-05-28,72,False
2018-05-29,83,False
2018-05-30,84,False
2018-05-31,82,False
2018-06-01,76,False
2018-06-02,57,False
2018-06-03,57,False
2018-06-04,83,False
2018-06-05,82,False
2018-06-06,85,False
2018-06-07,84,False
2018-06-08,77,False
2018-06-09,57,False
2018-06-10,58,False
2018-06-11,80,False
2018-06-12,82,False
2018-06-13,83,False
2018-06-14,81,False
2018-06-15,71,False
2018-06-16,52,False
2018-06-17,51,False
2018-06-18,76,False
2018-06-19,80,False
2018-06-20,82,False
2018-06-21,79,False
2018-06-22,70,False
2018-06-23,52,False
2018-06-24,52,False
2018-06-25,76,False
2018-06-26,80,False
2018-06-27,77,False
2018-06-28,78,False
