date,Adobe,isPartial
2014-12-01,36,False
2014-12-02,39,False
2014-12-03,39,False
2014-12-04,37,False
2014-12-05,37,False
2014-12-06,34,False
2014-12-07,34,False
2014-12-08,35,False
2014-12-09,37,False
2014-12-10,39,False
2014-12-11,44,False
2014-12-12,53,False
2014-12-13,51,False
2014-12-14,47,False
2014-12-15,47,False
2014-12-16,46,False
2014-12-17,45,False
2014-12-18,41,False
2014-12-19,41,False
2014-12-20,37,False
2014-12-21,36,False
2014-12-22,38,False
2014-12-23,37,False
2014-12-24,35,False
2014-12-25,35,False
2014-12-26,37,False
2014-12-27,35,False
2014-12-28,35,False
2014-12-29,36,False
2014-12-30,37,False
2014-12-31,33,False
2015-01-01,30,False
2015-01-02,34,False
2015-01-03,34,False
2015-01-04,35,False
2015-01-05,38,False
2015-01-06,39,False
2015-01-07,39,False
2015-01-08,39,False
2015-01-09,37,False
2015-01-10,34,False
2015-01-11,34,False
2015-01-12,37,False
2015-01-13,38,False
2015-01-14,41,False
2015-01-15,38,False
2015-01-16,37,False
2015-01-17,34,False
2015-01-18,35,False
2015-01-19,37,False
2015-01-20,39,False
2015-01-21,38,False
2015-01-22,41,False
2015-01-23,39,False
2015-01-24,38,False
2015-01-25,37,False
2015-01-26,41,False
2015-01-27,44,False
2015-01-28,42,False
2015-01-29,48,False
2015-01-30,44,False
2015-01-31,39,False
2015-02-01,38,False
2015-02-02,38,False
2015-02-03,40,False
2015-02-04,40,False
2015-02-05,40,False
2015-02-06,47,False
2015-02-07,41,False
2015-02-08,36,False
2015-02-09,40,False
2015-02-10,40,False
2015-02-11,39,False
2015-02-12,39,False
2015-02-13,37,False
2015-02-14,33,False
2015-02-15,33,False
2015-02-16,37,False
2015-02-17,38,False
2015-02-18,37,False
2015-02-19,36,False
2015-02-20,36,False
2015-02-21,33,False
2015-02-22,34,False
2015-02-23,36,False
2015-02-24,37,False
2015-02-25,37,False
2015-02-26,38,False
2015-02-27,36,False
2015-02-28,32,False
2015-03-01,33,False
2015-03-02,35,False
2015-03-03,37,False
2015-03-04,37,False
2015-03-05,36,False
2015-03-06,35,False
2015-03-07,32,False
2015-03-08,31,False
2015-03-09,34,False
2015-03-10,36,False
2015-03-11,36,False
2015-03-12,36,False
2015-03-13,35,False
2015-03-14,33,False
2015-03-15,33,False
2015-03-16,37,False
2015-03-17,37,False
2015-03-18,38,False
2015-03-19,37,False
2015-03-20,35,False
2015-03-21,35,False
2015-03-22,38,False
2015-03-23,38,False
2015-03-24,39,False
2015-03-25,38,False
2015-03-26,38,False
2015-03-27,35,False
2015-03-28,32,False
2015-03-29,31,False
2015-03-30,35,False
2015-03-31,36,False
2015-04-01,36,False
2015-04-02,35,False
2015-04-03,33,False
2015-04-04,29,False
2015-04-05,30,False
2015-04-06,33,False
2015-04-07,36,False
2015-04-08,38,False
2015-04-09,35,False
2015-04-10,34,False
2015-04-11,32,False
2015-04-12,31,False
2015-04-13,35,False
2015-04-14,35,False
2015-04-15,36,False
2015-04-16,36,False
2015-04-17,35,False
2015-04-18,32,False
2015-04-19,31,False
2015-04-20,36,False
2015-04-21,38,False
2015-04-22,38,False
2015-04-23,37,False
2015-04-24,35,False
2015-04-25,30,False
2015-04-26,32,False
2015-04-27,35,False
2015-04-28,36,False
2015-04-29,36,False
2015-04-30,35,False
2015-05-01,32,False
2015-05-02,29,False
2015-05-03,29,False
2015-05-04,32,False
2015-05-05,34,False
2015-05-06,34,False
2015-05-07,33,False
2015-05-08,32,False
2015-05-09,28,False
2015-05-10,28,False
2015-05-11,33,False
2015-05-12,35,False
2015-05-13,36,False
2015-05-14,35,False
2015-05-15,33,False
2015-05-16,29,False
2015-05-17,31,False
2015-05-18,35,False
2015-05-19,34,False
2015-05-20,36,False
2015-05-21,36,False
2015-05-22,33,False
2015-05-23,29,False
2015-05-24,29,False
2015-05-25,31,False
2015-05-26,34,False
2015-05-27,34,False
2015-05-28,35,False
2015-05-29,34,False
2015-05-30,29,False
2015-05-31,31,False
2015-06-01,34,False
2015-06-02,35,False
2015-06-03,34,False
2015-06-04,34,False
2015-06-05,32,False
2015-06-06,28,False
2015-06-07,29,False
2015-06-08,32,False
2015-06-09,33,False
2015-06-10,35,False
2015-06-11,35,False
2015-06-12,32,False
2015-06-13,28,False
2015-06-14,28,False
2015-06-15,31,False
2015-06-16,35,False
2015-06-17,36,False
2015-06-18,35,False
2015-06-19,33,False
2015-06-20,28,False
2015-06-21,27,False
2015-06-22,32,False
2015-06-23,34,False
2015-06-24,35,False
2015-06-25,33,False
2015-06-26,32,False
2015-06-27,27,False
2015-06-28,27,False
2015-06-29,31,False
2015-06-30,34,False
2015-07-01,42,False
2015-07-02,43,False
2015-07-03,36,False
2015-07-04,33,False
2015-07-05,31,False
2015-07-06,36,False
2015-07-07,35,False
2015-07-08,41,False
2015-07-09,39,False
2015-07-10,34,False
2015-07-11,34,False
2015-07-12,34,False
2015-07-13,40,False
2015-07-14,100,False
2015-07-15,69,False
2015-07-16,53,False
2015-07-17,44,False
2015-07-18,41,False
2015-07-19,36,False
2015-07-20,39,False
2015-07-21,38,False
2015-07-22,39,False
2015-07-23,37,False
2015-07-24,34,False
2015-07-25,31,False
2015-07-26,30,False
2015-07-27,34,False
2015-07-28,36,False
2015-07-29,36,False
2015-07-30,37,False
2015-07-31,33,False
2015-08-01,31,False
2015-08-02,31,False
2015-08-03,35,False
2015-08-04,35,False
2015-08-05,34,False
2015-08-06,35,False
2015-08-07,32,False
2015-08-08,29,False
2015-08-09,30,False
2015-08-10,33,False
2015-08-11,34,False
2015-08-12,36,False
2015-08-13,36,False
2015-08-14,33,False
2015-08-15,31,False
2015-08-16,32,False
2015-08-17,35,False
2015-08-18,36,False
