date,Adobe,isPartial
2017-10-06,71,False
2017-10-07,58,False
2017-10-08,59,False
2017-10-09,72,False
2017-10-10,78,False
2017-10-11,79,False
2017-10-12,80,False
2017-10-13,72,False
2017-10-14,59,False
2017-10-15,60,False
2017-10-16,79,False
2017-10-17,82,False
2017-10-18,98,False
2017-10-19,100,False
2017-10-20,88,False
2017-10-21,66,False
2017-10-22,68,False
2017-10-23,87,False
2017-10-24,88,False
2017-10-25,90,False
2017-10-26,85,False
2017-10-27,74,False
2017-10-28,58,False
2017-10-29,58,False
2017-10-30,77,False
2017-10-31,77,False
2017-11-01,76,False
2017-11-02,77,False
2017-11-03,71,False
2017-11-04,56,False
2017-11-05,59,False
2017-11-06,76,False
2017-11-07,79,False
2017-11-08,81,False
2017-11-09,78,False
2017-11-10,73,False
2017-11-11,55,False
2017-11-12,59,False
2017-11-13,75,False
2017-11-14,83,False
2017-11-15,82,False
2017-11-16,82,False
2017-11-17,77,False
2017-11-18,59,False
2017-11-19,60,False
2017-11-20,77,False
2017-11-21,81,False
2017-11-22,77,False
2017-11-23,66,False
2017-11-24,65,False
2017-11-25,57,False
2017-11-26,61,False
2017-11-27,76,False
2017-11-28,81,False
2017-11-29,81,False
2017-11-30,77,False
2017-12-01,70,False
2017-12-02,55,False
2017-12-03,58,False
2017-12-04,77,False
2017-12-05,76,False
2017-12-06,74,False
2017-12-07,76,False
2017-12-08,67,False
2017-12-09,53,False
2017-12-10,53,False
2017-12-11,71,False
2017-12-12,78,False
2017-12-13,76,False
2017-12-14,75,False
2017-12-15,69,False
2017-12-16,53,False
2017-12-17,53,False
2017-12-18,69,False
2017-12-19,72,False
2017-12-20,68,False
2017-12-21,66,False
2017-12-22,58,False
2017-12-23,47,False
2017-12-24,45,False
2017-12-25,51,False
2017-12-26,56,False
2017-12-27,61,False
2017-12-28,61,False
2017-12-29,55,False
2017-12-30,49,False
2017-12-31,44,False
2018-01-01,45,False
2018-01-02,66,False
2018-01-03,68,False
2018-01-04,70,False
2018-01-05,66,False
2018-01-06,54,False
2018-01-07,53,False
2018-01-08,69,False
2018-01-09,76,False
2018-01-10,77,False
2018-01-11,76,False
2018-01-12,71,False
2018-01-13,54,False
2018-01-14,54,False
2018-01-15,69,False
2018-01-16,75,False
2018-01-17,73,False
2018-01-18,75,False
2018-01-19,71,False
2018-01-20,54,False
2018-01-21,56,False
2018-01-22,74,False
2018-01-23,77,False
2018-01-24,75,False
2018-01-25,75,False
2018-01-26,66,False
2018-01-27,53,False
2018-01-28,57,False
2018-01-29,75,False
2018-01-30,77,False
2018-01-31,77,False
2018-02-01,73,False
2018-02-02,71,False
2018-02-03,56,False
2018-02-04,57,False
2018-02-05,74,False
2018-02-06,77,False
2018-02-07,77,False
2018-02-08,77,False
2018-02-09,72,False
2018-02-10,54,False
2018-02-11,56,False
2018-02-12,72,False
2018-02-13,78,False
2018-02-14,74,False
2018-02-15,71,False
2018-02-16,67,False
2018-02-17,53,False
2018-02-18,53,False
2018-02-19,69,False
2018-02-20,75,False
2018-02-21,74,False
2018-02-22,74,False
2018-02-23,71,False
2018-02-24,53,False
2018-02-25,54,False
2018-02-26,74,False
2018-02-27,76,False
2018-02-28,74,False
2018-03-01,73,False
2018-03-02,68,False
2018-03-03,57,False
2018-03-04,54,False
2018-03-05,72,False
2018-03-06,74,False
2018-03-07,72,False
2018-03-08,71,False
2018-03-09,69,False
2018-03-10,54,False
2018-03-11,52,False
2018-03-12,70,False
2018-03-13,76,False
2018-03-14,74,False
2018-03-15,71,False
2018-03-16,66,False
2018-03-17,51,False
2018-03-18,52,False
2018-03-19,71,False
2018-03-20,74,False
2018-03-21,72,False
2018-03-22,72,False
2018-03-23,66,False
2018-03-24,50,False
