date,CA Inc,isPartial
2012-06-04,75,False
2012-06-05,98,False
2012-06-06,53,False
2012-06-07,61,False
2012-06-08,65,False
2012-06-09,22,False
2012-06-10,28,False
2012-06-11,63,False
2012-06-12,69,False
2012-06-13,66,False
2012-06-14,95,False
2012-06-15,79,False
2012-06-16,33,False
2012-06-17,21,False
2012-06-18,78,False
2012-06-19,75,False
2012-06-20,73,False
2012-06-21,65,False
2012-06-22,81,False
2012-06-23,21,False
2012-06-24,24,False
2012-06-25,84,False
2012-06-26,61,False
2012-06-27,90,False
2012-06-28,69,False
2012-06-29,67,False
2012-06-30,37,False
2012-07-01,35,False
2012-07-02,89,False
2012-07-03,64,False
2012-07-04,33,False
2012-07-05,72,False
2012-07-06,63,False
2012-07-07,34,False
2012-07-08,27,False
2012-07-09,77,False
2012-07-10,97,False
2012-07-11,63,False
2012-07-12,67,False
2012-07-13,74,False
2012-07-14,23,False
2012-07-15,35,False
2012-07-16,85,False
2012-07-17,71,False
2012-07-18,75,False
2012-07-19,68,False
2012-07-20,74,False
2012-07-21,33,False
2012-07-22,23,False
2012-07-23,81,False
2012-07-24,80,False
2012-07-25,79,False
2012-07-26,72,False
2012-07-27,84,False
2012-07-28,40,False
2012-07-29,32,False
2012-07-30,80,False
2012-07-31,56,False
2012-08-01,81,False
2012-08-02,82,False
2012-08-03,62,False
2012-08-04,27,False
2012-08-05,24,False
2012-08-06,83,False
2012-08-07,78,False
2012-08-08,80,False
2012-08-09,74,False
2012-08-10,47,False
2012-08-11,32,False
2012-08-12,27,False
2012-08-13,87,False
2012-08-14,65,False
2012-08-15,97,False
2012-08-16,84,False
2012-08-17,79,False
2012-08-18,29,False
2012-08-19,23,False
2012-08-20,78,False
2012-08-21,78,False
2012-08-22,100,False
2012-08-23,76,False
2012-08-24,75,False
2012-08-25,25,False
2012-08-26,38,False
2012-08-27,82,False
2012-08-28,71,False
2012-08-29,81,False
2012-08-30,67,False
2012-08-31,73,False
2012-09-01,40,False
2012-09-02,23,False
2012-09-03,29,False
2012-09-04,66,False
2012-09-05,77,False
2012-09-06,63,False
2012-09-07,75,False
2012-09-08,23,False
2012-09-09,21,False
2012-09-10,72,False
2012-09-11,98,False
2012-09-12,73,False
2012-09-13,76,False
2012-09-14,79,False
2012-09-15,24,False
2012-09-16,34,False
2012-09-17,71,False
2012-09-18,70,False
2012-09-19,67,False
2012-09-20,78,False
2012-09-21,74,False
2012-09-22,28,False
2012-09-23,20,False
2012-09-24,72,False
2012-09-25,84,False
2012-09-26,60,False
2012-09-27,56,False
2012-09-28,64,False
2012-09-29,24,False
2012-09-30,29,False
