date,CA Inc,isPartial
2016-05-04,79,False
2016-05-05,86,False
2016-05-06,80,False
2016-05-07,38,False
2016-05-08,31,False
2016-05-09,72,False
2016-05-10,85,False
2016-05-11,80,False
2016-05-12,81,False
2016-05-13,70,False
2016-05-14,33,False
2016-05-15,23,False
2016-05-16,79,False
2016-05-17,88,False
2016-05-18,86,False
2016-05-19,89,False
2016-05-20,66,False
2016-05-21,42,False
2016-05-22,21,False
2016-05-23,78,False
2016-05-24,86,False
2016-05-25,89,False
2016-05-26,89,False
2016-05-27,72,False
2016-05-28,24,False
2016-05-29,22,False
2016-05-30,21,False
2016-05-31,84,False
2016-06-01,74,False
2016-06-02,96,False
2016-06-03,71,False
2016-06-04,37,False
2016-06-05,15,False
2016-06-06,77,False
2016-06-07,85,False
2016-06-08,80,False
2016-06-09,84,False
2016-06-10,78,False
2016-06-11,27,False
2016-06-12,20,False
2016-06-13,66,False
2016-06-14,92,False
2016-06-15,87,False
2016-06-16,79,False
2016-06-17,86,False
2016-06-18,35,False
2016-06-19,18,False
2016-06-20,69,False
2016-06-21,90,False
2016-06-22,84,False
2016-06-23,72,False
2016-06-24,71,False
2016-06-25,30,False
2016-06-26,22,False
2016-06-27,78,False
2016-06-28,77,False
2016-06-29,79,False
2016-06-30,73,False
2016-07-01,80,False
2016-07-02,30,False
2016-07-03,18,False
2016-07-04,26,False
2016-07-05,69,False
2016-07-06,75,False
2016-07-07,92,False
2016-07-08,71,False
2016-07-09,32,False
2016-07-10,20,False
2016-07-11,85,False
2016-07-12,82,False
2016-07-13,91,False
2016-07-14,76,False
2016-07-15,71,False
2016-07-16,27,False
2016-07-17,30,False
2016-07-18,77,False
2016-07-19,80,False
2016-07-20,86,False
2016-07-21,79,False
2016-07-22,71,False
2016-07-23,29,False
2016-07-24,21,False
2016-07-25,83,False
2016-07-26,68,False
2016-07-27,85,False
2016-07-28,76,False
2016-07-29,83,False
2016-07-30,34,False
2016-07-31,20,False
2016-08-01,93,False
2016-08-02,77,False
2016-08-03,69,False
2016-08-04,82,False
2016-08-05,62,False
2016-08-06,28,False
2016-08-07,18,False
2016-08-08,70,False
2016-08-09,77,False
2016-08-10,74,False
2016-08-11,80,False
2016-08-12,80,False
2016-08-13,27,False
2016-08-14,18,False
2016-08-15,68,False
2016-08-16,83,False
2016-08-17,74,False
2016-08-18,66,False
2016-08-19,66,False
2016-08-20,31,False
2016-08-21,17,False
2016-08-22,80,False
2016-08-23,79,False
2016-08-24,79,False
2016-08-25,71,False
2016-08-26,82,False
2016-08-27,25,False
2016-08-28,29,False
2016-08-29,86,False
2016-08-30,86,False
2016-08-31,73,False
2016-09-01,70,False
2016-09-02,64,False
2016-09-03,30,False
2016-09-04,17,False
2016-09-05,28,False
2016-09-06,74,False
2016-09-07,94,False
2016-09-08,77,False
2016-09-09,69,False
2016-09-10,30,False
2016-09-11,24,False
2016-09-12,87,False
2016-09-13,84,False
2016-09-14,86,False
2016-09-15,67,False
2016-09-16,81,False
2016-09-17,27,False
2016-09-18,19,False
2016-09-19,84,False
2016-09-20,83,False
2016-09-21,73,False
2016-09-22,79,False
2016-09-23,71,False
2016-09-24,25,False
2016-09-25,22,False
2016-09-26,79,False
2016-09-27,82,False
2016-09-28,90,False
2016-09-29,74,False
2016-09-30,62,False
2016-10-01,32,False
2016-10-02,16,False
2016-10-03,67,False
2016-10-04,81,False
2016-10-05,70,False
2016-10-06,74,False
2016-10-07,65,False
2016-10-08,38,False
2016-10-09,19,False
2016-10-10,63,False
2016-10-11,70,False
2016-10-12,67,False
2016-10-13,78,False
2016-10-14,71,False
2016-10-15,26,False
2016-10-16,23,False
2016-10-17,68,False
2016-10-18,70,False
2016-10-19,71,False
2016-10-20,69,False
2016-10-21,70,False
2016-10-22,32,False
2016-10-23,16,False
2016-10-24,65,False
2016-10-25,85,False
2016-10-26,80,False
2016-10-27,70,False
2016-10-28,68,False
2016-10-29,32,False
2016-10-30,20,False
2016-10-31,78,False
2016-11-01,79,False
2016-11-02,90,False
2016-11-03,71,False
2016-11-04,71,False
2016-11-05,30,False
2016-11-06,18,False
2016-11-07,73,False
2016-11-08,64,False
2016-11-09,66,False
2016-11-10,74,False
2016-11-11,74,False
2016-11-12,23,False
2016-11-13,20,False
2016-11-14,66,False
2016-11-15,88,False
2016-11-16,70,False
2016-11-17,76,False
2016-11-18,86,False
2016-11-19,26,False
2016-11-20,18,False
2016-11-21,65,False
2016-11-22,75,False
2016-11-23,55,False
2016-11-24,19,False
2016-11-25,28,False
2016-11-26,20,False
2016-11-27,21,False
2016-11-28,77,False
2016-11-29,68,False
2016-11-30,74,False
2016-12-01,91,False
2016-12-02,73,False
2016-12-03,34,False
2016-12-04,19,False
2016-12-05,68,False
2016-12-06,85,False
2016-12-07,87,False
2016-12-08,71,False
2016-12-09,67,False
2016-12-10,31,False
2016-12-11,19,False
2016-12-12,59,False
2016-12-13,73,False
2016-12-14,72,False
2016-12-15,84,False
2016-12-16,79,False
2016-12-17,27,False
2016-12-18,20,False
2016-12-19,63,False
2016-12-20,78,False
2016-12-21,72,False
2016-12-22,71,False
2016-12-23,43,False
2016-12-24,17,False
2016-12-25,11,False
2016-12-26,35,False
2016-12-27,57,False
2016-12-28,75,False
2016-12-29,58,False
2016-12-30,51,False
2016-12-31,22,False
2017-01-01,21,False
2017-01-02,32,False
2017-01-03,80,False
2017-01-04,79,False
2017-01-05,87,False
2017-01-06,68,False
2017-01-07,31,False
2017-01-08,23,False
2017-01-09,73,False
2017-01-10,72,False
2017-01-11,80,False
2017-01-12,75,False
2017-01-13,63,False
2017-01-14,35,False
2017-01-15,20,False
2017-01-16,52,False
2017-01-17,69,False
2017-01-18,85,False
2017-01-19,100,False
