date,CA Inc,isPartial
2011-05-11,88,False
2011-05-12,73,False
2011-05-13,76,False
2011-05-14,19,False
2011-05-15,21,False
2011-05-16,74,False
2011-05-17,79,False
2011-05-18,81,False
2011-05-19,73,False
2011-05-20,62,False
2011-05-21,43,False
2011-05-22,13,False
2011-05-23,55,False
2011-05-24,100,False
2011-05-25,95,False
2011-05-26,61,False
2011-05-27,53,False
2011-05-28,25,False
2011-05-29,22,False
2011-05-30,27,False
2011-05-31,74,False
2011-06-01,95,False
2011-06-02,80,False
2011-06-03,76,False
2011-06-04,39,False
2011-06-05,25,False
2011-06-06,59,False
2011-06-07,86,False
2011-06-08,83,False
2011-06-09,80,False
2011-06-10,81,False
2011-06-11,39,False
2011-06-12,35,False
2011-06-13,60,False
2011-06-14,87,False
2011-06-15,64,False
2011-06-16,74,False
2011-06-17,95,False
2011-06-18,16,False
2011-06-19,21,False
2011-06-20,90,False
2011-06-21,83,False
2011-06-22,81,False
2011-06-23,78,False
2011-06-24,81,False
2011-06-25,31,False
2011-06-26,32,False
2011-06-27,81,False
2011-06-28,87,False
2011-06-29,72,False
2011-06-30,89,False
2011-07-01,42,False
2011-07-02,26,False
2011-07-03,16,False
2011-07-04,21,False
2011-07-05,93,False
2011-07-06,92,False
2011-07-07,85,False
2011-07-08,86,False
2011-07-09,26,False
2011-07-10,33,False
2011-07-11,84,False
2011-07-12,98,False
2011-07-13,89,False
2011-07-14,60,False
2011-07-15,65,False
2011-07-16,30,False
2011-07-17,41,False
2011-07-18,72,False
2011-07-19,75,False
2011-07-20,82,False
2011-07-21,81,False
2011-07-22,85,False
2011-07-23,41,False
2011-07-24,10,False
2011-07-25,87,False
2011-07-26,78,False
2011-07-27,81,False
2011-07-28,73,False
2011-07-29,76,False
2011-07-30,35,False
2011-07-31,33,False
2011-08-01,80,False
2011-08-02,82,False
2011-08-03,66,False
2011-08-04,58,False
2011-08-05,71,False
2011-08-06,43,False
2011-08-07,30,False
2011-08-08,76,False
2011-08-09,94,False
2011-08-10,64,False
2011-08-11,90,False
2011-08-12,96,False
2011-08-13,23,False
2011-08-14,21,False
2011-08-15,69,False
2011-08-16,63,False
2011-08-17,90,False
2011-08-18,71,False
2011-08-19,46,False
2011-08-20,36,False
2011-08-21,22,False
2011-08-22,74,False
2011-08-23,75,False
2011-08-24,58,False
2011-08-25,83,False
2011-08-26,65,False
2011-08-27,29,False
2011-08-28,20,False
2011-08-29,77,False
2011-08-30,70,False
2011-08-31,81,False
2011-09-01,63,False
2011-09-02,62,False
2011-09-03,14,False
2011-09-04,11,False
2011-09-05,30,False
2011-09-06,68,False
2011-09-07,78,False
2011-09-08,65,False
2011-09-09,61,False
2011-09-10,34,False
2011-09-11,21,False
2011-09-12,85,False
2011-09-13,60,False
2011-09-14,74,False
2011-09-15,82,False
2011-09-16,78,False
2011-09-17,31,False
2011-09-18,19,False
2011-09-19,70,False
2011-09-20,64,False
2011-09-21,96,False
2011-09-22,75,False
2011-09-23,84,False
2011-09-24,33,False
2011-09-25,15,False
2011-09-26,81,False
2011-09-27,76,False
2011-09-28,69,False
2011-09-29,56,False
2011-09-30,73,False
2011-10-01,19,False
2011-10-02,21,False
2011-10-03,70,False
2011-10-04,52,False
2011-10-05,68,False
2011-10-06,68,False
2011-10-07,65,False
2011-10-08,46,False
2011-10-09,18,False
2011-10-10,59,False
2011-10-11,76,False
2011-10-12,70,False
2011-10-13,74,False
2011-10-14,60,False
2011-10-15,30,False
2011-10-16,15,False
2011-10-17,76,False
2011-10-18,64,False
2011-10-19,83,False
2011-10-20,63,False
2011-10-21,81,False
2011-10-22,27,False
2011-10-23,11,False
2011-10-24,54,False
2011-10-25,84,False
2011-10-26,69,False
2011-10-27,68,False
2011-10-28,70,False
2011-10-29,34,False
2011-10-30,22,False
2011-10-31,66,False
2011-11-01,72,False
2011-11-02,93,False
2011-11-03,60,False
2011-11-04,70,False
2011-11-05,27,False
2011-11-06,34,False
2011-11-07,68,False
2011-11-08,62,False
2011-11-09,84,False
2011-11-10,69,False
2011-11-11,56,False
2011-11-12,20,False
2011-11-13,27,False
2011-11-14,74,False
2011-11-15,75,False
2011-11-16,74,False
2011-11-17,72,False
2011-11-18,59,False
2011-11-19,39,False
2011-11-20,25,False
2011-11-21,62,False
2011-11-22,75,False
2011-11-23,41,False
2011-11-24,23,False
2011-11-25,20,False
2011-11-26,23,False
2011-11-27,27,False
2011-11-28,65,False
2011-11-29,68,False
2011-11-30,61,False
2011-12-01,62,False
2011-12-02,82,False
2011-12-03,41,False
2011-12-04,19,False
