date,CA Inc,isPartial
2015-04-10,61,False
2015-04-11,37,False
2015-04-12,17,False
2015-04-13,79,False
2015-04-14,94,False
2015-04-15,73,False
2015-04-16,78,False
2015-04-17,70,False
2015-04-18,35,False
2015-04-19,31,False
2015-04-20,82,False
2015-04-21,92,False
2015-04-22,88,False
2015-04-23,73,False
2015-04-24,74,False
2015-04-25,29,False
2015-04-26,23,False
2015-04-27,80,False
2015-04-28,80,False
2015-04-29,88,False
2015-04-30,82,False
2015-05-01,79,False
2015-05-02,31,False
2015-05-03,27,False
2015-05-04,85,False
2015-05-05,75,False
2015-05-06,80,False
2015-05-07,81,False
2015-05-08,68,False
2015-05-09,36,False
2015-05-10,23,False
2015-05-11,78,False
2015-05-12,85,False
2015-05-13,81,False
2015-05-14,92,False
2015-05-15,66,False
2015-05-16,29,False
2015-05-17,32,False
2015-05-18,78,False
2015-05-19,95,False
2015-05-20,90,False
2015-05-21,70,False
2015-05-22,70,False
2015-05-23,38,False
2015-05-24,21,False
2015-05-25,32,False
2015-05-26,84,False
2015-05-27,84,False
2015-05-28,86,False
2015-05-29,75,False
2015-05-30,36,False
2015-05-31,24,False
2015-06-01,80,False
2015-06-02,84,False
2015-06-03,82,False
2015-06-04,89,False
2015-06-05,83,False
2015-06-06,27,False
2015-06-07,22,False
2015-06-08,65,False
2015-06-09,96,False
2015-06-10,76,False
2015-06-11,81,False
2015-06-12,74,False
2015-06-13,25,False
2015-06-14,24,False
2015-06-15,79,False
2015-06-16,83,False
2015-06-17,74,False
2015-06-18,85,False
2015-06-19,70,False
2015-06-20,37,False
2015-06-21,25,False
2015-06-22,81,False
2015-06-23,84,False
2015-06-24,72,False
2015-06-25,93,False
2015-06-26,81,False
2015-06-27,24,False
2015-06-28,25,False
2015-06-29,84,False
2015-06-30,80,False
2015-07-01,74,False
2015-07-02,76,False
2015-07-03,43,False
2015-07-04,22,False
2015-07-05,20,False
2015-07-06,69,False
2015-07-07,85,False
2015-07-08,93,False
2015-07-09,71,False
2015-07-10,78,False
2015-07-11,36,False
2015-07-12,27,False
2015-07-13,79,False
2015-07-14,77,False
2015-07-15,80,False
2015-07-16,86,False
2015-07-17,76,False
2015-07-18,26,False
2015-07-19,22,False
2015-07-20,71,False
2015-07-21,97,False
2015-07-22,90,False
2015-07-23,90,False
2015-07-24,71,False
2015-07-25,44,False
2015-07-26,26,False
2015-07-27,75,False
2015-07-28,92,False
2015-07-29,86,False
2015-07-30,96,False
2015-07-31,76,False
2015-08-01,30,False
2015-08-02,26,False
2015-08-03,89,False
2015-08-04,88,False
2015-08-05,89,False
2015-08-06,88,False
2015-08-07,77,False
2015-08-08,34,False
2015-08-09,27,False
2015-08-10,80,False
2015-08-11,82,False
2015-08-12,74,False
2015-08-13,81,False
2015-08-14,81,False
2015-08-15,30,False
2015-08-16,28,False
2015-08-17,73,False
2015-08-18,100,False
2015-08-19,98,False
2015-08-20,79,False
2015-08-21,78,False
2015-08-22,39,False
2015-08-23,19,False
2015-08-24,83,False
2015-08-25,89,False
2015-08-26,79,False
2015-08-27,70,False
2015-08-28,74,False
2015-08-29,32,False
2015-08-30,29,False
2015-08-31,78,False
2015-09-01,81,False
2015-09-02,84,False
2015-09-03,90,False
2015-09-04,69,False
2015-09-05,33,False
2015-09-06,23,False
2015-09-07,28,False
2015-09-08,84,False
2015-09-09,85,False
2015-09-10,95,False
2015-09-11,68,False
2015-09-12,26,False
2015-09-13,26,False
2015-09-14,74,False
2015-09-15,78,False
2015-09-16,75,False
2015-09-17,67,False
2015-09-18,79,False
2015-09-19,42,False
2015-09-20,25,False
2015-09-21,72,False
2015-09-22,76,False
2015-09-23,81,False
2015-09-24,71,False
2015-09-25,84,False
2015-09-26,36,False
2015-09-27,23,False
2015-09-28,75,False
2015-09-29,96,False
2015-09-30,78,False
2015-10-01,78,False
2015-10-02,72,False
2015-10-03,31,False
2015-10-04,22,False
2015-10-05,81,False
2015-10-06,91,False
2015-10-07,84,False
2015-10-08,70,False
2015-10-09,81,False
2015-10-10,27,False
2015-10-11,27,False
2015-10-12,79,False
2015-10-13,86,False
2015-10-14,84,False
2015-10-15,77,False
2015-10-16,69,False
2015-10-17,30,False
2015-10-18,21,False
2015-10-19,87,False
2015-10-20,97,False
2015-10-21,88,False
2015-10-22,93,False
2015-10-23,80,False
2015-10-24,26,False
2015-10-25,26,False
2015-10-26,80,False
2015-10-27,76,False
2015-10-28,69,False
2015-10-29,86,False
2015-10-30,76,False
2015-10-31,27,False
2015-11-01,14,False
2015-11-02,73,False
2015-11-03,75,False
2015-11-04,78,False
2015-11-05,61,False
2015-11-06,71,False
2015-11-07,29,False
2015-11-08,21,False
2015-11-09,81,False
2015-11-10,77,False
2015-11-11,64,False
2015-11-12,64,False
2015-11-13,76,False
2015-11-14,16,False
2015-11-15,21,False
2015-11-16,74,False
2015-11-17,67,False
2015-11-18,91,False
2015-11-19,79,False
2015-11-20,64,False
2015-11-21,21,False
2015-11-22,17,False
2015-11-23,62,False
2015-11-24,66,False
2015-11-25,54,False
2015-11-26,20,False
2015-11-27,24,False
2015-11-28,24,False
2015-11-29,24,False
2015-11-30,55,False
2015-12-01,79,False
2015-12-02,70,False
2015-12-03,80,False
2015-12-04,71,False
2015-12-05,34,False
2015-12-06,19,False
2015-12-07,70,False
2015-12-08,64,False
2015-12-09,78,False
2015-12-10,68,False
2015-12-11,68,False
2015-12-12,32,False
2015-12-13,21,False
2015-12-14,65,False
2015-12-15,77,False
2015-12-16,73,False
2015-12-17,74,False
2015-12-18,68,False
2015-12-19,36,False
2015-12-20,26,False
2015-12-21,62,False
2015-12-22,80,False
2015-12-23,60,False
2015-12-24,51,False
2015-12-25,10,False
2015-12-26,20,False
