date,AVGO stock
2015-08-18,0
2015-08-19,9
2015-08-20,18
2015-08-21,0
2015-08-22,11
2015-08-23,0
2015-08-24,18
2015-08-25,9
2015-08-26,18
2015-08-27,18
2015-08-28,9
2015-08-29,0
2015-08-30,0
2015-08-31,9
2015-09-01,9
2015-09-02,9
2015-09-03,0
2015-09-04,0
2015-09-05,11
2015-09-06,0
2015-09-07,0
2015-09-08,17
2015-09-09,9
2015-09-10,0
2015-09-11,0
2015-09-12,0
2015-09-13,10
2015-09-14,8
2015-09-15,9
2015-09-16,9
2015-09-17,0
2015-09-18,0
2015-09-19,10
2015-09-20,0
2015-09-21,0
2015-09-22,17
2015-09-23,26
2015-09-24,0
2015-09-25,0
2015-09-26,0
2015-09-27,0
2015-09-28,8
2015-09-29,8
2015-09-30,9
2015-10-01,34
2015-10-02,0
2015-10-03,10
2015-10-04,0
2015-10-05,0
2015-10-06,8
2015-10-07,9
2015-10-08,0
2015-10-09,9
2015-10-10,0
2015-10-11,0
2015-10-12,0
2015-10-13,8
2015-10-14,8
2015-10-15,17
2015-10-16,9
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,8
2015-10-21,17
2015-10-22,9
2015-10-23,36
2015-10-24,0
2015-10-25,0
2015-10-26,8
2015-10-27,17
2015-10-28,8
2015-10-29,17
2015-10-30,18
2015-10-31,10
2015-11-01,0
2015-11-02,9
2015-11-03,17
2015-11-04,8
2015-11-05,25
2015-11-06,18
2015-11-07,0
2015-11-08,0
2015-11-09,17
2015-11-10,8
2015-11-11,9
2015-11-12,9
2015-11-13,0
2015-11-14,0
2015-11-15,0
2015-11-16,0
2015-11-17,17
2015-11-18,8
2015-11-19,8
2015-11-20,18
2015-11-21,0
2015-11-22,10
2015-11-23,0
2015-11-24,25
2015-11-25,0
2015-11-26,18
2015-11-27,0
2015-11-28,0
2015-11-29,10
2015-11-30,16
2015-12-01,17
2015-12-02,50
2015-12-03,94
2015-12-04,35
2015-12-05,0
2015-12-06,0
2015-12-07,25
2015-12-08,17
2015-12-09,8
2015-12-10,17
2015-12-11,9
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,9
2015-12-16,18
2015-12-17,0
2015-12-18,9
2015-12-19,0
2015-12-20,0
2015-12-21,9
2015-12-22,9
2015-12-23,10
2015-12-24,11
2015-12-25,0
2015-12-26,21
2015-12-27,0
2015-12-28,0
2015-12-29,9
2015-12-30,0
2015-12-31,21
2016-01-01,0
2016-01-02,11
2016-01-03,0
2016-01-04,36
2016-01-05,0
2016-01-06,9
2016-01-07,27
2016-01-08,37
2016-01-09,10
2016-01-10,0
2016-01-11,26
2016-01-12,35
2016-01-13,36
2016-01-14,9
2016-01-15,0
2016-01-16,0
2016-01-17,10
2016-01-18,9
2016-01-19,9
2016-01-20,0
2016-01-21,9
2016-01-22,0
2016-01-23,10
2016-01-24,10
2016-01-25,0
2016-01-26,9
2016-01-27,0
2016-01-28,9
2016-01-29,18
2016-01-30,0
2016-01-31,10
2016-02-01,27
2016-02-02,18
2016-02-03,18
2016-02-04,18
2016-02-05,28
2016-02-06,10
2016-02-07,10
2016-02-08,27
2016-02-09,27
2016-02-10,18
2016-02-11,9
2016-02-12,9
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,70
2016-02-17,18
2016-02-18,35
2016-02-19,18
2016-02-20,0
2016-02-21,10
2016-02-22,17
2016-02-23,35
2016-02-24,26
2016-02-25,0
2016-02-26,9
2016-02-27,10
2016-02-28,0
2016-02-29,34
2016-03-01,60
2016-03-02,17
2016-03-03,44
2016-03-04,100
2016-03-05,20
2016-03-06,0
2016-03-07,9
2016-03-08,18
2016-03-09,35
2016-03-10,18
2016-03-11,65
2016-03-12,10
2016-03-13,0
2016-03-14,35
2016-03-15,60
2016-03-16,0
2016-03-17,45
2016-03-18,37
2016-03-19,10
2016-03-20,0
2016-03-21,35
2016-03-22,18
2016-03-23,9
2016-03-24,19
2016-03-25,0
2016-03-26,10
2016-03-27,0
2016-03-28,0
2016-03-29,9
2016-03-30,26
2016-03-31,18
2016-04-01,28
2016-04-02,0
2016-04-03,0
2016-04-04,26
2016-04-05,9
2016-04-06,44
2016-04-07,44
2016-04-08,9
2016-04-09,0
2016-04-10,0
2016-04-11,0
2016-04-12,17
2016-04-13,26
2016-04-14,9
2016-04-15,28
2016-04-16,0
2016-04-17,0
2016-04-18,9
2016-04-19,18
2016-04-20,18
2016-04-21,9
2016-04-22,9
2016-04-23,0
2016-04-24,0
2016-04-25,9
2016-04-26,17
2016-04-27,44
2016-04-28,0
2016-04-29,9
2016-04-30,10
2016-05-01,0
2016-05-02,9
2016-05-03,18
2016-05-04,0
