date,PayPal,isPartial
2017-05-29,71,False
2017-05-30,77,False
2017-05-31,80,False
2017-06-01,78,False
2017-06-02,75,False
2017-06-03,65,False
2017-06-04,61,False
2017-06-05,77,False
2017-06-06,81,False
2017-06-07,80,False
2017-06-08,76,False
2017-06-09,74,False
2017-06-10,65,False
2017-06-11,63,False
2017-06-12,78,False
2017-06-13,78,False
2017-06-14,76,False
2017-06-15,77,False
2017-06-16,76,False
2017-06-17,64,False
2017-06-18,59,False
2017-06-19,79,False
2017-06-20,77,False
2017-06-21,77,False
2017-06-22,77,False
2017-06-23,76,False
2017-06-24,66,False
2017-06-25,65,False
2017-06-26,83,False
2017-06-27,80,False
2017-06-28,79,False
2017-06-29,78,False
2017-06-30,77,False
2017-07-01,67,False
2017-07-02,67,False
2017-07-03,79,False
2017-07-04,77,False
2017-07-05,76,False
2017-07-06,80,False
2017-07-07,78,False
2017-07-08,64,False
2017-07-09,65,False
2017-07-10,81,False
2017-07-11,81,False
2017-07-12,79,False
2017-07-13,77,False
2017-07-14,78,False
2017-07-15,67,False
2017-07-16,66,False
2017-07-17,81,False
2017-07-18,80,False
2017-07-19,79,False
2017-07-20,76,False
2017-07-21,75,False
2017-07-22,66,False
2017-07-23,62,False
2017-07-24,78,False
2017-07-25,79,False
2017-07-26,83,False
2017-07-27,81,False
2017-07-28,78,False
2017-07-29,68,False
2017-07-30,68,False
2017-07-31,85,False
2017-08-01,86,False
2017-08-02,87,False
2017-08-03,81,False
2017-08-04,78,False
2017-08-05,68,False
2017-08-06,68,False
2017-08-07,84,False
2017-08-08,81,False
2017-08-09,82,False
2017-08-10,79,False
2017-08-11,78,False
2017-08-12,66,False
2017-08-13,66,False
2017-08-14,79,False
2017-08-15,81,False
2017-08-16,81,False
2017-08-17,79,False
2017-08-18,78,False
2017-08-19,67,False
2017-08-20,67,False
2017-08-21,78,False
2017-08-22,80,False
2017-08-23,80,False
2017-08-24,79,False
2017-08-25,77,False
2017-08-26,67,False
2017-08-27,62,False
2017-08-28,78,False
2017-08-29,83,False
2017-08-30,84,False
2017-08-31,88,False
2017-09-01,85,False
2017-09-02,74,False
2017-09-03,72,False
2017-09-04,79,False
2017-09-05,86,False
2017-09-06,82,False
2017-09-07,82,False
2017-09-08,77,False
2017-09-09,69,False
2017-09-10,68,False
2017-09-11,81,False
2017-09-12,79,False
2017-09-13,82,False
2017-09-14,79,False
2017-09-15,79,False
2017-09-16,69,False
2017-09-17,67,False
2017-09-18,81,False
2017-09-19,82,False
2017-09-20,79,False
2017-09-21,78,False
