date,PayPal,isPartial
2014-12-01,100,False
2014-12-02,97,False
2014-12-03,93,False
2014-12-04,85,False
2014-12-05,85,False
2014-12-06,75,False
2014-12-07,76,False
2014-12-08,86,False
2014-12-09,88,False
2014-12-10,85,False
2014-12-11,87,False
2014-12-12,84,False
2014-12-13,75,False
2014-12-14,78,False
2014-12-15,93,False
2014-12-16,91,False
2014-12-17,90,False
2014-12-18,85,False
2014-12-19,82,False
2014-12-20,73,False
2014-12-21,69,False
2014-12-22,82,False
2014-12-23,78,False
2014-12-24,66,False
2014-12-25,57,False
2014-12-26,70,False
2014-12-27,69,False
2014-12-28,69,False
2014-12-29,81,False
2014-12-30,83,False
2014-12-31,73,False
2015-01-01,64,False
2015-01-02,86,False
2015-01-03,75,False
2015-01-04,70,False
2015-01-05,83,False
2015-01-06,83,False
2015-01-07,84,False
2015-01-08,77,False
2015-01-09,81,False
2015-01-10,75,False
2015-01-11,70,False
2015-01-12,85,False
2015-01-13,84,False
2015-01-14,82,False
2015-01-15,81,False
2015-01-16,81,False
2015-01-17,71,False
2015-01-18,69,False
2015-01-19,80,False
2015-01-20,81,False
2015-01-21,79,False
2015-01-22,79,False
2015-01-23,75,False
2015-01-24,69,False
2015-01-25,69,False
2015-01-26,81,False
2015-01-27,78,False
2015-01-28,79,False
2015-01-29,77,False
2015-01-30,78,False
2015-01-31,71,False
2015-02-01,73,False
2015-02-02,83,False
2015-02-03,86,False
2015-02-04,82,False
2015-02-05,79,False
2015-02-06,79,False
2015-02-07,69,False
2015-02-08,71,False
2015-02-09,81,False
2015-02-10,82,False
2015-02-11,79,False
2015-02-12,76,False
2015-02-13,72,False
2015-02-14,65,False
2015-02-15,67,False
2015-02-16,80,False
2015-02-17,78,False
2015-02-18,77,False
2015-02-19,75,False
2015-02-20,75,False
2015-02-21,69,False
2015-02-22,68,False
2015-02-23,78,False
2015-02-24,75,False
2015-02-25,78,False
2015-02-26,74,False
2015-02-27,74,False
2015-02-28,67,False
2015-03-01,70,False
2015-03-02,85,False
2015-03-03,81,False
2015-03-04,79,False
2015-03-05,75,False
2015-03-06,74,False
2015-03-07,64,False
2015-03-08,68,False
2015-03-09,74,False
2015-03-10,77,False
2015-03-11,76,False
2015-03-12,75,False
2015-03-13,75,False
2015-03-14,66,False
2015-03-15,65,False
2015-03-16,76,False
2015-03-17,76,False
2015-03-18,75,False
2015-03-19,70,False
2015-03-20,70,False
2015-03-21,64,False
2015-03-22,63,False
2015-03-23,75,False
2015-03-24,77,False
2015-03-25,80,False
2015-03-26,79,False
2015-03-27,74,False
2015-03-28,61,False
2015-03-29,67,False
2015-03-30,76,False
2015-03-31,78,False
2015-04-01,78,False
2015-04-02,77,False
2015-04-03,74,False
2015-04-04,60,False
2015-04-05,57,False
2015-04-06,68,False
2015-04-07,81,False
2015-04-08,77,False
2015-04-09,74,False
2015-04-10,74,False
2015-04-11,69,False
2015-04-12,65,False
2015-04-13,81,False
2015-04-14,79,False
2015-04-15,79,False
2015-04-16,76,False
2015-04-17,72,False
2015-04-18,65,False
2015-04-19,66,False
2015-04-20,80,False
2015-04-21,77,False
2015-04-22,77,False
2015-04-23,77,False
2015-04-24,70,False
2015-04-25,65,False
2015-04-26,67,False
2015-04-27,79,False
2015-04-28,80,False
2015-04-29,75,False
2015-04-30,77,False
2015-05-01,79,False
2015-05-02,66,False
2015-05-03,65,False
2015-05-04,82,False
2015-05-05,84,False
2015-05-06,77,False
2015-05-07,74,False
2015-05-08,74,False
2015-05-09,63,False
2015-05-10,65,False
2015-05-11,82,False
2015-05-12,79,False
2015-05-13,74,False
2015-05-14,73,False
2015-05-15,77,False
2015-05-16,68,False
2015-05-17,66,False
2015-05-18,79,False
2015-05-19,79,False
2015-05-20,78,False
2015-05-21,75,False
2015-05-22,73,False
2015-05-23,66,False
2015-05-24,60,False
2015-05-25,67,False
2015-05-26,78,False
2015-05-27,77,False
2015-05-28,73,False
2015-05-29,76,False
2015-05-30,66,False
2015-05-31,71,False
2015-06-01,82,False
2015-06-02,82,False
2015-06-03,79,False
2015-06-04,76,False
2015-06-05,74,False
2015-06-06,63,False
2015-06-07,66,False
2015-06-08,80,False
2015-06-09,78,False
2015-06-10,74,False
2015-06-11,77,False
2015-06-12,74,False
2015-06-13,66,False
2015-06-14,66,False
2015-06-15,78,False
2015-06-16,79,False
2015-06-17,78,False
2015-06-18,77,False
2015-06-19,75,False
2015-06-20,63,False
2015-06-21,65,False
2015-06-22,79,False
2015-06-23,79,False
2015-06-24,78,False
2015-06-25,74,False
2015-06-26,71,False
2015-06-27,65,False
2015-06-28,63,False
2015-06-29,80,False
2015-06-30,82,False
2015-07-01,80,False
2015-07-02,78,False
2015-07-03,72,False
2015-07-04,61,False
2015-07-05,66,False
2015-07-06,79,False
2015-07-07,80,False
2015-07-08,78,False
2015-07-09,79,False
2015-07-10,73,False
2015-07-11,64,False
2015-07-12,62,False
2015-07-13,80,False
2015-07-14,78,False
2015-07-15,78,False
2015-07-16,77,False
2015-07-17,73,False
2015-07-18,63,False
2015-07-19,69,False
2015-07-20,86,False
2015-07-21,81,False
2015-07-22,76,False
2015-07-23,78,False
2015-07-24,75,False
2015-07-25,67,False
2015-07-26,66,False
2015-07-27,80,False
2015-07-28,80,False
2015-07-29,77,False
2015-07-30,79,False
2015-07-31,77,False
2015-08-01,68,False
2015-08-02,65,False
2015-08-03,79,False
2015-08-04,82,False
2015-08-05,80,False
2015-08-06,76,False
2015-08-07,75,False
2015-08-08,63,False
2015-08-09,63,False
2015-08-10,82,False
2015-08-11,82,False
2015-08-12,87,False
2015-08-13,80,False
2015-08-14,76,False
2015-08-15,66,False
2015-08-16,67,False
2015-08-17,81,False
2015-08-18,80,False
