date,PayPal,isPartial
2016-09-11,68,False
2016-09-12,79,False
2016-09-13,78,False
2016-09-14,76,False
2016-09-15,78,False
2016-09-16,77,False
2016-09-17,69,False
2016-09-18,63,False
2016-09-19,78,False
2016-09-20,79,False
2016-09-21,78,False
2016-09-22,74,False
2016-09-23,71,False
2016-09-24,64,False
2016-09-25,65,False
2016-09-26,77,False
2016-09-27,78,False
2016-09-28,78,False
2016-09-29,77,False
2016-09-30,79,False
2016-10-01,70,False
2016-10-02,65,False
2016-10-03,82,False
2016-10-04,82,False
2016-10-05,79,False
2016-10-06,78,False
2016-10-07,76,False
2016-10-08,67,False
2016-10-09,68,False
2016-10-10,77,False
2016-10-11,79,False
2016-10-12,78,False
2016-10-13,77,False
2016-10-14,77,False
2016-10-15,70,False
2016-10-16,69,False
2016-10-17,86,False
2016-10-18,84,False
2016-10-19,84,False
2016-10-20,79,False
2016-10-21,100,False
2016-10-22,72,False
2016-10-23,66,False
2016-10-24,79,False
2016-10-25,79,False
2016-10-26,82,False
2016-10-27,81,False
2016-10-28,77,False
2016-10-29,64,False
2016-10-30,67,False
2016-10-31,85,False
2016-11-01,83,False
2016-11-02,91,False
2016-11-03,83,False
2016-11-04,80,False
2016-11-05,70,False
2016-11-06,70,False
2016-11-07,83,False
2016-11-08,81,False
2016-11-09,71,False
2016-11-10,82,False
2016-11-11,77,False
2016-11-12,74,False
2016-11-13,72,False
2016-11-14,87,False
2016-11-15,88,False
2016-11-16,84,False
2016-11-17,81,False
2016-11-18,82,False
2016-11-19,73,False
2016-11-20,74,False
2016-11-21,84,False
2016-11-22,90,False
2016-11-23,82,False
2016-11-24,84,False
2016-11-25,93,False
2016-11-26,78,False
2016-11-27,80,False
2016-11-28,97,False
2016-11-29,98,False
2016-11-30,93,False
2016-12-01,93,False
2016-12-02,89,False
2016-12-03,75,False
2016-12-04,78,False
2016-12-05,95,False
2016-12-06,98,False
2016-12-07,95,False
2016-12-08,89,False
2016-12-09,87,False
2016-12-10,72,False
2016-12-11,75,False
2016-12-12,91,False
2016-12-13,94,False
2016-12-14,90,False
2016-12-15,93,False
2016-12-16,89,False
2016-12-17,80,False
2016-12-18,79,False
2016-12-19,90,False
2016-12-20,91,False
2016-12-21,85,False
2016-12-22,83,False
2016-12-23,80,False
2016-12-24,61,False
2016-12-25,56,False
2016-12-26,69,False
2016-12-27,81,False
2016-12-28,83,False
2016-12-29,84,False
2016-12-30,83,False
2016-12-31,66,False
2017-01-01,61,False
2017-01-02,84,False
2017-01-03,89,False
2017-01-04,87,False
2017-01-05,90,False
2017-01-06,81,False
2017-01-07,74,False
2017-01-08,71,False
2017-01-09,84,False
2017-01-10,87,False
2017-01-11,83,False
2017-01-12,80,False
2017-01-13,82,False
2017-01-14,71,False
2017-01-15,71,False
2017-01-16,82,False
2017-01-17,85,False
2017-01-18,78,False
2017-01-19,77,False
2017-01-20,77,False
2017-01-21,68,False
2017-01-22,68,False
2017-01-23,81,False
2017-01-24,84,False
2017-01-25,82,False
2017-01-26,78,False
2017-01-27,80,False
2017-01-28,71,False
2017-01-29,70,False
2017-01-30,84,False
2017-01-31,88,False
2017-02-01,85,False
2017-02-02,84,False
2017-02-03,84,False
2017-02-04,74,False
2017-02-05,72,False
2017-02-06,81,False
2017-02-07,88,False
2017-02-08,80,False
2017-02-09,83,False
2017-02-10,82,False
2017-02-11,71,False
2017-02-12,69,False
2017-02-13,82,False
2017-02-14,80,False
2017-02-15,83,False
2017-02-16,82,False
2017-02-17,78,False
2017-02-18,68,False
2017-02-19,67,False
2017-02-20,79,False
2017-02-21,81,False
2017-02-22,81,False
2017-02-23,78,False
2017-02-24,77,False
2017-02-25,69,False
2017-02-26,69,False
2017-02-27,84,False
2017-02-28,86,False
2017-03-01,87,False
2017-03-02,85,False
2017-03-03,85,False
2017-03-04,73,False
2017-03-05,72,False
2017-03-06,85,False
2017-03-07,80,False
2017-03-08,79,False
2017-03-09,77,False
2017-03-10,79,False
2017-03-11,67,False
