date,PayPal,isPartial
2013-06-29,66,False
2013-06-30,69,False
2013-07-01,86,False
2013-07-02,83,False
2013-07-03,84,False
2013-07-04,76,False
2013-07-05,72,False
2013-07-06,67,False
2013-07-07,67,False
2013-07-08,81,False
2013-07-09,81,False
2013-07-10,81,False
2013-07-11,79,False
2013-07-12,77,False
2013-07-13,66,False
2013-07-14,66,False
2013-07-15,80,False
2013-07-16,79,False
2013-07-17,80,False
2013-07-18,82,False
2013-07-19,78,False
2013-07-20,68,False
2013-07-21,69,False
2013-07-22,81,False
2013-07-23,81,False
2013-07-24,81,False
2013-07-25,76,False
2013-07-26,73,False
2013-07-27,65,False
2013-07-28,67,False
2013-07-29,81,False
2013-07-30,83,False
2013-07-31,83,False
2013-08-01,80,False
2013-08-02,76,False
2013-08-03,71,False
2013-08-04,69,False
2013-08-05,86,False
2013-08-06,81,False
2013-08-07,82,False
2013-08-08,80,False
2013-08-09,79,False
2013-08-10,67,False
2013-08-11,72,False
2013-08-12,82,False
2013-08-13,82,False
2013-08-14,77,False
2013-08-15,83,False
2013-08-16,77,False
2013-08-17,69,False
2013-08-18,71,False
2013-08-19,84,False
2013-08-20,88,False
2013-08-21,82,False
2013-08-22,77,False
2013-08-23,74,False
2013-08-24,69,False
2013-08-25,70,False
2013-08-26,76,False
2013-08-27,79,False
2013-08-28,79,False
2013-08-29,77,False
2013-08-30,76,False
2013-08-31,67,False
2013-09-01,67,False
2013-09-02,77,False
2013-09-03,83,False
2013-09-04,84,False
2013-09-05,82,False
2013-09-06,79,False
2013-09-07,72,False
2013-09-08,71,False
2013-09-09,82,False
2013-09-10,80,False
2013-09-11,81,False
2013-09-12,82,False
2013-09-13,79,False
2013-09-14,67,False
2013-09-15,70,False
2013-09-16,83,False
2013-09-17,83,False
2013-09-18,77,False
2013-09-19,74,False
2013-09-20,74,False
2013-09-21,62,False
2013-09-22,67,False
2013-09-23,83,False
2013-09-24,78,False
2013-09-25,77,False
2013-09-26,77,False
2013-09-27,72,False
2013-09-28,65,False
2013-09-29,69,False
2013-09-30,81,False
2013-10-01,79,False
2013-10-02,78,False
2013-10-03,75,False
2013-10-04,76,False
2013-10-05,69,False
2013-10-06,68,False
2013-10-07,83,False
2013-10-08,81,False
2013-10-09,79,False
2013-10-10,79,False
2013-10-11,75,False
2013-10-12,67,False
2013-10-13,68,False
