date,Intuit inc,isPartial
2018-02-13,29,False
2018-02-14,14,False
2018-02-15,15,False
2018-02-16,30,False
2018-02-17,16,False
2018-02-18,0,False
2018-02-19,14,False
2018-02-20,14,False
2018-02-21,42,False
2018-02-22,14,False
2018-02-23,29,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,0,False
2018-02-27,14,False
2018-02-28,28,False
2018-03-01,41,False
2018-03-02,0,False
2018-03-03,16,False
2018-03-04,16,False
2018-03-05,14,False
2018-03-06,0,False
2018-03-07,14,False
2018-03-08,0,False
2018-03-09,15,False
2018-03-10,0,False
2018-03-11,16,False
2018-03-12,14,False
2018-03-13,14,False
2018-03-14,0,False
2018-03-15,14,False
2018-03-16,15,False
2018-03-17,16,False
2018-03-18,0,False
2018-03-19,28,False
2018-03-20,0,False
2018-03-21,14,False
2018-03-22,14,False
2018-03-23,0,False
2018-03-24,16,False
2018-03-25,0,False
2018-03-26,28,False
2018-03-27,57,False
2018-03-28,29,False
2018-03-29,0,False
2018-03-30,32,False
2018-03-31,0,False
2018-04-01,17,False
2018-04-02,15,False
2018-04-03,14,False
2018-04-04,0,False
2018-04-05,43,False
2018-04-06,15,False
2018-04-07,16,False
2018-04-08,16,False
2018-04-09,42,False
2018-04-10,0,False
2018-04-11,0,False
2018-04-12,0,False
2018-04-13,29,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,28,False
2018-04-17,42,False
2018-04-18,14,False
2018-04-19,0,False
2018-04-20,0,False
2018-04-21,17,False
2018-04-22,0,False
2018-04-23,14,False
2018-04-24,0,False
2018-04-25,28,False
2018-04-26,42,False
2018-04-27,15,False
2018-04-28,17,False
2018-04-29,0,False
2018-04-30,15,False
2018-05-01,15,False
2018-05-02,28,False
2018-05-03,28,False
2018-05-04,0,False
2018-05-05,17,False
2018-05-06,0,False
2018-05-07,57,False
2018-05-08,14,False
2018-05-09,0,False
2018-05-10,14,False
2018-05-11,15,False
2018-05-12,17,False
2018-05-13,0,False
2018-05-14,28,False
2018-05-15,14,False
2018-05-16,0,False
2018-05-17,14,False
2018-05-18,0,False
2018-05-19,17,False
2018-05-20,0,False
2018-05-21,0,False
2018-05-22,14,False
2018-05-23,43,False
2018-05-24,29,False
2018-05-25,0,False
2018-05-26,0,False
2018-05-27,17,False
2018-05-28,0,False
2018-05-29,0,False
2018-05-30,0,False
2018-05-31,14,False
2018-06-01,0,False
2018-06-02,0,False
2018-06-03,0,False
2018-06-04,0,False
2018-06-05,0,False
2018-06-06,100,False
2018-06-07,0,False
2018-06-08,30,False
2018-06-09,0,False
2018-06-10,0,False
2018-06-11,14,False
2018-06-12,13,False
2018-06-13,13,False
2018-06-14,0,False
2018-06-15,15,False
2018-06-16,0,False
2018-06-17,0,False
2018-06-18,28,False
2018-06-19,14,False
2018-06-20,0,False
2018-06-21,0,False
2018-06-22,15,False
2018-06-23,0,False
2018-06-24,0,False
2018-06-25,14,False
2018-06-26,14,False
2018-06-27,14,False
2018-06-28,0,False
