date,Intuit inc,isPartial
2013-11-06,26,False
2013-11-07,0,False
2013-11-08,56,False
2013-11-09,0,False
2013-11-10,0,False
2013-11-11,0,False
2013-11-12,52,False
2013-11-13,0,False
2013-11-14,26,False
2013-11-15,28,False
2013-11-16,0,False
2013-11-17,0,False
2013-11-18,26,False
2013-11-19,0,False
2013-11-20,26,False
2013-11-21,0,False
2013-11-22,55,False
2013-11-23,0,False
2013-11-24,30,False
2013-11-25,26,False
2013-11-26,0,False
2013-11-27,0,False
2013-11-28,0,False
2013-11-29,0,False
2013-11-30,0,False
2013-12-01,0,False
2013-12-02,0,False
2013-12-03,26,False
2013-12-04,0,False
2013-12-05,0,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,0,False
2013-12-10,26,False
2013-12-11,0,False
2013-12-12,27,False
2013-12-13,0,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,79,False
2013-12-17,27,False
2013-12-18,0,False
2013-12-19,0,False
2013-12-20,29,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,0,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,57,False
2013-12-31,0,False
2014-01-01,0,False
2014-01-02,0,False
2014-01-03,27,False
2014-01-04,0,False
2014-01-05,30,False
2014-01-06,0,False
2014-01-07,26,False
2014-01-08,51,False
2014-01-09,26,False
2014-01-10,26,False
2014-01-11,0,False
2014-01-12,29,False
2014-01-13,0,False
2014-01-14,0,False
2014-01-15,0,False
2014-01-16,25,False
2014-01-17,0,False
2014-01-18,0,False
2014-01-19,0,False
2014-01-20,25,False
2014-01-21,25,False
2014-01-22,0,False
2014-01-23,25,False
2014-01-24,0,False
2014-01-25,0,False
2014-01-26,0,False
2014-01-27,24,False
2014-01-28,24,False
2014-01-29,49,False
2014-01-30,0,False
2014-01-31,52,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,0,False
2014-02-04,25,False
2014-02-05,0,False
2014-02-06,0,False
2014-02-07,28,False
2014-02-08,0,False
2014-02-09,29,False
