date,Intuit inc,isPartial
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,37,False
2013-07-02,37,False
2013-07-03,76,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,0,False
2013-07-07,0,False
2013-07-08,0,False
2013-07-09,57,False
2013-07-10,0,False
2013-07-11,0,False
2013-07-12,41,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,38,False
2013-07-17,39,False
2013-07-18,0,False
2013-07-19,0,False
2013-07-20,47,False
2013-07-21,0,False
2013-07-22,57,False
2013-07-23,37,False
2013-07-24,38,False
2013-07-25,78,False
2013-07-26,40,False
2013-07-27,47,False
2013-07-28,46,False
2013-07-29,37,False
2013-07-30,0,False
2013-07-31,38,False
2013-08-01,77,False
2013-08-02,40,False
2013-08-03,0,False
2013-08-04,46,False
2013-08-05,38,False
2013-08-06,77,False
2013-08-07,38,False
2013-08-08,39,False
2013-08-09,0,False
2013-08-10,0,False
2013-08-11,0,False
2013-08-12,38,False
2013-08-13,38,False
2013-08-14,0,False
2013-08-15,0,False
2013-08-16,80,False
2013-08-17,46,False
2013-08-18,0,False
2013-08-19,37,False
2013-08-20,37,False
2013-08-21,37,False
2013-08-22,38,False
2013-08-23,39,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,37,False
2013-08-27,36,False
2013-08-28,36,False
2013-08-29,37,False
2013-08-30,0,False
2013-08-31,44,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,72,False
2013-09-04,0,False
2013-09-05,0,False
2013-09-06,38,False
2013-09-07,0,False
2013-09-08,42,False
2013-09-09,36,False
2013-09-10,0,False
2013-09-11,0,False
2013-09-12,71,False
2013-09-13,0,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,0,False
2013-09-17,35,False
2013-09-18,0,False
2013-09-19,54,False
2013-09-20,38,False
2013-09-21,42,False
2013-09-22,42,False
2013-09-23,0,False
2013-09-24,35,False
2013-09-25,36,False
2013-09-26,37,False
2013-09-27,38,False
2013-09-28,43,False
2013-09-29,42,False
2013-09-30,35,False
2013-10-01,71,False
2013-10-02,0,False
2013-10-03,36,False
2013-10-04,0,False
2013-10-05,0,False
2013-10-06,41,False
2013-10-07,35,False
2013-10-08,0,False
2013-10-09,0,False
2013-10-10,36,False
2013-10-11,75,False
2013-10-12,0,False
2013-10-13,0,False
2013-10-14,72,False
2013-10-15,54,False
2013-10-16,0,False
2013-10-17,72,False
2013-10-18,0,False
2013-10-19,0,False
2013-10-20,41,False
2013-10-21,0,False
2013-10-22,70,False
2013-10-23,0,False
2013-10-24,71,False
2013-10-25,73,False
2013-10-26,42,False
2013-10-27,0,False
2013-10-28,34,False
2013-10-29,68,False
2013-10-30,35,False
2013-10-31,36,False
2013-11-01,38,False
2013-11-02,42,False
2013-11-03,0,False
2013-11-04,0,False
2013-11-05,35,False
2013-11-06,35,False
2013-11-07,35,False
2013-11-08,55,False
2013-11-09,0,False
2013-11-10,40,False
2013-11-11,70,False
2013-11-12,68,False
2013-11-13,35,False
2013-11-14,35,False
2013-11-15,37,False
2013-11-16,0,False
2013-11-17,0,False
2013-11-18,86,False
2013-11-19,0,False
2013-11-20,69,False
2013-11-21,35,False
2013-11-22,36,False
2013-11-23,0,False
2013-11-24,40,False
2013-11-25,68,False
2013-11-26,34,False
2013-11-27,0,False
2013-11-28,0,False
2013-11-29,0,False
2013-11-30,0,False
2013-12-01,0,False
2013-12-02,33,False
2013-12-03,34,False
2013-12-04,68,False
2013-12-05,34,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,40,False
2013-12-09,34,False
2013-12-10,34,False
2013-12-11,34,False
2013-12-12,0,False
2013-12-13,0,False
2013-12-14,42,False
2013-12-15,41,False
2013-12-16,87,False
2013-12-17,70,False
2013-12-18,35,False
2013-12-19,0,False
2013-12-20,0,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,38,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,38,False
2013-12-31,0,False
2014-01-01,44,False
2014-01-02,71,False
2014-01-03,54,False
2014-01-04,0,False
2014-01-05,40,False
2014-01-06,34,False
2014-01-07,0,False
2014-01-08,68,False
2014-01-09,34,False
2014-01-10,53,False
2014-01-11,40,False
2014-01-12,39,False
2014-01-13,33,False
2014-01-14,100,False
2014-01-15,33,False
2014-01-16,34,False
2014-01-17,0,False
2014-01-18,0,False
2014-01-19,0,False
2014-01-20,67,False
2014-01-21,49,False
2014-01-22,66,False
2014-01-23,67,False
2014-01-24,34,False
2014-01-25,39,False
2014-01-26,0,False
2014-01-27,65,False
2014-01-28,33,False
2014-01-29,66,False
2014-01-30,67,False
2014-01-31,69,False
2014-02-01,0,False
2014-02-02,76,False
2014-02-03,65,False
2014-02-04,66,False
2014-02-05,49,False
2014-02-06,45,False
2014-02-07,37,False
2014-02-08,0,False
2014-02-09,0,False
2014-02-10,0,False
2014-02-11,32,False
2014-02-12,33,False
2014-02-13,33,False
2014-02-14,85,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,33,False
2014-02-18,64,False
2014-02-19,50,False
2014-02-20,50,False
2014-02-21,0,False
2014-02-22,0,False
2014-02-23,0,False
2014-02-24,32,False
2014-02-25,64,False
2014-02-26,49,False
2014-02-27,0,False
2014-02-28,0,False
2014-03-01,0,False
2014-03-02,38,False
2014-03-03,33,False
2014-03-04,50,False
2014-03-05,49,False
2014-03-06,33,False
2014-03-07,69,False
2014-03-08,0,False
2014-03-09,38,False
2014-03-10,33,False
2014-03-11,33,False
2014-03-12,33,False
2014-03-13,33,False
2014-03-14,35,False
2014-03-15,0,False
2014-03-16,0,False
