date,Western Digital,isPartial
2016-09-11,47,False
2016-09-12,64,False
2016-09-13,49,False
2016-09-14,49,False
2016-09-15,56,False
2016-09-16,61,False
2016-09-17,49,False
2016-09-18,50,False
2016-09-19,59,False
2016-09-20,68,False
2016-09-21,61,False
2016-09-22,57,False
2016-09-23,50,False
2016-09-24,46,False
2016-09-25,49,False
2016-09-26,55,False
2016-09-27,62,False
2016-09-28,61,False
2016-09-29,61,False
2016-09-30,55,False
2016-10-01,42,False
2016-10-02,49,False
2016-10-03,57,False
2016-10-04,48,False
2016-10-05,51,False
2016-10-06,72,False
2016-10-07,58,False
2016-10-08,53,False
2016-10-09,42,False
2016-10-10,63,False
2016-10-11,59,False
2016-10-12,65,False
2016-10-13,74,False
2016-10-14,71,False
2016-10-15,57,False
2016-10-16,62,False
2016-10-17,68,False
2016-10-18,67,False
2016-10-19,61,False
2016-10-20,61,False
2016-10-21,58,False
2016-10-22,49,False
2016-10-23,55,False
2016-10-24,71,False
2016-10-25,63,False
2016-10-26,67,False
2016-10-27,60,False
2016-10-28,58,False
2016-10-29,54,False
2016-10-30,56,False
2016-10-31,61,False
2016-11-01,59,False
2016-11-02,66,False
2016-11-03,52,False
2016-11-04,70,False
2016-11-05,68,False
2016-11-06,66,False
2016-11-07,72,False
2016-11-08,58,False
2016-11-09,49,False
2016-11-10,54,False
2016-11-11,66,False
2016-11-12,51,False
2016-11-13,50,False
2016-11-14,63,False
2016-11-15,54,False
2016-11-16,64,False
2016-11-17,57,False
2016-11-18,71,False
2016-11-19,55,False
2016-11-20,53,False
2016-11-21,70,False
2016-11-22,65,False
2016-11-23,53,False
2016-11-24,59,False
2016-11-25,100,False
2016-11-26,70,False
2016-11-27,68,False
2016-11-28,86,False
2016-11-29,85,False
2016-11-30,65,False
2016-12-01,70,False
2016-12-02,65,False
2016-12-03,51,False
2016-12-04,54,False
2016-12-05,60,False
2016-12-06,62,False
2016-12-07,78,False
2016-12-08,56,False
2016-12-09,70,False
2016-12-10,46,False
2016-12-11,53,False
2016-12-12,64,False
2016-12-13,64,False
2016-12-14,64,False
2016-12-15,69,False
2016-12-16,57,False
2016-12-17,58,False
2016-12-18,59,False
2016-12-19,59,False
2016-12-20,73,False
2016-12-21,63,False
2016-12-22,54,False
2016-12-23,54,False
2016-12-24,43,False
2016-12-25,69,False
2016-12-26,75,False
2016-12-27,76,False
2016-12-28,68,False
2016-12-29,73,False
2016-12-30,62,False
2016-12-31,54,False
2017-01-01,59,False
2017-01-02,65,False
2017-01-03,69,False
2017-01-04,68,False
2017-01-05,66,False
2017-01-06,56,False
2017-01-07,57,False
2017-01-08,70,False
2017-01-09,66,False
2017-01-10,66,False
2017-01-11,74,False
2017-01-12,55,False
