date,Western Digital,isPartial
2011-09-18,80,False
2011-09-19,74,False
2011-09-20,80,False
2011-09-21,72,False
2011-09-22,86,False
2011-09-23,88,False
2011-09-24,75,False
2011-09-25,74,False
2011-09-26,67,False
2011-09-27,65,False
2011-09-28,68,False
2011-09-29,75,False
2011-09-30,63,False
2011-10-01,77,False
2011-10-02,68,False
2011-10-03,63,False
2011-10-04,73,False
2011-10-05,62,False
2011-10-06,59,False
2011-10-07,65,False
2011-10-08,69,False
2011-10-09,76,False
2011-10-10,72,False
2011-10-11,81,False
2011-10-12,85,False
2011-10-13,74,False
2011-10-14,76,False
2011-10-15,83,False
2011-10-16,75,False
2011-10-17,81,False
2011-10-18,69,False
2011-10-19,71,False
2011-10-20,76,False
2011-10-21,65,False
2011-10-22,69,False
2011-10-23,73,False
2011-10-24,66,False
2011-10-25,85,False
2011-10-26,67,False
2011-10-27,82,False
2011-10-28,74,False
2011-10-29,72,False
2011-10-30,75,False
2011-10-31,80,False
2011-11-01,87,False
2011-11-02,79,False
2011-11-03,78,False
2011-11-04,84,False
2011-11-05,76,False
2011-11-06,72,False
2011-11-07,76,False
2011-11-08,73,False
2011-11-09,66,False
2011-11-10,77,False
2011-11-11,71,False
2011-11-12,67,False
2011-11-13,64,False
2011-11-14,73,False
2011-11-15,73,False
2011-11-16,65,False
2011-11-17,64,False
2011-11-18,72,False
2011-11-19,67,False
2011-11-20,77,False
2011-11-21,72,False
2011-11-22,80,False
2011-11-23,79,False
2011-11-24,67,False
2011-11-25,87,False
2011-11-26,76,False
2011-11-27,66,False
2011-11-28,80,False
2011-11-29,78,False
2011-11-30,66,False
2011-12-01,71,False
2011-12-02,70,False
2011-12-03,72,False
2011-12-04,69,False
2011-12-05,74,False
2011-12-06,81,False
2011-12-07,73,False
2011-12-08,73,False
2011-12-09,66,False
2011-12-10,66,False
2011-12-11,82,False
2011-12-12,78,False
2011-12-13,75,False
2011-12-14,68,False
2011-12-15,76,False
2011-12-16,70,False
2011-12-17,60,False
2011-12-18,71,False
2011-12-19,86,False
2011-12-20,72,False
2011-12-21,68,False
2011-12-22,72,False
2011-12-23,70,False
2011-12-24,58,False
2011-12-25,78,False
2011-12-26,90,False
2011-12-27,100,False
2011-12-28,78,False
2011-12-29,83,False
2011-12-30,85,False
2011-12-31,65,False
2012-01-01,76,False
2012-01-02,83,False
2012-01-03,80,False
2012-01-04,77,False
2012-01-05,69,False
2012-01-06,83,False
2012-01-07,73,False
2012-01-08,73,False
2012-01-09,70,False
2012-01-10,76,False
2012-01-11,67,False
2012-01-12,66,False
2012-01-13,65,False
2012-01-14,67,False
2012-01-15,73,False
2012-01-16,72,False
2012-01-17,74,False
2012-01-18,73,False
2012-01-19,74,False
2012-01-20,66,False
2012-01-21,76,False
2012-01-22,71,False
2012-01-23,65,False
2012-01-24,74,False
2012-01-25,61,False
2012-01-26,78,False
2012-01-27,72,False
2012-01-28,65,False
2012-01-29,76,False
2012-01-30,68,False
2012-01-31,68,False
2012-02-01,67,False
2012-02-02,72,False
2012-02-03,68,False
2012-02-04,67,False
2012-02-05,73,False
2012-02-06,67,False
2012-02-07,65,False
2012-02-08,63,False
2012-02-09,70,False
2012-02-10,61,False
2012-02-11,71,False
2012-02-12,66,False
2012-02-13,61,False
2012-02-14,61,False
2012-02-15,63,False
2012-02-16,63,False
2012-02-17,62,False
2012-02-18,61,False
2012-02-19,68,False
2012-02-20,66,False
2012-02-21,65,False
2012-02-22,65,False
2012-02-23,60,False
2012-02-24,65,False
2012-02-25,61,False
2012-02-26,66,False
2012-02-27,66,False
2012-02-28,67,False
2012-02-29,69,False
2012-03-01,69,False
2012-03-02,68,False
2012-03-03,65,False
2012-03-04,62,False
2012-03-05,61,False
2012-03-06,66,False
2012-03-07,57,False
2012-03-08,59,False
2012-03-09,70,False
2012-03-10,52,False
2012-03-11,66,False
2012-03-12,59,False
2012-03-13,64,False
2012-03-14,63,False
2012-03-15,60,False
2012-03-16,55,False
2012-03-17,59,False
2012-03-18,61,False
2012-03-19,60,False
2012-03-20,63,False
2012-03-21,66,False
2012-03-22,62,False
2012-03-23,54,False
2012-03-24,59,False
2012-03-25,54,False
2012-03-26,56,False
2012-03-27,59,False
2012-03-28,48,False
2012-03-29,58,False
2012-03-30,49,False
2012-03-31,56,False
2012-04-01,55,False
2012-04-02,59,False
2012-04-03,59,False
2012-04-04,60,False
2012-04-05,63,False
2012-04-06,56,False
2012-04-07,60,False
2012-04-08,47,False
2012-04-09,66,False
2012-04-10,56,False
2012-04-11,53,False
2012-04-12,59,False
2012-04-13,59,False
2012-04-14,53,False
2012-04-15,62,False
2012-04-16,59,False
2012-04-17,58,False
2012-04-18,62,False
2012-04-19,59,False
2012-04-20,49,False
2012-04-21,60,False
2012-04-22,49,False
2012-04-23,59,False
2012-04-24,59,False
2012-04-25,54,False
2012-04-26,55,False
2012-04-27,59,False
2012-04-28,55,False
2012-04-29,58,False
2012-04-30,61,False
2012-05-01,62,False
2012-05-02,53,False
2012-05-03,52,False
2012-05-04,56,False
2012-05-05,50,False
2012-05-06,55,False
2012-05-07,56,False
2012-05-08,50,False
2012-05-09,64,False
2012-05-10,56,False
2012-05-11,47,False
2012-05-12,52,False
2012-05-13,54,False
2012-05-14,50,False
2012-05-15,48,False
2012-05-16,57,False
2012-05-17,53,False
2012-05-18,51,False
2012-05-19,61,False
2012-05-20,52,False
2012-05-21,57,False
2012-05-22,65,False
2012-05-23,63,False
2012-05-24,59,False
2012-05-25,57,False
2012-05-26,50,False
2012-05-27,49,False
2012-05-28,52,False
2012-05-29,50,False
2012-05-30,57,False
2012-05-31,57,False
2012-06-01,61,False
2012-06-02,45,False
2012-06-03,57,False
2012-06-04,58,False
