date,Western Digital,isPartial
2017-10-06,58,False
2017-10-07,45,False
2017-10-08,55,False
2017-10-09,50,False
2017-10-10,58,False
2017-10-11,52,False
2017-10-12,60,False
2017-10-13,57,False
2017-10-14,47,False
2017-10-15,46,False
2017-10-16,69,False
2017-10-17,57,False
2017-10-18,54,False
2017-10-19,53,False
2017-10-20,50,False
2017-10-21,37,False
2017-10-22,49,False
2017-10-23,66,False
2017-10-24,54,False
2017-10-25,55,False
2017-10-26,53,False
2017-10-27,41,False
2017-10-28,48,False
2017-10-29,44,False
2017-10-30,62,False
2017-10-31,60,False
2017-11-01,59,False
2017-11-02,59,False
2017-11-03,53,False
2017-11-04,48,False
2017-11-05,44,False
2017-11-06,61,False
2017-11-07,60,False
2017-11-08,56,False
2017-11-09,55,False
2017-11-10,51,False
2017-11-11,49,False
2017-11-12,53,False
2017-11-13,73,False
2017-11-14,61,False
2017-11-15,60,False
2017-11-16,57,False
2017-11-17,47,False
2017-11-18,60,False
2017-11-19,57,False
2017-11-20,60,False
2017-11-21,72,False
2017-11-22,61,False
2017-11-23,72,False
2017-11-24,100,False
2017-11-25,66,False
2017-11-26,57,False
2017-11-27,95,False
2017-11-28,66,False
2017-11-29,57,False
2017-11-30,53,False
2017-12-01,58,False
2017-12-02,53,False
2017-12-03,51,False
2017-12-04,62,False
2017-12-05,64,False
2017-12-06,71,False
2017-12-07,65,False
2017-12-08,63,False
2017-12-09,43,False
2017-12-10,50,False
2017-12-11,61,False
2017-12-12,69,False
2017-12-13,74,False
2017-12-14,57,False
2017-12-15,57,False
2017-12-16,60,False
2017-12-17,55,False
2017-12-18,65,False
2017-12-19,54,False
2017-12-20,45,False
2017-12-21,63,False
2017-12-22,45,False
2017-12-23,48,False
2017-12-24,42,False
2017-12-25,49,False
2017-12-26,61,False
2017-12-27,63,False
2017-12-28,76,False
2017-12-29,65,False
2017-12-30,60,False
2017-12-31,50,False
2018-01-01,45,False
2018-01-02,58,False
2018-01-03,64,False
2018-01-04,60,False
2018-01-05,61,False
2018-01-06,58,False
2018-01-07,56,False
2018-01-08,63,False
2018-01-09,63,False
2018-01-10,73,False
2018-01-11,56,False
2018-01-12,54,False
2018-01-13,62,False
2018-01-14,47,False
2018-01-15,50,False
2018-01-16,61,False
2018-01-17,63,False
2018-01-18,73,False
2018-01-19,58,False
2018-01-20,54,False
2018-01-21,63,False
2018-01-22,56,False
2018-01-23,58,False
2018-01-24,58,False
2018-01-25,70,False
2018-01-26,57,False
2018-01-27,46,False
2018-01-28,49,False
2018-01-29,58,False
2018-01-30,63,False
2018-01-31,46,False
2018-02-01,49,False
2018-02-02,46,False
2018-02-03,40,False
2018-02-04,55,False
2018-02-05,58,False
2018-02-06,60,False
2018-02-07,47,False
2018-02-08,67,False
2018-02-09,67,False
2018-02-10,45,False
2018-02-11,45,False
2018-02-12,47,False
2018-02-13,54,False
2018-02-14,56,False
2018-02-15,45,False
2018-02-16,52,False
2018-02-17,46,False
2018-02-18,39,False
2018-02-19,54,False
2018-02-20,54,False
2018-02-21,54,False
2018-02-22,49,False
2018-02-23,53,False
2018-02-24,35,False
2018-02-25,41,False
2018-02-26,51,False
2018-02-27,45,False
2018-02-28,56,False
2018-03-01,49,False
2018-03-02,60,False
2018-03-03,45,False
2018-03-04,47,False
2018-03-05,55,False
2018-03-06,52,False
2018-03-07,55,False
2018-03-08,53,False
2018-03-09,51,False
2018-03-10,37,False
2018-03-11,34,False
2018-03-12,51,False
2018-03-13,51,False
2018-03-14,48,False
2018-03-15,44,False
2018-03-16,57,False
2018-03-17,49,False
2018-03-18,38,False
2018-03-19,49,False
2018-03-20,68,False
2018-03-21,62,False
2018-03-22,54,False
2018-03-23,51,False
2018-03-24,44,False
2018-03-25,37,False
2018-03-26,55,False
