date,Western Digital,isPartial
2013-11-06,81,False
2013-11-07,74,False
2013-11-08,82,False
2013-11-09,76,False
2013-11-10,66,False
2013-11-11,65,False
2013-11-12,76,False
2013-11-13,71,False
2013-11-14,74,False
2013-11-15,72,False
2013-11-16,75,False
2013-11-17,69,False
2013-11-18,78,False
2013-11-19,81,False
2013-11-20,75,False
2013-11-21,70,False
2013-11-22,76,False
2013-11-23,73,False
2013-11-24,73,False
2013-11-25,75,False
2013-11-26,85,False
2013-11-27,83,False
2013-11-28,87,False
2013-11-29,100,False
2013-11-30,89,False
2013-12-01,85,False
2013-12-02,87,False
2013-12-03,81,False
2013-12-04,77,False
2013-12-05,75,False
2013-12-06,69,False
2013-12-07,80,False
2013-12-08,75,False
2013-12-09,79,False
2013-12-10,71,False
2013-12-11,79,False
2013-12-12,76,False
2013-12-13,76,False
2013-12-14,74,False
2013-12-15,82,False
2013-12-16,78,False
2013-12-17,75,False
2013-12-18,79,False
2013-12-19,69,False
2013-12-20,79,False
2013-12-21,80,False
2013-12-22,70,False
2013-12-23,76,False
2013-12-24,75,False
2013-12-25,80,False
2013-12-26,92,False
2013-12-27,91,False
2013-12-28,97,False
2013-12-29,83,False
2013-12-30,78,False
2013-12-31,76,False
2014-01-01,74,False
2014-01-02,87,False
2014-01-03,86,False
2014-01-04,82,False
2014-01-05,78,False
2014-01-06,73,False
2014-01-07,80,False
2014-01-08,77,False
2014-01-09,75,False
2014-01-10,76,False
2014-01-11,73,False
2014-01-12,70,False
2014-01-13,77,False
2014-01-14,79,False
2014-01-15,75,False
2014-01-16,73,False
2014-01-17,69,False
2014-01-18,66,False
2014-01-19,76,False
2014-01-20,81,False
2014-01-21,75,False
2014-01-22,80,False
2014-01-23,77,False
2014-01-24,73,False
2014-01-25,75,False
2014-01-26,78,False
2014-01-27,82,False
2014-01-28,72,False
2014-01-29,71,False
2014-01-30,71,False
2014-01-31,70,False
2014-02-01,68,False
2014-02-02,72,False
2014-02-03,65,False
2014-02-04,70,False
2014-02-05,74,False
2014-02-06,66,False
2014-02-07,68,False
2014-02-08,61,False
2014-02-09,65,False
2014-02-10,62,False
2014-02-11,70,False
2014-02-12,62,False
2014-02-13,61,False
2014-02-14,59,False
2014-02-15,67,False
2014-02-16,62,False
2014-02-17,68,False
2014-02-18,67,False
2014-02-19,66,False
2014-02-20,65,False
2014-02-21,63,False
2014-02-22,62,False
2014-02-23,56,False
2014-02-24,61,False
2014-02-25,66,False
2014-02-26,62,False
2014-02-27,66,False
2014-02-28,62,False
2014-03-01,70,False
2014-03-02,70,False
2014-03-03,68,False
2014-03-04,71,False
2014-03-05,64,False
2014-03-06,57,False
2014-03-07,55,False
2014-03-08,64,False
2014-03-09,59,False
2014-03-10,66,False
2014-03-11,62,False
2014-03-12,59,False
2014-03-13,61,False
2014-03-14,57,False
2014-03-15,65,False
2014-03-16,54,False
2014-03-17,67,False
2014-03-18,56,False
2014-03-19,61,False
2014-03-20,60,False
2014-03-21,60,False
2014-03-22,60,False
2014-03-23,64,False
2014-03-24,62,False
2014-03-25,55,False
2014-03-26,60,False
2014-03-27,64,False
2014-03-28,62,False
2014-03-29,58,False
2014-03-30,58,False
2014-03-31,68,False
2014-04-01,59,False
2014-04-02,62,False
2014-04-03,64,False
2014-04-04,64,False
2014-04-05,63,False
2014-04-06,53,False
2014-04-07,56,False
2014-04-08,59,False
2014-04-09,54,False
2014-04-10,57,False
2014-04-11,58,False
2014-04-12,55,False
2014-04-13,60,False
2014-04-14,65,False
2014-04-15,60,False
2014-04-16,56,False
2014-04-17,57,False
2014-04-18,56,False
2014-04-19,56,False
2014-04-20,50,False
2014-04-21,63,False
2014-04-22,60,False
2014-04-23,63,False
2014-04-24,58,False
2014-04-25,56,False
2014-04-26,54,False
2014-04-27,56,False
2014-04-28,54,False
2014-04-29,57,False
2014-04-30,56,False
2014-05-01,52,False
2014-05-02,52,False
2014-05-03,55,False
2014-05-04,52,False
2014-05-05,61,False
2014-05-06,60,False
2014-05-07,55,False
2014-05-08,48,False
2014-05-09,53,False
2014-05-10,52,False
2014-05-11,55,False
2014-05-12,56,False
2014-05-13,53,False
2014-05-14,52,False
2014-05-15,53,False
2014-05-16,50,False
2014-05-17,47,False
2014-05-18,59,False
2014-05-19,57,False
2014-05-20,52,False
2014-05-21,49,False
2014-05-22,57,False
2014-05-23,52,False
2014-05-24,43,False
2014-05-25,44,False
2014-05-26,59,False
2014-05-27,60,False
2014-05-28,58,False
2014-05-29,49,False
2014-05-30,52,False
2014-05-31,50,False
2014-06-01,55,False
2014-06-02,50,False
2014-06-03,49,False
2014-06-04,58,False
2014-06-05,55,False
2014-06-06,60,False
2014-06-07,49,False
2014-06-08,47,False
2014-06-09,50,False
2014-06-10,53,False
2014-06-11,52,False
2014-06-12,47,False
2014-06-13,48,False
2014-06-14,50,False
2014-06-15,44,False
2014-06-16,49,False
2014-06-17,53,False
2014-06-18,53,False
2014-06-19,55,False
2014-06-20,49,False
2014-06-21,59,False
2014-06-22,45,False
2014-06-23,55,False
2014-06-24,51,False
2014-06-25,55,False
2014-06-26,53,False
2014-06-27,51,False
2014-06-28,51,False
2014-06-29,51,False
2014-06-30,54,False
2014-07-01,56,False
2014-07-02,52,False
2014-07-03,52,False
2014-07-04,47,False
2014-07-05,53,False
2014-07-06,47,False
2014-07-07,59,False
2014-07-08,55,False
2014-07-09,58,False
2014-07-10,55,False
2014-07-11,60,False
2014-07-12,51,False
2014-07-13,53,False
2014-07-14,57,False
2014-07-15,54,False
2014-07-16,53,False
2014-07-17,53,False
2014-07-18,51,False
2014-07-19,50,False
2014-07-20,49,False
2014-07-21,56,False
2014-07-22,55,False
2014-07-23,58,False
2014-07-24,58,False
