date,Western Digital,isPartial
2016-05-04,58,False
2016-05-05,59,False
2016-05-06,61,False
2016-05-07,45,False
2016-05-08,45,False
2016-05-09,62,False
2016-05-10,64,False
2016-05-11,71,False
2016-05-12,67,False
2016-05-13,71,False
2016-05-14,46,False
2016-05-15,46,False
2016-05-16,64,False
2016-05-17,67,False
2016-05-18,56,False
2016-05-19,53,False
2016-05-20,46,False
2016-05-21,49,False
2016-05-22,53,False
2016-05-23,56,False
2016-05-24,59,False
2016-05-25,61,False
2016-05-26,70,False
2016-05-27,40,False
2016-05-28,57,False
2016-05-29,56,False
2016-05-30,64,False
2016-05-31,67,False
2016-06-01,46,False
2016-06-02,52,False
2016-06-03,54,False
2016-06-04,48,False
2016-06-05,55,False
2016-06-06,59,False
2016-06-07,48,False
2016-06-08,47,False
2016-06-09,60,False
2016-06-10,57,False
2016-06-11,45,False
2016-06-12,42,False
2016-06-13,57,False
2016-06-14,57,False
2016-06-15,59,False
2016-06-16,60,False
2016-06-17,52,False
2016-06-18,42,False
2016-06-19,48,False
2016-06-20,55,False
2016-06-21,59,False
2016-06-22,64,False
2016-06-23,47,False
2016-06-24,68,False
2016-06-25,58,False
2016-06-26,47,False
2016-06-27,56,False
2016-06-28,66,False
2016-06-29,55,False
2016-06-30,66,False
2016-07-01,57,False
2016-07-02,49,False
2016-07-03,46,False
2016-07-04,54,False
2016-07-05,59,False
2016-07-06,64,False
2016-07-07,50,False
2016-07-08,38,False
2016-07-09,54,False
2016-07-10,51,False
2016-07-11,48,False
2016-07-12,72,False
2016-07-13,55,False
2016-07-14,51,False
2016-07-15,60,False
2016-07-16,49,False
2016-07-17,39,False
2016-07-18,51,False
2016-07-19,61,False
2016-07-20,49,False
2016-07-21,57,False
2016-07-22,46,False
2016-07-23,54,False
2016-07-24,48,False
2016-07-25,67,False
2016-07-26,54,False
2016-07-27,59,False
2016-07-28,56,False
2016-07-29,60,False
2016-07-30,49,False
2016-07-31,41,False
2016-08-01,58,False
2016-08-02,49,False
2016-08-03,62,False
2016-08-04,62,False
2016-08-05,58,False
2016-08-06,54,False
2016-08-07,50,False
2016-08-08,52,False
2016-08-09,60,False
